N	3gram	Kanaev_Sov_1	Myshleni
1	с точки зрения	5	18
2	в том что	1	15
3	с одной стороны	1	8
4	с самого начала	3	8
5	по отношению к	1	7
6	так же как	1	5
7	не может быть	4	5
8	до сих пор	1	4
9	друг с другом	2	4
10	такой же мере	1	3
11	то же самое	2	3
12	можно было бы	1	3
13	в такой же	1	3
14	во всяком случае	2	3
15	в свою очередь	2	3
16	и той же	1	2
17	влечет за собой	1	2
18	в известном смысле	1	2
19	в зависимости от	4	2
20	на этот вопрос	1	2
21	то же время	1	2
22	так как он	2	2
23	в данном случае	1	2
24	все более и	1	2
25	шаг за шагом	1	2
26	более и более	1	2
27	в самом деле	1	2
28	в то же	1	2
29	одной и той	1	2
30	у каждого из	1	1
31	в дальнейшем и	1	1
32	в конце развития	2	1
33	дело в том	1	1
34	по самому своему	1	1
35	на самом деле	1	1
36	в этом смысле	1	1
37	и не может	1	1
38	и в то	1	1
39	в отличие от	2	1
40	и именно в	1	1
41	и речи мы	1	1
42	по крайней мере	1	1
43	одной стороны и	1	1
44	как и вся	1	1
45	с помощью которых	2	1
46	иметь место только	1	1
47	в этой области	1	1
48	тот факт что	1	1
49	точки зрения с	1	1
50	как мы это	1	1
51	и в этом	1	1
52	самого начала от	1	1
53	пока наконец не	2	1
54	мы видели что	3	1
55	до наших дней	1	1
56	на какой бы	1	1
57	совершенно независимо от	1	1
58	но тем не	1	1
59	мы не можем	6	1
60	это значит что	1	1
61	и что она	1	1
62	в конечном счете	1	1
63	но все же	1	1
64	с этим вопросом	1	1
65	заключает в себе	1	1
66	когда мы говорим	1	1
67	в самом конце	1	1
68	тем не менее	2	1
69	мы уже знаем	1	1
70	она не может	1	1
71	той или иной	1	1
