N	2gram	Vygotskiy__1	Narrotol
1	не только	16	31
2	но и	14	27
3	и не	9	23
4	при этом	4	19
5	может быть	14	15
6	в качестве	9	14
7	в частности	2	14
8	как и	14	13
9	а не	3	13
10	а в	2	13
11	в этом	17	12
12	только в	6	12
13	и в	23	11
14	в данном	2	11
15	состоит в	1	10
16	и его	6	10
17	такого рода	1	10
18	то что	17	9
19	то же	8	8
20	представляет собой	11	8
21	иначе говоря	2	8
22	не может	12	8
23	данном случае	2	8
24	в том	24	8
25	уже не	2	8
26	со стороны	1	8
27	но в	5	7
28	том что	21	7
29	если бы	5	7
30	на протяжении	1	7
31	у него	1	7
32	в самом	7	6
33	не в	4	6
34	в этой	7	6
35	в себе	6	6
36	об этом	3	6
37	не мог	1	6
38	к тому	4	6
39	и т.д	5	6
40	одного из	3	6
41	в его	14	6
42	как бы	11	6
43	один из	2	6
44	как раз	4	6
45	или в	1	6
46	а также	1	6
47	жизни и	2	6
48	между двумя	2	5
49	и на	8	5
50	той или	1	5
51	перед нами	5	5
52	так и	5	5
53	точки зрения	26	5
54	в своей	4	5
55	тем самым	5	5
56	потому что	6	5
57	на другой	1	5
58	можно сказать	5	5
59	в соответствии	1	5
60	столь же	6	5
61	то в	1	4
62	в первом	2	4
63	еще не	1	4
64	с его	4	4
65	но не	4	4
66	как в	4	4
67	все же	3	4
68	хотя и	2	4
69	из этих	3	4
70	в нем	1	4
71	в принципе	1	4
72	из них	1	4
73	по себе	5	4
74	и тем	6	4
75	соответствии с	1	4
76	в одном	4	4
77	вплоть до	1	4
78	в то	7	4
79	того чтобы	17	4
80	никогда не	2	4
81	в сознании	1	4
82	в ней	1	4
83	что у	2	4
84	о том	6	4
85	внимание на	1	4
86	же время	2	4
87	того что	15	4
88	для него	2	4
89	слова в	1	4
90	или иной	1	4
91	прежде всего	10	4
92	о чем	2	4
93	в речи	2	4
94	однако и	1	4
95	как известно	3	3
96	речь идет	2	3
97	также и	1	3
98	и то	3	3
99	самом деле	3	3
100	идет о	2	3
101	едва ли	2	3
102	мы не	7	3
103	а для	1	3
104	в своем	3	3
105	и как	5	3
106	в целом	20	3
107	в нашем	2	3
108	он не	5	3
109	для того	15	3
110	и с	9	3
111	это не	1	3
112	в жизни	1	3
113	в слове	2	3
114	в современной	2	3
115	в ходе	8	3
116	и ее	7	3
117	тем не	1	3
118	их в	4	3
119	не менее	1	3
120	как будто	1	3
121	этом отношении	4	3
122	начиная с	2	3
123	еще в	1	3
124	лишь в	6	3
125	в конечном	1	3
126	между тем	9	3
127	что он	7	3
128	по отношению	7	3
129	могло бы	1	3
130	может служить	1	3
131	представляют собой	2	3
132	именно в	6	3
133	не было	1	3
134	как это	2	3
135	тому как	1	3
136	но для	1	3
137	не является	9	3
138	не существует	1	3
139	и все	5	3
140	отношению к	7	3
141	что в	14	3
142	в сфере	3	2
143	переход от	1	2
144	в зависимости	2	2
145	иным как	1	2
146	ситуации в	1	2
147	всех его	1	2
148	и для	1	2
149	в сущности	6	2
150	не вполне	1	2
151	жизни как	1	2
152	речь которая	1	2
153	зависимости от	2	2
154	столько же	1	2
155	между собой	5	2
156	в чем	4	2
157	как если	2	2
158	в наиболее	1	2
159	отличие от	1	2
160	один и	1	2
161	отнюдь не	1	2
162	если она	1	2
163	что касается	1	2
164	сознания в	2	2
165	та же	1	2
166	в известном	2	2
167	раз в	1	2
168	на две	3	2
169	на то	5	2
170	не могла	1	2
171	ключ к	2	2
172	и еще	1	2
173	и вот	2	2
174	заключает в	1	2
175	одно и	2	2
176	для них	1	2
177	также не	2	2
178	в этих	2	2
179	в отличие	1	2
