N	2gram	Voloshinov_2	Analitik
1	не только	13	22
2	и в	19	18
3	как и	9	14
4	так и	10	14
5	в этом	15	14
6	и его	16	13
7	но и	10	13
8	том что	10	12
9	в качестве	3	12
10	и не	19	12
11	при этом	9	11
12	то есть	2	10
13	а в	3	10
14	как бы	19	10
15	что в	2	9
16	может быть	28	9
17	со стороны	1	9
18	а не	9	9
19	в том	7	9
20	с его	8	8
21	и даже	2	8
22	по отношению	8	7
23	в русской	1	7
24	как раз	4	7
25	в его	5	7
26	с другой	3	7
27	но не	2	7
28	отношению к	8	7
29	и самого	2	6
30	еще не	3	6
31	в этой	3	6
32	он не	3	6
33	в их	5	6
34	не в	10	6
35	к тому	6	6
36	для него	9	6
37	о том	3	6
38	в начале	2	6
39	того же	5	5
40	той же	3	5
41	как нам	1	5
42	в самом	6	5
43	лишь в	14	5
44	в слове	4	5
45	или иной	5	5
46	в сущности	14	5
47	что и	3	5
48	между тем	6	5
49	уже не	1	5
50	никогда не	7	5
51	и т.п	10	5
52	в свою	6	5
53	прежде всего	7	5
54	не является	8	5
55	другой стороны	1	5
56	принадлежит к	1	4
57	и на	5	4
58	столь же	3	4
59	что он	4	4
60	отнюдь не	8	4
61	в своем	2	4
62	и как	6	4
63	таким образом	14	4
64	приводит к	2	4
65	по себе	3	4
66	в одном	1	4
67	ли не	1	4
68	не менее	1	4
69	свою очередь	5	4
70	в пределах	10	4
71	и сам	1	4
72	внимание на	1	4
73	можно сказать	1	4
74	русской литературе	1	4
75	крайней мере	2	4
76	себя в	2	4
77	не есть	3	4
78	далеко не	2	4
79	по крайней	2	4
80	о чем	2	4
81	в данном	5	4
82	все же	5	4
83	перед нами	3	4
84	героя и	1	4
85	его не	1	3
86	мы не	2	3
87	всех без	2	3
88	говорить о	1	3
89	в целом	1	3
90	уже в	2	3
91	в сочетании	1	3
92	здесь не	1	3
93	но как	2	3
94	если в	1	3
95	ответ на	2	3
96	что они	2	3
97	как в	1	3
98	с этим	3	3
99	поскольку он	1	3
100	из этих	1	3
101	с их	1	3
102	роль в	1	3
103	тому же	2	3
104	без исключения	2	3
105	то же	16	3
106	в каждом	1	3
107	не будет	3	3
108	его в	7	3
109	ко второму	1	3
110	лишь на	5	3
111	и того	5	3
112	одного и	4	3
113	точки зрения	17	3
114	сочетании с	1	3
115	не столько	1	3
116	все это	1	3
117	до известной	1	3
118	в то	8	3
119	ничего не	4	3
120	же время	8	3
121	той или	4	3
122	в ее	3	3
123	так в	1	3
124	мысль о	1	3
125	именно в	2	3
126	было бы	4	3
127	дело с	1	3
128	на языке	2	3
129	этом отношении	1	3
130	были бы	1	3
131	в особенности	2	3
132	еще и	1	3
133	что не	2	3
134	не было	3	3
135	однако и	2	3
136	он и	2	3
137	вступает в	2	3
138	его как	1	3
139	как это	1	3
140	к жизни	1	3
141	известной степени	1	3
142	по поводу	1	3
143	к этому	5	3
144	отношения к	2	2
145	например в	1	2
146	самом деле	9	2
147	уже по	1	2
148	в литературу	1	2
149	в становлении	3	2
150	на себя	1	2
151	в составе	1	2
152	и он	2	2
153	в ней	3	2
154	во всех	6	2
155	ними в	1	2
156	со всеми	1	2
157	конечном счете	1	2
158	отличие от	3	2
159	это и	1	2
160	нам кажется	1	2
161	когда он	1	2
162	могли бы	1	2
163	и каждое	1	2
164	но в	7	2
165	все эти	3	2
166	в ответ	1	2
167	в тех	2	2
168	в себе	4	2
169	не могла	1	2
170	так сказать	14	2
171	что она	1	2
172	в нем	11	2
173	однако при	1	2
174	о которой	1	2
175	не как	3	2
176	художественного высказывания	1	2
177	и вот	1	2
178	значительной степени	2	2
179	входит в	1	2
180	формы целого	1	2
181	это не	4	2
182	в жизни	2	2
183	в них	1	2
184	о которых	1	2
185	с тем	1	2
186	несмотря на	1	2
187	высказывания как	7	2
188	или точнее	1	2
189	с точки	13	2
190	в отличие	3	2
191	от его	1	2
192	тем не	1	2
193	но они	2	2
194	дело в	1	2
195	одна из	7	2
196	сводится к	2	2
197	представляется нам	1	2
198	могут быть	3	2
199	подход к	2	2
200	в себя	1	2
201	не с	2	2
202	поэтому в	2	2
203	и здесь	5	2
204	или иным	1	2
205	и т.д	4	2
206	в значительной	2	2
207	сознания к	1	2
208	в конечном	1	2
209	в форме	5	2
210	но с	1	2
211	вступить в	3	2
212	только в	8	2
213	тем или	1	2
214	то в	1	2
215	и ее	4	2
216	тот или	1	2
217	с одной	3	2
218	все они	1	2
219	вопроса о	1	2
220	в большинстве	5	2
221	всяком случае	2	2
222	нуждается в	1	2
223	его внешней	2	2
224	мы можем	6	2
225	на меня	1	2
226	тем что	2	2
227	одной стороны	3	2
228	этом как	2	2
229	всякое высказывание	3	2
230	и прежде	2	2
231	говорит о	1	2
232	в соответствии	1	2
233	на эту	1	2
234	там где	2	2
235	приобщения к	1	2
236	связь с	4	2
237	не может	18	2
238	вместе с	2	2
239	и потому	2	2
240	в той	5	2
241	когда мы	1	2
242	да и	3	2
243	этого слова	5	2
244	в контексте	5	2
245	и для	7	2
246	и от	3	2
247	хотя и	1	2
248	и все	6	2
249	же в	1	2
250	то что	4	2
251	нам не	1	2
252	сказать что	4	2
253	совершенно не	5	2
254	в иной	1	2
255	читателя и	1	2
256	во всяком	3	2
257	гораздо более	1	2
258	например по	1	1
259	как известно	1	1
260	также что	1	1
261	речь идет	1	1
262	категорий и	2	1
263	таком случае	3	1
264	человека и	1	1
265	связана с	2	1
266	сам по	1	1
267	на самом	7	1
268	дело обстоит	2	1
269	тем же	4	1
270	к другому	5	1
271	и до	3	1
272	роль этих	1	1
273	не имеют	3	1
274	переносном смысле	1	1
275	в зависимости	2	1
276	мы уже	6	1
277	вопрос о	2	1
278	данном контексте	2	1
279	ни единого	1	1
280	высказывания в	7	1
281	что иное	1	1
282	план в	1	1
283	мы и	1	1
284	зависимости от	2	1
285	быть осуществлено	1	1
286	в таком	7	1
287	целое и	2	1
288	принадлежит и	1	1
289	он был	2	1
290	между собой	1	1
291	также несколько	1	1
292	иное как	2	1
293	этом и	1	1
294	время в	1	1
295	с родным	1	1
296	всего этого	1	1
297	так если	1	1
298	там и	1	1
299	то мы	2	1
300	как если	4	1
301	быть достаточно	1	1
302	не все	1	1
303	вступают в	1	1
304	друг от	1	1
305	за пределы	3	1
306	ситуаций и	2	1
307	диалога и	1	1
308	в истории	3	1
309	независимо от	2	1
310	чего нет	1	1
311	такое слово	1	1
312	мир и	1	1
313	себе не	1	1
314	с целым	1	1
315	от этого	2	1
316	и хотя	1	1
317	для которого	1	1
318	сливается с	1	1
319	к чему	1	1
320	и у	2	1
321	выход в	1	1
322	же самой	1	1
323	обратное влияние	4	1
324	так или	1	1
325	бы не	2	1
326	но без	1	1
327	на то	4	1
328	не следует	2	1
329	не изменится	1	1
330	в статье	1	1
331	к миру	1	1
332	видел в	1	1
333	весьма сложного	1	1
334	они в	1	1
335	в восприятии	1	1
336	свою собственную	1	1
337	в силу	1	1
338	отношения не	1	1
339	какой бы	3	1
340	всех своих	1	1
341	в нее	1	1
342	человека в	1	1
343	здесь мы	3	1
344	в другом	3	1
345	связанных с	1	1
346	высказывания и	11	1
347	значимости в	1	1
348	большинстве случаев	5	1
349	это было	2	1
350	в художественном	1	1
351	заключается в	1	1
352	не умеет	1	1
353	с другими	3	1
354	от одного	3	1
355	и иных	1	1
356	он есть	1	1
357	претендуют на	1	1
358	имеющихся в	1	1
359	а сообщение	1	1
