N	2gram	Bakhtin_fo_2	Dialekti
1	и не	9	30
2	и есть	2	19
3	а не	4	18
4	и т	14	17
5	может быть	7	17
6	то что	7	16
7	т д	3	15
8	стало быть	1	15
9	и в	46	15
10	как бы	10	14
11	точки зрения	10	14
12	не имеет	1	14
13	так как	6	14
14	по себе	2	13
15	это есть	1	13
16	того что	3	13
17	это не	2	12
18	в этом	22	11
19	и вот	2	11
20	говорить о	2	11
21	в том	10	11
22	прежде всего	14	11
23	не может	2	11
24	и все	6	11
25	том что	4	10
26	в основе	6	10
27	потому что	8	10
28	с ее	1	10
29	это и	1	9
30	то же	8	9
31	мы не	1	9
32	было бы	2	9
33	с точки	8	9
34	в виду	3	9
35	и что	1	9
36	уже не	3	9
37	и пр	2	9
38	значит что	2	9
39	все это	6	9
40	в чем	1	8
41	не в	9	8
42	в себе	4	8
43	не только	11	8
44	ни в	1	8
45	и это	2	8
46	и о	2	8
47	и ее	1	8
48	это значит	3	8
49	должна быть	1	7
50	что тут	1	7
51	как и	8	7
52	и вообще	1	7
53	и его	12	7
54	только в	11	7
55	что он	3	7
56	что в	5	7
57	хотя и	3	6
58	и тем	1	6
59	если бы	1	6
60	в то	5	6
61	же время	4	6
62	что и	3	6
63	так что	4	6
64	веры и	1	6
65	вовсе не	13	6
66	и даже	3	6
67	в результате	1	6
68	тем более	3	6
69	сказать что	1	6
70	мы имеем	2	5
71	в сущности	2	5
72	и на	7	5
73	с его	1	5
74	в своем	5	5
75	то в	2	5
76	учение о	1	5
77	в нем	5	5
78	в вечности	2	5
79	есть не	1	5
80	же это	1	5
81	в ней	1	5
82	но что	1	5
83	но только	1	5
84	того чтобы	8	5
85	таким образом	3	5
86	как только	1	5
87	о том	4	5
88	в себя	2	5
89	так и	7	5
90	можно сказать	2	5
91	именно в	2	5
92	для того	8	5
93	в смысле	5	5
94	и для	9	5
95	также и	4	4
96	что они	4	4
97	в этой	2	4
98	и как	3	4
99	и стало	1	4
100	не как	1	4
101	и с	6	4
102	с тем	2	4
103	и уже	1	4
104	бытия и	1	4
105	она не	2	4
106	той или	1	4
107	что все	2	4
108	еще не	6	4
109	в его	8	4
110	мы видим	2	4
111	есть в	1	4
112	ни с	1	4
113	в одном	7	4
114	отнюдь не	4	4
115	так же	2	4
116	в особенности	6	4
117	но это	2	4
118	один из	2	4
119	лишь как	1	4
120	бы в	1	4
121	жизни и	8	4
122	но и	9	4
123	должны быть	1	4
124	себя как	1	3
125	то на	1	3
126	отношения к	4	3
127	и то	1	3
128	чего не	1	3
129	что если	1	3
130	же что	1	3
131	надо было	1	3
132	в истории	4	3
133	как в	4	3
134	с этим	5	3
135	когда он	1	3
136	и наконец	6	3
137	но в	10	3
138	от этого	2	3
139	та же	3	3
140	бы и	1	3
141	все эти	5	3
142	на этом	2	3
143	от нее	1	3
144	об этом	1	3
145	мы уже	9	3
146	в данном	2	3
147	в один	1	3
148	смысл и	1	3
149	в своей	1	3
150	в их	3	3
151	если угодно	1	3
152	чтобы это	1	3
153	только для	2	3
154	нет никакого	1	3
155	иной раз	1	3
156	есть прежде	1	3
157	и притом	1	3
158	мы можем	1	3
159	могут быть	2	3
160	лежит в	2	3
161	более не	1	3
162	и необходимости	1	3
163	имеется в	1	3
164	вот почему	1	3
165	и та	2	3
166	этот момент	1	3
167	и следовательно	1	3
168	и об	1	3
169	быть и	2	3
170	для всех	1	3
171	в виде	1	3
172	о времени	1	3
173	за пределы	1	3
174	в природе	1	3
175	себя и	3	3
176	что не	1	3
177	смысла и	2	3
178	у нас	2	3
179	и потому	2	3
180	что здесь	2	3
181	и события	1	3
182	с ним	4	3
183	в свою	1	3
184	совершенно не	1	3
185	есть и	4	3
186	к этому	3	3
187	можно говорить	1	2
188	человека и	4	2
189	тех же	1	2
190	он всегда	1	2
191	что уже	1	2
192	вопрос о	1	2
193	есть нечто	1	2
194	бы ни	1	2
195	как вещь	1	2
196	во всех	11	2
197	бы не	1	2
198	мы будем	3	2
199	но как	1	2
200	себе и	1	2
201	нет и	3	2
202	все же	6	2
203	кроме того	3	2
204	что по	1	2
205	в этот	3	2
206	в самом	1	2
207	отношение как	1	2
208	в которой	1	2
209	ни один	1	2
210	чем больше	1	2
211	из этих	4	2
212	законам природы	1	2
213	что даже	1	2
214	при этом	6	2
215	действии и	1	2
216	с этой	4	2
217	а это	1	2
218	но все	1	2
219	лишь в	2	2
220	это было	1	2
221	весь мир	3	2
222	в них	7	2
223	все равно	1	2
224	становится и	1	2
225	реальность и	1	2
226	должно быть	5	2
227	нисколько не	1	2
228	том как	3	2
229	категории как	1	2
230	вне всякого	1	2
231	в котором	4	2
232	по сравнению	1	2
233	представление о	2	2
234	далее в	2	2
235	дает в	1	2
236	что было	3	2
237	не могли	3	2
238	однако в	1	2
239	что есть	1	2
240	в отношении	2	2
241	или что	1	2
242	никогда не	6	2
243	и по	3	2
244	во всем	1	2
245	как не	1	2
246	не по	1	2
247	что на	3	2
248	не могут	1	2
249	и тогда	1	2
250	свою очередь	1	2
251	без всякого	2	2
252	в ее	1	2
253	не значит	1	2
254	вещи и	2	2
255	жизнь и	3	2
256	этой жизни	1	2
257	в разных	1	2
258	находится в	2	2
