N	2gram	Bakhtin_Pr_3	Tvorches
1	у достоевского	17	30
2	и в	53	20
3	в году	1	16
4	князя мышкина	1	16
5	в романе	1	15
6	не только	4	13
7	никогда не	2	11
8	преступлении и	2	11
9	как бы	14	11
10	в преступлении	2	10
11	таким образом	6	10
12	в то	5	10
13	в его	8	10
14	и наказании	2	10
15	достоевского в	3	9
16	и его	10	9
17	и не	15	9
18	ивана карамазова	4	8
19	достоевского не	1	8
20	при этом	3	8
21	достоевского как	1	8
22	и с	6	8
23	в том	14	8
24	может быть	12	8
25	в этом	8	8
26	прежде всего	15	8
27	но и	7	8
28	то же	6	7
29	идей в	1	7
30	это не	6	7
31	представление о	1	7
32	же время	5	7
33	наряду с	5	7
34	потому что	5	7
35	не может	2	7
36	xix века	1	7
37	братьях карамазовых	2	7
38	что в	2	7
39	из подполья	5	6
40	в целом	1	6
41	в братьях	2	6
42	как и	11	6
43	в своей	3	6
44	что он	4	6
45	так и	6	6
46	в конце	3	6
47	у него	1	6
48	именно в	2	6
49	а не	11	6
50	в бесах	2	6
51	все это	8	6
52	например в	5	5
53	еще не	5	5
54	и на	18	5
55	но не	5	5
56	героев достоевского	2	5
57	в этой	1	5
58	в мире	5	5
59	достоевский не	1	5
60	то есть	48	5
61	о том	2	5
62	и даже	2	5
63	достоевского с	3	5
64	в творчестве	8	5
65	но это	3	5
66	романов достоевского	1	5
67	мы не	4	4
68	все эти	9	4
69	и достоевский	1	4
70	что они	1	4
71	настасьи филипповны	2	4
72	как в	7	4
73	хотя и	4	4
74	когда он	1	4
75	но в	5	4
76	не в	2	4
77	творчество достоевского	2	4
78	в дальнейшем	7	4
79	на его	3	4
80	что она	1	4
81	об этом	1	4
82	соответствии с	2	4
83	показывает что	1	4
84	тем самым	1	4
85	ничего не	6	4
86	легенда о	1	4
87	в духе	8	4
88	братьев карамазовых	1	4
89	в известной	2	4
90	мы видим	2	4
91	в душе	1	4
92	творчестве достоевского	5	4
93	а в	2	4
94	в соответствии	2	4
95	и потому	5	4
96	и от	3	4
97	героя в	1	4
98	том что	5	4
99	но у	1	4
100	великом инквизиторе	1	3
101	одним из	3	3
102	и отчасти	2	3
103	человека и	7	3
104	и через	3	3
105	по мнению	1	3
106	самой своей	1	3
107	что достоевский	1	3
108	скверный анекдот	1	3
109	он сам	4	3
110	по отношению	2	3
111	в одной	2	3
112	о жизни	1	3
113	это был	2	3
114	в письмах	1	3
115	отношению к	1	3
116	в себе	5	3
117	в нем	10	3
118	он не	3	3
119	в записках	1	3
120	в плане	1	3
121	в образе	3	3
122	так например	2	3
123	человека в	3	3
124	я бы	1	3
125	а затем	4	3
126	традиции и	2	3
127	его в	2	3
128	но уже	1	3
129	достоевского но	1	3
130	в самом	2	3
131	в котором	1	3
132	в их	2	3
133	место в	2	3
134	своего рода	3	3
135	достоевского от	1	3
136	тем что	2	3
137	одна из	7	3
138	казалось бы	3	3
139	и это	3	3
140	с ним	2	3
141	до сих	5	3
142	между тем	2	3
143	достоевского можно	2	3
144	уже не	1	3
145	записках из	1	3
146	в начале	2	3
147	о великом	1	3
148	так как	7	3
149	то что	9	3
150	подпольного человека	1	3
151	как у	5	3
152	и др	14	3
153	что не	1	3
154	превращается в	1	3
155	в рассказе	2	3
156	в свете	1	3
157	вместе с	2	3
158	в область	1	3
159	с этой	1	3
160	сих пор	5	3
161	нет ничего	2	3
162	один из	6	3
163	жизни в	3	3
164	одной из	4	3
165	в своих	2	3
166	к этому	4	3
167	в таком	2	3
168	относится и	1	2
169	от этой	1	2
170	достоевский строит	1	2
171	достоевского мы	4	2
172	говорить о	2	2
173	я не	4	2
174	и он	1	2
175	в xix	1	2
176	с народом	1	2
177	в ее	3	2
178	тут же	1	2
179	нет и	1	2
180	во многом	2	2
181	так что	1	2
182	в истории	3	2
183	писателя в	1	2
184	и наконец	2	2
185	но эта	1	2
186	в которой	2	2
187	в литературном	1	2
188	очень важным	1	2
189	раскольникова а	1	2
190	особое место	2	2
191	тому же	2	2
192	во многих	1	2
193	но ведь	1	2
194	так сказать	5	2
195	и если	3	2
196	и по	3	2
197	особенно в	4	2
198	к героям	1	2
199	достоевского и	6	2
200	романы достоевского	2	2
201	произведениях достоевского	3	2
202	и еще	1	2
203	в такой	1	2
204	в отличие	1	2
205	что я	2	2
206	их в	2	2
207	где нет	1	2
208	между людьми	3	2
209	не менее	3	2
210	xviii века	3	2
211	ее носителя	2	2
212	на него	1	2
213	в процессе	1	2
214	карамазова и	1	2
215	на землю	4	2
216	а во	1	2
217	другой стороны	1	2
218	xix веке	1	2
219	целом и	1	2
220	что на	1	2
221	и далее	1	2
222	личности в	1	2
223	могут быть	4	2
224	и записки	1	2
225	к анализу	1	2
226	известной мере	2	2
227	и что	1	2
228	восходит к	1	2
229	крайней мере	1	2
230	всяком случае	1	2
231	все время	1	2
232	в которую	1	2
233	в литературе	5	2
234	всякого рода	3	2
235	с ними	1	2
236	только в	4	2
237	и ее	6	2
238	не мешает	1	2
239	это самая	1	2
240	и у	7	2
241	уже в	2	2
242	или даже	1	2
243	и других	9	2
244	из них	4	2
245	вовсе не	3	2
246	но достоевский	1	2
247	записки из	2	2
248	может служить	1	2
249	друг друга	1	2
250	только с	1	2
251	отличие от	1	2
252	рядом с	1	2
253	с другой	2	2
254	не было	4	2
255	идеи в	2	2
256	по крайней	1	2
257	в произведениях	1	2
258	и вообще	3	2
259	и конкретнее	1	2
260	начиная с	3	2
261	характеров и	1	2
262	в россии	1	2
263	впервые появляется	1	2
264	характера в	1	2
265	и тогда	1	2
266	более того	6	2
267	это уже	1	2
268	сюжета и	1	2
269	себя на	1	2
270	сон о	1	2
271	в основе	5	2
272	для достоевского	3	2
273	с другими	3	2
274	это все	1	2
275	и вдруг	1	2
276	к самому	4	2
277	связь с	2	2
278	но если	1	2
279	и без	3	2
280	включает в	1	2
281	а я	2	2
282	во всяком	1	2
283	этого романа	1	1
284	вряд ли	1	1
285	ту же	1	1
286	нем нет	3	1
287	если б	7	1
288	в сфере	1	1
289	как его	1	1
290	с философским	1	1
291	связана с	2	1
292	а между	2	1
293	на другой	1	1
294	иване карамазове	1	1
295	это и	1	1
296	эту жизнь	1	1
297	мы говорим	1	1
298	почти всегда	3	1
