N	3gram	Vygotskiy__6	Narrotol
1	в том что	19	8
2	с одной стороны	1	7
3	по отношению к	10	6
4	в том числе	1	6
5	в отличие от	1	5
6	не может быть	2	5
7	том числе и	1	4
8	в данном случае	1	4
9	с другой стороны	2	4
10	той или иной	1	4
11	можно сказать что	6	4
12	состоит в том	2	3
13	в этом отношении	3	3
14	тем не менее	1	3
15	и тем самым	5	3
16	в свою очередь	1	3
17	что иное как	1	2
18	не может не	1	2
19	мы имеем дело	2	2
20	в том или	1	2
21	подобно тому как	1	2
22	с точки зрения	10	2
23	сами по себе	1	2
24	можно было бы	5	2
25	точно так же	1	2
26	не то что	1	2
27	так же как	6	2
28	не что иное	1	2
29	в первом случае	3	2
30	не только в	1	2
31	переход от одной	1	2
32	в связи с	2	2
33	этой точки зрения	1	2
34	не в состоянии	2	1
35	том что в	1	1
36	и того же	4	1
37	как то что	1	1
38	в качестве своего	1	1
39	и здесь но	1	1
40	в иной ситуации	1	1
41	на самом деле	1	1
42	что один из	1	1
43	в самом деле	1	1
44	принципиальное различие между	1	1
45	в этом смысле	2	1
46	то же самое	6	1
47	в том же	2	1
48	том что оно	3	1
49	же как и	1	1
50	он не может	1	1
51	самом деле не	1	1
52	до сих пор	3	1
53	до известной степени	2	1
54	сам по себе	1	1
55	и все их	1	1
56	в первую очередь	3	1
57	только то что	2	1
58	независимо от того	2	1
59	на фоне которых	1	1
60	как это часто	1	1
61	и то что	2	1
62	по аналогии с	1	1
63	на сегодняшний день	2	1
64	с этой точки	1	1
65	чего он сам	1	1
66	здесь но в	1	1
67	мы не имеем	1	1
68	все равно что	1	1
69	содержит в себе	1	1
70	подтверждает нашу мысль	1	1
71	один из них	1	1
72	в первый раз	1	1
73	и тот же	1	1
74	что именно в	1	1
75	связаны между собой	1	1
76	и как бы	1	1
77	имеем дело с	1	1
78	то что он	2	1
79	а не как	1	1
80	это часто бывает	1	1
81	один и тот	1	1
82	конкретных проблем в	1	1
83	но не может	1	1
84	есть не что	1	1
85	они и не	1	1
86	с не меньшим	1	1
87	включает в себя	1	1
88	не с точки	1	1
89	одного и того	4	1
90	бы он ни	1	1
91	друг от друга	1	1
92	совершенно очевидно что	2	1
93	на всем протяжении	1	1
94	тех или иных	1	1
95	друг с другом	5	1
96	как и в	1	1
97	является как бы	2	1
98	как мы видели	4	1
