N	3gram	Bakhtin_Fr_4	Tvorches
1	в то же	8	13
2	то же время	8	12
3	в том что	1	6
4	о том что	2	5
5	в конечном счете	1	4
6	но в то	1	4
7	дело в том	1	3
8	в соответствии с	1	3
9	с самого начала	3	3
10	на самом деле	1	2
11	в одной из	1	2
12	при этом он	1	2
13	в данном случае	1	2
14	не только в	2	2
15	можно сказать что	1	2
16	и в то	4	2
17	в ту эпоху	2	2
18	да и в	1	1
19	и того же	1	1
20	и в ряде	1	1
21	то же самое	1	1
22	в том же	1	1
23	до сих пор	1	1
24	и в других	2	1
25	говорить о том	1	1
26	в отличие от	1	1
27	на самом же	2	1
28	но все это	1	1
29	за то что	1	1
30	он хочет быть	1	1
31	же время они	1	1
32	некоторые из них	2	1
33	же время боится	1	1
34	он вовсе не	1	1
35	с одной стороны	2	1
36	в конце концов	4	1
37	и как бы	1	1
38	понимая под ним	1	1
39	в связи с	1	1
40	это не значит	1	1
41	мы уже говорили	5	1
42	самом же деле	2	1
43	в этом плане	1	1
44	так и от	1	1
45	и вот в	1	1
46	в свою очередь	1	1
47	еще не существовало	1	1
48	один из самых	1	1
49	с другой стороны	3	1
50	одного и того	1	1
51	то есть о	2	1
52	таким образом и	3	1
53	но это не	1	1
54	же у него	1	1
55	воплощенной в образе	1	1
56	черт знает что	1	1
57	на первый взгляд	1	1
58	к тому же	1	1
