N	2gram	Trubetskoy_1	Formalny
1	и не	8	30
2	и в	26	27
3	может быть	10	25
4	не может	4	24
5	так и	6	21
6	и его	1	19
7	в этом	15	18
8	таким образом	22	18
9	а не	5	17
10	самом деле	1	16
11	точки зрения	13	16
12	то же	4	15
13	в нем	4	15
14	в процессе	2	15
15	и пр	1	15
16	как и	1	14
17	с точки	6	14
18	не в	2	12
19	если бы	3	12
20	в самом	4	11
21	в жизни	1	11
22	и от	4	11
23	не могут	2	10
24	место в	1	10
25	но и	9	10
26	не только	10	9
27	лишь в	5	9
28	так как	9	9
29	так же	5	9
30	с помощью	1	8
31	как бы	12	8
32	при этом	3	8
33	входит в	1	8
34	ни в	1	8
35	только в	4	8
36	как раз	1	8
37	то что	7	8
38	и все	2	8
39	что в	9	8
40	тем же	1	7
41	с тем	18	7
42	не менее	3	7
43	же время	2	7
44	потому что	7	7
45	его в	1	7
46	между тем	2	7
47	в его	5	7
48	в том	11	7
49	там где	1	7
50	все это	6	7
51	совершенно не	1	7
52	в то	4	7
53	еще не	2	6
54	но в	7	6
55	все эти	6	6
56	в своей	1	6
57	и ее	1	6
58	всяком случае	6	6
59	было бы	1	6
60	что он	4	6
61	с другой	8	6
62	вместе с	15	6
63	в данном	1	6
64	все же	6	6
65	и для	5	6
66	бы в	1	6
67	хотя бы	3	6
68	в своих	1	6
69	во всяком	6	6
70	становится в	1	5
71	совсем не	1	5
72	но не	8	5
73	в одной	1	5
74	что именно	2	5
75	так сказать	1	5
76	ни было	2	5
77	того чтобы	5	5
78	в ней	1	5
79	что они	1	5
80	никогда не	5	5
81	связи с	9	5
82	и их	1	5
83	друг друга	1	5
84	тем что	1	5
85	и потому	6	5
86	не является	1	5
87	в результате	3	5
88	другой стороны	1	5
89	можно говорить	1	4
90	не есть	1	4
91	мы не	1	4
92	бы то	2	4
93	как в	1	4
94	и как	3	4
95	является лишь	1	4
96	и те	3	4
97	в корне	1	4
98	то ни	2	4
99	данном случае	1	4
100	в ее	1	4
101	в слове	1	4
102	мы знаем	1	4
