N	2gram	Potebnia_M_2	Problema
1	то есть	30	39
2	то что	20	38
3	вовсе не	9	37
4	и не	19	37
5	и в	24	35
6	не есть	6	33
7	не только	15	24
8	сказать что	2	24
9	том что	8	19
10	что такое	2	18
11	у нас	2	18
12	даже и	2	18
13	о том	5	18
14	может быть	23	18
15	в этом	8	17
16	и вообще	3	16
17	но и	9	16
18	в языке	3	15
19	что мы	11	14
20	только в	11	14
21	не менее	5	13
22	потому что	49	13
23	не может	12	13
24	и что	4	13
25	во всяком	7	13
26	тем не	6	12
27	того что	7	12
28	в том	18	12
29	хотя бы	2	12
30	не будет	1	11
31	никак не	1	11
32	так что	10	11
33	прежде всего	7	11
34	что в	16	11
35	в таком	4	11
36	таком случае	2	10
37	и то	3	10
38	еще не	4	10
39	всяком случае	7	10
40	ничего не	1	10
41	и с	1	10
42	а не	18	10
43	тем более	1	10
44	есть знак	1	10
45	для себя	1	9
46	если мы	3	9
47	только на	1	9
48	что же	1	9
49	для нас	31	9
50	значение и	2	8
51	все же	5	8
52	по себе	15	8
53	есть только	6	8
54	было бы	13	8
55	уже не	4	8
56	при помощи	1	8
57	только о	1	8
58	есть нечто	3	7
59	совсем не	2	7
60	бы и	1	7
61	все эти	2	7
62	мы не	11	7
63	тем самым	4	7
64	не имеет	6	7
65	так и	5	7
66	в его	2	7
67	так как	10	7
68	этом случае	1	7
69	и т	6	6
70	есть не	5	6
71	мы и	1	6
72	с другой	6	6
73	но как	1	6
74	а только	8	6
75	относится к	3	6
76	но в	4	6
77	на то	5	6
78	т д	3	6
79	что все	2	6
80	по крайней	5	6
81	а а	2	6
82	мы можем	12	6
83	не о	1	6
84	крайней мере	5	6
85	когда мы	2	6
86	можно сказать	1	6
87	ни в	1	6
88	а именно	1	6
89	но это	3	6
90	и для	3	6
91	в то	6	6
92	то же	12	5
93	между собой	1	5
94	с этим	7	5
95	в самом	4	5
96	в себе	10	5
97	с другими	5	5
98	этом смысле	2	5
99	как и	7	5
100	и без	1	5
101	есть именно	1	5
102	и более	1	5
103	раз и	1	5
104	для меня	4	5
105	связи с	6	5
106	указывает на	2	5
107	и это	2	5
108	как мы	1	5
109	языка и	3	5
110	и на	8	5
111	тоже есть	1	5
112	с одной	4	5
113	же это	1	5
114	одной стороны	3	5
115	что не	5	5
116	другой стороны	2	5
117	уже давно	1	5
118	так же	2	5
119	в связи	2	5
120	и все	3	5
121	предполагает что	2	4
122	самом деле	2	4
123	на самом	2	4
124	человеческой речи	5	4
125	и есть	2	4
126	что если	6	4
127	и самого	1	4
128	но не	12	4
129	не все	2	4
130	в общем	2	4
131	сама по	2	4
132	и той	2	4
133	и как	6	4
134	более или	8	4
135	что она	3	4
136	всех этих	2	4
137	их в	2	4
138	таким образом	11	4
139	заключается в	1	4
140	и тем	3	4
141	далеко не	3	4
142	между собою	7	4
143	или менее	8	4
144	в этих	3	4
145	или вообще	1	4
146	но если	2	4
147	не будем	1	4
148	самое время	1	4
149	же такое	1	4
150	значение слова	1	4
151	есть прежде	2	4
152	для каждого	1	4
153	до сих	4	4
154	но только	2	4
155	что на	3	4
156	в каком	3	4
157	стороны и	1	4
158	не могут	7	4
159	и вполне	1	4
160	языке и	1	4
161	что при	1	4
162	и о	1	4
163	без всякого	1	4
164	если бы	11	4
165	и здесь	2	4
166	и только	6	4
167	значит что	1	4
168	тех пор	1	4
169	всякого рода	1	4
170	тот же	5	4
171	что он	4	4
172	есть в	2	4
173	не можем	6	4
174	то и	9	4
175	представить себе	1	4
176	нами не	2	4
177	тем что	7	4
178	и следовательно	2	4
179	если не	4	4
180	мы говорим	3	4
181	или по	2	4
182	как бы	9	4
183	слова и	3	4
184	сих пор	4	4
185	все это	2	4
186	а в	8	4
187	до тех	1	4
188	в их	1	3
189	обойтись без	1	3
190	мы уже	1	3
191	вопрос о	2	3
192	но даже	3	3
193	то это	3	3
194	для нашей	1	3
195	значением слова	2	3
196	не отличается	1	3
197	в нашем	2	3
198	а тем	1	3
199	только тогда	3	3
200	что они	5	3
201	в истории	1	3
202	хотя и	3	3
203	могли бы	2	3
204	не было	6	3
205	что слово	2	3
206	только то	1	3
207	в целом	3	3
208	бы не	5	3
209	из этих	4	3
210	и тот	2	3
211	только один	4	3
212	быть только	2	3
213	при этом	13	3
214	перестает быть	2	3
215	и по	2	3
216	то ни	1	3
217	лишь в	1	3
218	его в	3	3
219	о которых	3	3
220	с тем	4	3
221	в слове	13	3
222	в чистом	1	3
223	и того	6	3
224	или точнее	1	3
225	не во	2	3
226	никто не	1	3
227	должны были	1	3
228	но эта	1	3
229	тому что	2	3
230	или что	2	3
231	в таких	1	3
232	с которой	1	3
233	тогда когда	10	3
234	одна из	4	3
235	и притом	3	3
236	только не	1	3
237	слова как	1	3
238	мы бы	2	3
239	не знаем	2	3
240	оно не	3	3
241	ничего общего	1	3
242	с самого	2	3
243	на том	1	3
244	это только	1	3
245	мы в	3	3
246	каждый раз	1	3
247	внимание на	2	3
248	но мы	3	3
249	требует для	1	3
250	нас в	2	3
251	которые мы	3	3
252	и наконец	1	3
253	предмета и	4	3
254	один из	2	3
255	уже в	5	3
256	в нашей	2	3
257	а это	2	3
258	и их	5	3
259	пока не	1	3
260	уже и	1	3
261	указание на	2	3
262	для того	5	3
263	это будет	3	3
264	предмета есть	1	3
265	говорим о	1	3
266	что для	3	3
267	без которых	1	3
268	будет иметь	1	3
269	как именно	2	3
270	ни звук	1	3
271	и если	4	3
272	относятся к	1	3
273	если оно	1	3
274	тому как	4	3
275	от нас	1	3
276	к тому	1	3
277	и от	3	3
278	о котором	2	3
279	то не	3	3
280	бы в	2	3
281	и ни	1	3
282	мы должны	2	3
283	здесь только	1	3
284	только как	6	3
285	я могу	1	3
286	в своих	1	3
287	точно так	9	3
288	все что	3	3
289	чтобы не	1	2
290	сказали что	1	2
291	не имел	1	2
292	мере в	1	2
293	ли мы	2	2
294	нам кажется	4	2
295	нас на	2	2
296	от всяких	1	2
297	той же	3	2
298	от всякой	1	2
299	и само	1	2
300	связаны между	1	2
301	бы что	2	2
302	в ней	3	2
303	но при	1	2
304	столько же	1	2
305	без которой	2	2
306	здесь не	1	2
307	бы то	1	2
308	во всех	7	2
309	впасть в	1	2
310	не то	2	2
311	себе и	1	2
312	друг от	1	2
313	один и	1	2
314	которые не	3	2
315	нашего сознания	1	2
316	в той	1	2
317	независимо от	9	2
318	общего с	2	2
319	перед нами	1	2
320	звука и	10	2
321	и свою	1	2
322	что пока	1	2
323	нами в	1	2
324	имеем в	1	2
325	во многих	3	2
326	человек не	1	2
327	сам предмет	1	2
328	что без	3	2
329	и совсем	1	2
330	время и	2	2
331	он не	1	2
332	языка как	1	2
333	одной и	2	2
334	его от	1	2
335	подобно тому	4	2
336	и независимо	1	2
337	в нее	4	2
338	но все	2	2
339	как они	1	2
340	сознание и	4	2
341	об этом	1	2
342	к другу	1	2
343	входит в	1	2
344	и которые	1	2
345	а скорее	2	2
346	в них	5	2
347	человеческом языке	1	2
348	ничем не	2	2
349	должно быть	2	2
350	оно чем-нибудь	1	2
351	имеет ничего	1	2
352	и при	3	2
353	в такой	1	2
354	прийти к	1	2
355	предмета в	2	2
356	в условиях	1	2
357	мысли и	1	2
358	которые в	1	2
359	не в	13	2
360	возможно только	1	2
361	что многие	2	2
362	для определения	1	2
363	что с	2	2
364	самого начала	2	2
365	на него	3	2
366	сколько и	1	2
367	того чтобы	2	2
368	или как	1	2
369	что звук	1	2
370	как на	3	2
371	однако это	1	2
372	отличается от	1	2
373	себе что	1	2
374	что оно	4	2
375	это содержание	2	2
376	что может	2	2
377	на это	1	2
378	существует только	2	2
379	от друга	1	2
380	на нем	1	2
381	только при	1	2
382	определенным образом	1	2
383	представим себе	1	2
384	мысль о	7	2
385	нет никакой	1	2
386	как знак	1	2
387	и сам	1	2
388	том случае	1	2
389	здесь как	1	2
390	для всякого	1	2
391	во все	2	2
392	по тому	1	2
393	и поэтому	2	2
394	язык и	1	2
395	что каждый	1	2
396	время не	1	2
397	то тем	1	2
398	содержание это	1	2
399	это было	2	2
400	к нему	1	2
401	мы ни	1	2
402	что и	11	2
403	вообще и	2	2
404	если это	2	2
405	может иметь	1	2
406	друг к	1	2
407	как нечто	1	2
408	и действительно	1	2
409	будет для	1	2
410	между этими	1	2
411	или в	2	2
412	же и	1	2
413	для всех	1	2
414	конечно не	1	2
415	с нею	2	2
416	понятий в	1	2
417	ни с	2	2
418	не так	3	2
419	себе в	3	2
420	допустим что	2	2
421	сами по	7	2
422	с этими	1	2
423	только с	1	2
424	само по	2	2
425	каждый из	1	2
426	в состоянии	6	2
427	были бы	1	2
428	имеет и	1	2
429	и прежде	1	2
430	и др	1	2
431	от другого	3	2
432	только по	3	2
433	между значением	1	2
434	отношения в	1	2
435	есть отношение	1	2
436	что из	1	2
437	в одно	8	2
438	имея в	2	2
439	нами как	1	2
440	вместе с	11	2
441	поэтому если	1	2
442	на тот	1	2
443	этим последним	1	2
444	предметы и	1	2
445	заставляет нас	1	2
446	они относятся	1	2
447	отдельно от	1	2
448	в с	1	2
449	при таком	1	2
450	сознания и	1	2
451	в данное	2	2
452	собственно говоря	1	2
453	или не	5	2
454	по поводу	6	2
455	мы произносим	2	2
456	слово в	1	2
457	состоит из	1	2
458	мы считаем	1	2
459	бы его	1	2
460	в заключение	1	2
461	в действительности	2	2
462	символа в	1	2
463	случае если	1	2
464	которых не	1	1
465	могут не	1	1
466	говоря о	3	1
467	слова которые	1	1
468	как говорят	1	1
469	отношения к	2	1
470	одним из	1	1
471	к их	1	1
472	в движение	2	1
473	содержание а	1	1
474	самого их	1	1
475	есть мы	1	1
476	сам по	4	1
477	связи между	1	1
478	но тем	3	1
479	сразу и	1	1
480	самый предмет	2	1
481	тем же	3	1
482	чего не	2	1
483	к другому	4	1
484	отношения между	2	1
485	ту же	1	1
486	и до	1	1
487	случае оно	2	1
488	должна быть	1	1
489	собственном смысле	1	1
490	когда это	2	1
491	с таким	3	1
492	звуке и	1	1
493	для своего	1	1
494	что между	1	1
495	предметы существуют	1	1
496	которую мы	1	1
497	это что	2	1
498	на такие	2	1
499	до такой	1	1
500	время как	4	1
501	звука который	1	1
502	оно есть	1	1
503	приводит в	5	1
504	и другая	1	1
505	самый этот	1	1
506	а теперь	1	1
507	и заставляет	1	1
508	к общему	4	1
509	нужно будет	3	1
510	на них	1	1
511	виде то	1	1
512	ни одно	1	1
513	столь же	5	1
514	что его	3	1
515	с его	2	1
516	только после	2	1
517	сознания а	1	1
518	тем как	2	1
519	без которого	1	1
520	то мы	2	1
521	его так	1	1
522	воду из	1	1
523	в ту	1	1
524	понятно почему	1	1
525	он может	1	1
526	и и	1	1
527	мы будем	1	1
528	это видно	1	1
529	заметим что	1	1
530	именно представляется	1	1
531	смысле мы	1	1
532	что язык	2	1
533	сам собою	1	1
534	менее ясным	1	1
535	отношение к	1	1
536	этого последнего	3	1
537	менее и	1	1
538	можно как	1	1
539	что во	2	1
540	если она	1	1
541	как в	10	1
542	что именно	1	1
543	их ясности	3	1
544	чем мы	1	1
545	дает нам	1	1
546	очень трудно	1	1
547	с их	1	1
548	не это	1	1
549	может обойтись	2	1
550	что нет	2	1
551	от нашего	2	1
552	в мысли	5	1
553	звук в	2	1
554	это определение	2	1
555	вносит в	1	1
556	о самом	1	1
557	будет значить	1	1
558	потом уже	2	1
559	что это	3	1
560	мы получаем	1	1
561	одном случае	1	1
562	одно время	4	1
563	думать что	3	1
564	в известном	1	1
565	можем их	1	1
566	такое значение	1	1
567	речи но	1	1
568	остановиться на	1	1
569	стороны то	1	1
570	которое выражается	2	1
571	предметов и	1	1
