N	2gram	Voloshinov_1	EvropaiE
1	и в	19	37
2	в отношении	4	32
3	в пределах	6	25
4	точки зрения	34	23
5	что в	4	21
6	не только	8	18
7	с точки	20	17
8	в то	3	16
9	то же	7	15
10	хотя бы	5	15
11	отношении к	4	15
12	в своем	2	14
13	но в	7	14
14	же время	3	14
15	в качестве	2	14
16	но и	8	14
17	и не	26	14
18	в этом	16	12
19	в области	3	11
20	в том	6	11
21	так и	11	10
22	отнюдь не	6	9
23	в себе	2	9
24	только в	9	9
25	прежде всего	13	9
26	все более	1	9
27	не может	24	9
28	так же	7	9
29	в смысле	6	9
30	в ее	7	8
31	было бы	4	8
32	в своей	3	8
33	к тому	2	8
34	между тем	3	8
35	с одной	1	8
36	одной стороны	1	8
37	также и	1	7
38	того что	3	7
39	так как	2	7
40	с другой	5	7
41	как и	12	7
42	между прочим	1	7
43	может быть	26	6
44	и на	4	6
45	во всех	7	6
46	стороны и	1	6
47	том что	3	6
48	эти области	2	6
49	того чтобы	5	6
50	вовсе не	5	6
51	для того	4	6
52	и даже	2	6
53	как бы	15	6
54	с этой	2	6
55	то что	8	6
56	же как	2	5
57	которую мы	1	5
58	столь же	1	5
59	но не	1	5
60	не в	5	5
61	в россии	1	5
62	и по	1	5
63	но если	2	5
64	тем самым	1	5
65	как мы	13	5
66	одной из	3	5
67	со стороны	1	5
68	от этого	2	5
69	в частности	2	5
70	и потому	5	5
71	в той	1	5
72	этой точки	1	5
73	то в	2	4
74	мы не	6	4
75	вопрос о	4	4
76	в ней	4	4
77	независимо от	2	4
78	в самом	10	4
79	во многих	1	4
80	то ни	8	4
81	как совокупность	1	4
82	в предыдущем	1	4
83	не имеет	3	4
84	в процессе	14	4
85	иными словами	2	4
86	к ней	1	4
87	техники и	1	4
88	в направлении	7	4
89	той или	1	4
90	бы то	8	4
91	по себе	4	4
92	можно сказать	3	4
93	именно в	5	4
94	ни было	10	4
95	само по	1	4
96	или иной	3	4
97	как это	1	4
98	сказать что	4	4
99	в каком	3	4
100	в применении	1	3
101	идет о	1	3
102	из всех	1	3
103	бы и	2	3
104	в деле	1	3
105	того же	6	3
106	культурной ценности	1	3
107	в общем	1	3
108	как в	4	3
109	и к	3	3
110	или иную	1	3
111	в известном	1	3
112	вообще не	1	3
113	мы можем	2	3
114	не будет	4	3
115	не дает	3	3
116	большинстве случаев	3	3
117	этом смысле	2	3
118	и тем	1	3
119	с тем	1	3
120	мы видели	1	3
121	никогда не	2	3
122	потому что	1	3
123	в пределы	1	3
124	с другом	1	3
125	во все	2	3
126	бы ни	1	3
127	всех случаях	1	3
128	можно было	2	3
129	о том	2	3
130	от них	1	3
131	место в	3	3
132	что и	2	3
133	отметить что	1	3
134	и только	2	3
135	всяком случае	2	3
136	в данной	2	3
137	из них	3	3
138	ту или	1	3
139	тем что	2	3
140	этом отношении	3	3
141	и прежде	2	3
142	в свою	2	3
143	и области	1	3
144	там где	2	3
145	в данном	4	3
146	применении к	1	3
147	друг с	1	3
148	не является	4	3
149	известной степени	1	3
150	и для	11	3
151	и от	3	3
152	в результате	9	3
153	мира и	2	3
154	обстоит дело	1	3
155	жизни в	4	3
156	это так	2	3
157	ее в	1	3
158	в таком	2	3
159	во всяком	5	3
160	областей и	1	3
161	и то	1	2
162	по преимуществу	5	2
163	ведь и	1	2
164	должна быть	2	2
165	и этот	2	2
166	и другая	1	2
167	на них	1	2
168	между собой	2	2
169	он сам	1	2
170	но как	1	2
171	точка зрения	7	2
172	друг от	1	2
173	в истории	3	2
174	его на	1	2
175	с этим	4	2
176	хотя и	1	2
177	целый ряд	3	2
178	и как	3	2
179	что это	1	2
180	в этой	1	2
181	этот процесс	3	2
182	и если	1	2
183	как оно	2	2
184	главным образом	1	2
185	но именно	3	2
186	он не	3	2
187	прочим и	1	2
188	какой бы	1	2
189	проблемы и	1	2
190	таким образом	17	2
191	это значит	1	2
192	и с	2	2
193	с другими	3	2
194	все другие	1	2
195	для них	2	2
196	далеко не	4	2
197	дело идет	4	2
198	в своих	2	2
199	одна и	1	2
200	и того	6	2
201	в процессах	2	2
202	или точнее	1	2
203	в котором	3	2
204	или вернее	1	2
205	и более	2	2
206	в идеологическом	4	2
207	она не	2	2
208	тогда когда	1	2
209	и имеет	1	2
210	на язык	3	2
211	по своей	1	2
212	не могут	3	2
213	могут быть	2	2
214	или поздно	1	2
215	всего в	1	2
216	одну и	1	2
217	имеет место	2	2
218	от друга	1	2
219	свою очередь	2	2
220	на основе	1	2
221	культуры и	2	2
222	и ту	3	2
223	мог бы	2	2
224	если бы	2	2
225	и та	2	2
226	и что	1	2
227	в значительной	1	2
228	и во	2	2
229	к нему	1	2
230	к идеологии	1	2
231	во втором	2	2
232	в его	6	2
233	во всей	1	2
234	также в	1	2
235	мы должны	3	2
236	же к	1	2
237	этот вопрос	5	2
238	в какой	3	2
239	в большинстве	3	2
240	рано или	1	2
241	при помощи	1	2
242	и других	2	2
243	в одном	1	2
244	в других	1	2
245	каких бы	3	2
246	как же	4	2
247	на этот	3	2
248	а не	7	2
249	не означает	1	2
250	что все	2	2
251	что же	4	2
252	поскольку он	1	2
253	для понимания	1	2
254	или хотя	2	2
255	и каждая	1	2
256	или в	2	2
257	и все	5	2
258	бы в	2	2
259	и всецело	1	2
260	и наконец	1	2
261	значения для	2	2
262	мы видим	1	2
263	а в	4	2
264	не есть	3	2
265	между ними	4	2
266	другой стороны	6	2
267	в гораздо	1	2
268	жизни и	2	2
269	и эта	4	2
270	существует только	1	1
271	ту же	2	1
272	вопрос мы	3	1
273	находятся на	1	1
274	ко всем	1	1
275	например в	1	1
276	доступ в	1	1
277	связана с	2	1
278	отметим что	1	1
279	не делает	1	1
280	получает в	1	1
281	и это	3	1
282	многих отношениях	1	1
283	или к	2	1
284	же по	1	1
285	представленная в	1	1
286	может по	1	1
287	от своей	1	1
288	и до	1	1
289	являющаяся в	1	1
290	исходит из	1	1
291	две проблемы	1	1
292	определяется в	1	1
293	той же	2	1
294	из всего	1	1
295	или наоборот	1	1
296	что между	1	1
297	ответить на	1	1
298	почти все	1	1
299	тех иногда	1	1
300	говорить о	1	1
301	социальной группы	1	1
302	в каждой	1	1
303	может дать	1	1
304	оценок и	1	1
305	быть в	2	1
306	с его	1	1
307	то мы	2	1
308	и всего	2	1
309	идеологическим и	1	1
310	значение и	1	1
311	мы же	1	1
312	по отношению	3	1
313	для всякого	1	1
314	постановка проблемы	2	1
315	отличие от	5	1
316	и будет	1	1
317	за пределы	5	1
318	относится к	1	1
319	в одной	2	1
320	в рамках	1	1
321	всех перечисленных	1	1
322	ней в	1	1
323	все остальные	2	1
324	все же	8	1
325	однако не	2	1
326	кроме того	6	1
327	смысле этого	3	1
328	могли бы	1	1
329	его к	2	1
330	более или	1	1
331	психологии и	7	1
332	воспринять как	1	1
333	за свои	1	1
334	та же	1	1
335	как то	1	1
336	чуть ли	1	1
337	в нашем	2	1
338	которые в	1	1
339	в последнее	1	1
340	прав и	1	1
341	с их	1	1
342	один и	3	1
343	нами в	1	1
344	и тот	4	1
345	бы только	1	1
346	и те	7	1
347	все ее	1	1
348	ли для	1	1
349	при этом	8	1
350	не значит	1	1
351	эта последняя	3	1
352	пределах одного	2	1
353	не как	2	1
354	в корне	3	1
355	то как	2	1
356	мы совершенно	1	1
357	ли не	1	1
358	наконец его	1	1
359	но все	3	1
360	значительной степени	1	1
361	от нее	2	1
362	сделать из	1	1
363	бы они	1	1
364	как они	1	1
365	в нем	10	1
366	в совершенно	1	1
367	значение в	1	1
368	различие между	3	1
369	же касается	1	1
370	лишь в	9	1
371	входит в	5	1
372	своей особой	1	1
373	и иных	2	1
374	которая как	1	1
375	человечества но	1	1
376	лишь на	1	1
377	истории и	1	1
378	мы сказали	1	1
379	каком же	1	1
380	рядом с	5	1
381	она и	1	1
382	них то	1	1
383	сущность этого	1	1
384	каждая область	2	1
385	всегда и	1	1
386	здесь можно	1	1
387	к какой-либо	1	1
388	жизни но	2	1
389	значение как	1	1
390	как таковой	1	1
391	и различие	1	1
392	народа и	1	1
393	и всей	1	1
394	или менее	1	1
395	рассматривает как	1	1
396	может лишь	1	1
397	сам и	1	1
398	и процесс	1	1
399	мы говорили	3	1
400	в отличие	5	1
401	далее в	1	1
402	сведена к	1	1
403	этого содержания	1	1
404	мы отметим	1	1
405	среды и	1	1
406	творчества и	1	1
407	друг другу	1	1
408	войти в	3	1
409	для этого	1	1
410	же может	1	1
411	освободиться от	1	1
412	тому что	2	1
413	если и	1	1
414	все эти	7	1
415	не менее	4	1
416	с теми	1	1
417	для каждого	3	1
418	одна из	2	1
419	здесь на	1	1
420	из их	1	1
421	для всего	3	1
422	логики а	1	1
423	в разных	1	1
424	действительности но	3	1
425	в самой	1	1
426	находятся в	1	1
427	к определенному	1	1
428	в русском	1	1
429	такая же	1	1
430	осуществляется в	1	1
431	вместо того	1	1
432	и его	19	1
433	бы по	1	1
434	связи с	11	1
435	в сознании	2	1
436	иную эпоху	1	1
437	следует что	3	1
438	от конкретных	1	1
439	в основе	2	1
440	с изменениями	1	1
441	только наиболее	1	1
442	у нас	2	1
443	настоящего времени	5	1
444	можно поставить	1	1
445	идеологии на	1	1
446	числе и	2	1
447	должны быть	3	1
448	для мышления	1	1
449	отказаться от	1	1
450	тех изменений	1	1
451	оно может	4	1
452	то она	1	1
453	здесь говорить	1	1
454	людей в	1	1
455	имеет значение	2	1
456	язык и	2	1
457	к какой	1	1
458	последнее время	1	1
459	ли с	1	1
460	что само	2	1
461	в рамки	4	1
462	как с	2	1
463	котором мы	1	1
464	те же	5	1
465	одного из	3	1
466	по природе	1	1
467	еще в	1	1
468	имеется в	1	1
469	является в	3	1
470	в осуществлении	1	1
471	и вообще	2	1
472	и сменяют	1	1
473	в определенной	1	1
474	слово на	1	1
475	сводится к	3	1
476	его жизни	1	1
477	затем в	1	1
478	не выходит	1	1
479	в которую	1	1
480	осязать в	1	1
481	homo sapiens	1	1
482	эти два	1	1
