N	3gram	Bakhtin_Pr_2	Komedia
1	к тому же	1	10
2	в том что	4	5
3	о том что	3	4
4	для того чтобы	1	4
5	по отношению к	8	3
6	в том числе	2	3
7	то же время	3	3
8	в то время	1	3
9	в то же	3	3
10	в этом смысле	5	2
11	до сих пор	2	2
12	в отличие от	1	2
13	то время как	1	2
14	то что он	1	2
15	в самом начале	3	2
16	что у него	1	2
17	независимо от того	1	2
18	можно было бы	1	2
19	друг с другом	2	2
20	и к их	1	1
21	в самом деле	3	1
22	более широкое значение	1	1
23	можем составить себе	1	1
24	с точки зрения	9	1
25	некоторые фрагменты но	1	1
26	с самого начала	1	1
27	потому что по	1	1
28	а может быть	2	1
29	в наше время	1	1
30	том числе и	2	1
31	мы можем составить	1	1
32	может быть даже	2	1
33	могла бы быть	1	1
34	так как он	1	1
35	же что и	1	1
36	думать что в	1	1
37	той или иной	3	1
38	в этих словах	1	1
39	все это как	1	1
40	по существу своему	1	1
41	в чем же	2	1
42	по сравнению с	2	1
43	сих пор в	1	1
44	всю свою жизнь	1	1
45	не является чем-то	1	1
46	само по себе	2	1
47	в целом ряде	2	1
48	с другой стороны	1	1
49	мере в какой	1	1
50	до нас дошли	1	1
51	и в том	2	1
52	не может быть	6	1
53	не было бы	1	1
54	более или менее	1	1
55	и не удалось	1	1
56	у него в	1	1
57	что он не	1	1
58	и от других	1	1
59	уже в самом	1	1
60	на протяжении всего	2	1
61	мы можем сказать	2	1
62	и в самом	2	1
63	ведь он не	1	1
64	не только в	1	1
65	испытать свои силы	1	1
66	но все же	2	1
67	благоприятные условия для	1	1
68	друг от друга	2	1
69	тем более что	1	1
70	в большинстве случаев	2	1
71	и некоторые фрагменты	1	1
72	в каждом из	2	1
73	тем не менее	1	1
74	можем сказать что	2	1
75	каждой из спорящих	1	1
76	как мы видели	3	1
77	творчества с традициями	1	1
