N	4gram	Vygotskiy__6	Dialekti
1	не что иное как	1	6
2	в то время как	5	4
3	есть не что иное	1	3
4	с этой точки зрения	1	2
5	сами по себе совершенно	1	1
6	внимание на то что	1	1
7	может и должен быть	1	1
8	так же как и	1	1
9	и в зависимости от	1	1
10	которые сами по себе	1	1
11	одной и той же	3	1
12	не может выйти из	1	1
13	он исходит из того	1	1
14	исходит из того что	1	1
15	что мы не можем	1	1
16	в том смысле что	2	1
17	же как и в	1	1
18	это не значит что	1	1
19	не содержит в себе	1	1
20	в том что в	1	1
21	когда мы говорим что	2	1
22	в связи с этим	1	1
