N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	41
2	таким образом	9	17
3	и с	3	16
4	и его	1	13
5	но и	3	13
6	в этом	16	12
7	как мы	5	12
8	все эти	7	11
9	все это	2	11
10	в самом	13	10
11	не только	17	10
12	так как	9	10
13	и др	1	10
14	прежде всего	9	10
15	то что	4	10
16	и на	1	9
17	кроме того	2	9
18	во время	1	9
19	о том	6	9
20	в сущности	4	8
21	но в	2	8
22	никогда не	1	8
23	как и	5	7
24	том что	11	7
25	в его	11	7
26	вовсе не	5	7
27	в особенности	2	7
28	как бы	5	7
29	что в	13	7
30	также и	5	6
31	например в	1	6
32	в то	3	6
33	один из	4	6
34	мы видим	1	6
35	с помощью	6	6
36	вместе с	2	6
37	сказать что	7	6
38	что он	6	6
39	подчеркнуть что	2	5
40	в ее	4	5
41	в своем	4	5
42	что это	3	5
43	в себе	1	5
44	то же	6	5
45	той же	3	5
46	рядом с	1	5
47	но он	1	5
48	во всем	1	5
49	тем что	5	5
50	так и	6	5
51	и что	7	5
52	а также	4	5
53	же время	1	5
54	до нас	1	5
55	в одном	2	5
56	есть здесь	1	5
57	там где	3	5
58	так же	2	5
59	в той	4	5
60	того же	4	4
61	самом деле	14	4
62	конечно и	1	4
63	в ней	3	4
64	как в	4	4
65	и как	2	4
66	в другом	1	4
67	не в	5	4
68	даже в	1	4
69	в основе	1	4
70	того чтобы	11	4
71	все же	5	4
72	у нас	10	4
73	другом месте	1	4
74	все время	1	4
75	тот же	6	4
76	с одной	4	4
77	именно на	2	4
78	уже в	3	4
79	в результате	3	4
80	в котором	2	4
81	с другой	7	4
82	именно в	3	4
83	одной стороны	4	4
84	более того	1	4
85	и от	1	4
86	о котором	1	4
87	в большей	2	4
88	а в	5	4
89	не может	6	4
90	все что	1	4
91	говорили о	1	3
92	он сам	1	3
93	в чем	5	3
94	мы будем	1	3
95	в одной	1	3
96	с этим	1	3
97	перед нами	1	3
98	в первом	5	3
99	земля и	1	3
100	при этом	6	3
101	с другими	2	3
102	было бы	16	3
103	же тема	1	3
104	и их	1	3
105	к этим	1	3
106	когда они	1	3
107	также что	2	3
108	потому что	12	3
109	только с	1	3
110	те же	7	3
111	никак не	2	3
112	до сих	8	3
113	к нему	1	3
114	во втором	1	3
115	в него	1	3
116	того что	11	3
117	одной из	1	3
118	мы увидим	1	3
119	только в	6	3
120	поэтому и	1	3
121	литературе и	1	3
122	конечно не	2	3
123	в начале	1	3
124	в целях	1	3
125	выходит за	1	3
126	что не	4	3
127	связано с	1	3
128	и самый	2	3
129	в данном	7	3
130	в первой	1	3
131	и не	10	3
132	с этой	3	3
133	сих пор	8	3
134	но это	5	3
135	не мог	1	3
136	и для	1	3
137	пор еще	3	3
138	между ними	1	3
139	первом случае	2	3
140	они не	3	3
141	если б	1	2
142	связана с	1	2
143	и то	1	2
144	тех же	4	2
145	это и	3	2
146	из самых	1	2
147	с точки	16	2
148	должна быть	3	2
149	мы не	3	2
150	не будем	5	2
151	говорить о	6	2
152	из того	2	2
153	но не	3	2
154	то он	3	2
155	за пределы	2	2
156	что они	2	2
157	точки зрения	23	2
158	что именно	3	2
159	дает нам	2	2
160	хотя и	5	2
161	он в	2	2
162	в главе	1	2
163	раз в	1	2
164	и тот	2	2
165	и те	1	2
166	помощью которых	1	2
167	как он	2	2
168	так сказать	2	2
169	он не	3	2
170	всех этих	1	2
171	в корне	2	2
172	на этом	2	2
173	будем говорить	1	2
174	находит себе	1	2
175	как они	2	2
176	что все	2	2
177	значение в	2	2
178	лишь в	8	2
179	заключается в	4	2
180	он является	1	2
181	мы видели	3	2
182	одного и	2	2
183	был бы	3	2
184	из этих	5	2
185	но если	3	2
186	в своей	4	2
187	представление о	1	2
188	они уже	1	2
189	мы находим	3	2
190	для этого	6	2
191	в таких	2	2
192	как о	3	2
193	тогда когда	4	2
194	для всего	1	2
195	связи с	6	2
196	это уже	3	2
197	превращается в	1	2
198	не могут	5	2
199	в области	14	2
200	данном случае	4	2
201	характер и	1	2
202	в дальнейшем	2	2
203	литературы и	1	2
204	конечно в	1	2
205	что дело	2	2
206	возможно что	1	2
207	но здесь	1	2
208	внимание на	2	2
209	доходит до	2	2
210	между тем	4	2
211	говорит он	1	2
212	тем более	5	2
213	а именно	3	2
214	но с	1	2
215	они могут	1	2
216	понятно что	1	2
217	да еще	1	2
218	что если	2	2
219	нужно еще	1	2
220	характерно что	1	2
221	никто не	1	2
222	и прежде	1	2
223	каждый из	1	2
224	может быть	14	2
225	как раз	4	2
226	а на	1	2
227	если мы	7	2
228	которых мы	1	2
229	а не	11	2
230	на весь	1	2
231	или с	1	2
232	в частности	2	2
233	начиная с	1	2
234	и потому	1	2
235	как это	7	2
236	также как	1	2
237	громадное количество	1	2
238	что мы	2	2
239	и часто	1	2
240	лицо и	1	2
241	для нас	4	2
242	от него	1	2
243	в эту	1	2
244	в этих	2	2
245	еще более	2	2
246	в том	22	2
247	все они	2	2
248	в народной	1	2
249	другой стороны	3	2
250	состоит из	1	2
251	что даже	1	2
252	в кругу	2	2
253	есть и	1	2
254	отметить что	3	2
255	здесь же	1	2
256	и другие	1	2
257	ту же	1	1
258	в сфере	1	1
259	по адресу	2	1
260	и через	2	1
261	через которые	2	1
262	наших дней	1	1
263	сам по	3	1
264	роль играет	1	1
265	на самом	3	1
266	эта речь	1	1
267	оказываются в	1	1
268	то в	3	1
269	особо нужно	1	1
270	тем же	2	1
271	между двумя	1	1
272	был и	1	1
273	с таким	1	1
274	в зависимости	7	1
275	в их	6	1
276	и литературы	1	1
277	в несколько	1	1
278	чтобы не	2	1
279	нам в	1	1
280	память о	1	1
281	века мы	1	1
282	почти все	1	1
283	так чтобы	1	1
284	почти исключительно	1	1
285	то это	3	1
286	зависимости от	8	1
287	откуда же	1	1
288	и говорить	2	1
289	события здесь	1	1
290	еще не	9	1
291	между собой	1	1
292	мысли и	2	1
293	это действительно	1	1
294	время в	3	1
295	в различных	2	1
296	тем как	1	1
297	бы не	3	1
298	все внимание	1	1
299	значение и	1	1
300	к слову	1	1
301	по отношению	3	1
302	менее всего	1	1
303	отношение к	3	1
304	им для	1	1
305	не просто	2	1
306	нет и	1	1
307	значение имеет	1	1
308	этих словах	1	1
309	один и	2	1
310	стал бы	1	1
311	мы снова	1	1
312	и я	2	1
313	литературной речи	3	1
314	чем же	2	1
315	и выражения	1	1
316	и литературной	1	1
317	не самый	1	1
318	словом в	1	1
319	и к	3	1
320	более или	2	1
321	книгу о	1	1
322	со своей	1	1
323	в которой	1	1
324	точку зрения	2	1
325	в целом	4	1
326	в нашем	7	1
327	думать что	1	1
328	им в	1	1
329	продолжают еще	1	1
330	из общей	1	1
331	если он	1	1
332	не могла	1	1
333	вспомним также	1	1
334	этот процесс	1	1
335	и если	2	1
336	связанные с	1	1
337	получает здесь	1	1
338	два три	1	1
339	что сказать	1	1
340	не как	2	1
341	и вот	3	1
342	дает и	1	1
343	не исчерпывает	2	1
344	очевидным что	1	1
345	но все	2	1
346	это конечно	2	1
347	форме а	1	1
348	в каждом	1	1
349	с самыми	1	1
350	же касается	1	1
351	зрения на	3	1
352	его в	2	1
353	на протяжении	2	1
354	он есть	1	1
355	отца и	1	1
356	падает на	1	1
357	есть также	2	1
358	и тем	6	1
359	он все	1	1
360	ведь в	1	1
361	в беседе	1	1
362	основания для	1	1
363	вводит в	1	1
364	далеко не	5	1
365	с тем	6	1
366	несмотря на	1	1
367	рода и	1	1
368	строгом смысле	1	1
369	чем в	2	1
370	и было	1	1
371	обратимся к	1	1
372	это очевидно	1	1
373	и того	2	1
374	таких выражений	1	1
375	или менее	2	1
376	на помощь	1	1
377	таким же	1	1
378	хроники и	1	1
379	в следующем	1	1
380	одним и	2	1
381	не столько	4	1
382	содержания а	1	1
383	знакомство с	1	1
384	большей степени	2	1
385	использован в	1	1
386	он дает	1	1
387	в которых	3	1
388	могло бы	3	1
389	своего рода	2	1
390	от его	1	1
391	всякий раз	1	1
392	признать что	1	1
393	одном из	1	1
394	мир и	1	1
395	не понимает	3	1
396	или что	1	1
397	того кто	1	1
398	для нее	1	1
399	по себе	6	1
400	же мы	4	1
401	вернемся к	2	1
402	в отношении	3	1
403	перед собою	3	1
404	не менее	12	1
405	что с	1	1
406	в смысле	1	1
407	правда в	1	1
408	того как	7	1
409	на него	3	1
410	жизни из	1	1
411	и именно	3	1
412	без конца	1	1
413	о них	4	1
414	но только	1	1
415	значение этого	1	1
416	вообще можно	1	1
417	не имеет	3	1
418	понять что	1	1
419	так далеко	1	1
420	в формы	1	1
421	так много	1	1
422	казалось бы	1	1
423	всем тем	1	1
424	ничего не	6	1
425	можно видеть	2	1
426	основной своей	1	1
427	ровно ничего	1	1
428	есть такой	1	1
429	и нужно	2	1
430	нам важно	1	1
431	нужно отметить	1	1
432	как будто	1	1
433	за ними	1	1
434	если только	1	1
435	тему в	1	1
436	об особой	2	1
437	от их	1	1
438	очевидно из	1	1
439	ни о	1	1
440	искусства и	1	1
441	в основу	1	1
442	могут быть	6	1
443	из весьма	1	1
444	той или	5	1
445	таком например	1	1
446	свое значение	1	1
447	функцию в	1	1
448	на это	1	1
449	если же	2	1
450	значение это	1	1
451	приходит к	1	1
452	большем или	1	1
453	и о	4	1
454	случае от	1	1
455	же так	1	1
456	а язык	1	1
457	здесь не	2	1
458	всего этого	3	1
459	здесь также	1	1
460	формы и	3	1
461	совершенно ясно	2	1
462	нет никакой	1	1
463	только то	3	1
464	действия и	1	1
465	то время	1	1
466	в пределах	2	1
467	мы вспомним	1	1
468	дано в	2	1
469	образа как	1	1
470	противоположность этому	1	1
471	можно было	11	1
472	ясно что	4	1
473	и прочих	1	1
474	мог бы	2	1
475	и каждый	1	1
476	к простому	1	1
477	часто в	1	1
478	без сомнения	1	1
479	остановимся на	1	1
480	нас и	1	1
481	связанное с	1	1
482	о нем	1	1
483	по значению	1	1
484	каждый раз	1	1
485	и здесь	2	1
486	тех кто	1	1
487	язык и	2	1
488	одного из	1	1
489	после того	6	1
490	можно сказать	2	1
491	и кровь	1	1
492	языке как	1	1
493	нас в	3	1
494	за этим	1	1
495	от них	1	1
496	и хорошо	1	1
497	в языке	7	1
498	что и	6	1
499	никаких сомнений	1	1
500	внешним образом	1	1
501	это не	3	1
502	есть с	1	1
503	чем и	1	1
504	того в	1	1
505	вслед за	1	1
506	деле в	1	1
507	в лучшем	1	1
508	эти последние	2	1
509	как тема	1	1
510	указывает что	2	1
511	что здесь	1	1
512	известный пример	1	1
513	мог понять	1	1
514	из всех	1	1
515	оказалось что	1	1
516	с ними	1	1
517	этот вопрос	3	1
518	словом и	1	1
519	и так	1	1
520	один не	1	1
521	которых он	1	1
522	по этому	1	1
523	но особо	1	1
524	уже не	8	1
525	свидетельствует о	1	1
526	является не	1	1
527	но самое	1	1
528	этому вопросу	1	1
529	а то	2	1
530	не дает	2	1
531	или даже	1	1
532	и обратно	1	1
533	для него	1	1
534	с различными	1	1
535	ни в	3	1
536	говорить об	1	1
537	котором все	1	1
538	такое объяснение	1	1
539	главе о	1	1
540	является именно	1	1
541	и продолжает	1	1
542	играет в	1	1
543	они будут	1	1
544	образом не	2	1
545	и строго	1	1
546	для того	12	1
547	уже совершенно	2	1
548	а потому	2	1
549	складывается и	1	1
550	со всем	1	1
551	или иной	7	1
552	себе представить	2	1
553	материал в	1	1
554	однако что	4	1
555	город и	1	1
556	внутри этой	1	1
557	по своим	1	1
558	во-вторых мы	1	1
559	именно здесь	1	1
560	еще и	2	1
561	такое же	1	1
562	а с	3	1
563	на ней	1	1
