N	2gram	Tiupa_Anal_2	Myslijsy
1	то есть	9	34
2	потому что	1	33
3	то что	7	29
4	может быть	6	26
5	таким образом	2	24
6	в этом	18	23
7	в том	12	23
8	и в	16	23
9	и не	12	18
10	что в	2	17
11	при этом	10	15
12	только в	4	15
13	то же	4	14
14	в себе	7	14
15	как и	14	14
16	того что	2	14
17	так как	1	14
18	для нас	1	14
19	если бы	3	13
20	а не	10	12
21	том что	12	12
22	что я	1	11
23	не в	4	11
24	по себе	2	11
25	но и	12	11
26	не может	4	11
27	по отношению	4	10
28	не только	16	10
29	тем что	3	10
30	и потому	1	10
31	между тем	2	9
32	не есть	2	9
33	в своем	4	8
34	но в	6	8
35	было бы	3	8
36	стало быть	2	8
37	тогда когда	1	8
38	о том	7	8
39	сказать что	2	8
40	отношению к	4	8
41	и т	1	7
42	очевидно что	1	7
43	как в	4	7
44	на то	2	7
45	в нем	1	7
46	в силу	1	7
47	это не	1	7
48	и что	1	7
49	что и	3	7
50	вовсе не	2	7
51	могут быть	10	7
52	этого слова	3	7
53	независимо от	1	6
54	и к	5	6
55	в которой	1	6
56	так и	15	6
57	в ряду	1	6
58	такой степени	1	6
59	вместе с	2	6
60	и то	3	5
61	до такой	1	5
62	говорить о	6	5
63	один и	1	5
64	хотя и	4	5
65	бы и	1	5
66	как бы	10	5
67	так сказать	1	5
68	по крайней	3	5
69	не менее	4	5
70	с ним	2	5
71	не имеет	2	5
72	внимание на	2	5
73	к нему	1	5
74	крайней мере	3	5
75	так что	3	5
76	есть в	3	5
77	уже в	1	5
78	в его	2	5
79	для него	4	5
80	что же	1	5
81	слова и	1	5
82	этом случае	4	5
83	все это	4	5
84	тем более	1	5
85	а в	3	5
86	таким же	1	5
87	а между	1	4
88	есть не	1	4
89	и о	1	4
90	всех остальных	1	4
91	для человека	1	4
92	что все	2	4
93	его в	2	4
94	и тем	4	4
95	мы имеем	3	4
96	точки зрения	4	4
97	в котором	2	4
98	тем не	3	4
99	и более	1	4
100	в то	2	4
101	на котором	2	4
102	это слово	1	4
103	со своим	3	4
104	в сознании	4	4
105	же самое	1	4
106	если же	1	4
107	на вопрос	1	4
108	можно сказать	4	4
109	хотя бы	1	4
110	то и	1	4
