N	2gram	Voloshinov_1	Marksizm
1	может быть	14	28
2	и пр	3	25
3	и в	12	19
4	как бы	13	19
5	и не	10	19
6	в процессе	6	18
7	не может	16	18
8	точки зрения	14	17
9	то же	5	16
10	и его	13	16
11	как мы	1	15
12	в этом	4	15
13	таким образом	12	14
14	не только	4	13
15	с точки	2	13
16	связи с	1	13
17	высказывание как	2	12
18	в нем	6	11
19	высказывания и	2	11
20	если бы	9	11
21	вовсе не	1	11
22	не в	4	10
23	речи в	2	10
24	так и	4	10
25	и т.п	1	10
26	но и	3	10
27	в пределах	3	10
28	том что	5	10
29	самом деле	3	9
30	при этом	6	9
31	как и	5	9
32	для него	3	9
33	в основе	1	9
34	а не	5	9
35	с его	2	8
36	по отношению	11	8
37	в то	2	8
38	же время	1	8
39	только в	6	8
40	отнюдь не	5	8
41	не является	1	8
42	отношению к	11	8
43	на самом	4	7
44	внутренней речи	3	7
45	его в	4	7
46	высказывания как	4	7
47	и более	3	7
48	высказывания в	1	7
49	никогда не	5	7
50	в том	6	7
51	прежде всего	8	7
52	и для	3	7
53	но в	5	7
54	в таком	1	7
55	мы уже	1	6
56	и значение	2	6
57	социальной группы	3	6
58	во всех	1	6
59	в самом	4	6
60	если мы	1	6
61	слова и	6	6
62	ни в	3	6
63	в смысле	1	6
64	того чтобы	1	6
65	к тому	1	6
66	же самое	2	6
67	и следовательно	5	6
68	быть и	3	6
69	между тем	3	6
70	мы можем	2	6
71	более того	2	6
72	с помощью	6	6
73	и все	2	6
74	хотя бы	5	6
75	ни было	4	6
76	в свою	1	6
77	и на	4	5
78	все же	4	5
79	выражение в	2	5
80	то ни	3	5
81	в данном	2	5
82	самого начала	1	5
83	свою очередь	1	5
84	с самого	1	5
85	и здесь	2	5
86	к нему	4	5
87	в его	2	5
88	мы ни	5	5
89	в форме	2	5
90	в большинстве	1	5
91	отношении к	3	5
92	и того	1	5
93	тем более	1	5
94	к этому	2	5
95	так же	3	5
96	тем же	1	4
97	должна быть	5	4
98	в жизненной	1	4
99	и ее	3	4
100	к целому	1	4
101	бы то	3	4
102	как если	4	4
103	вполне понятно	1	4
104	конечно не	3	4
105	только на	3	4
106	в себе	3	4
107	это не	2	4
108	было бы	1	4
109	и тем	1	4
110	в слове	1	4
111	мы видели	1	4
112	в отношении	2	4
113	ничего не	2	4
114	данной социальной	1	4
115	из одного	1	4
116	по мере	1	4
117	того что	3	4
118	в формах	2	4
119	в душе	2	4
120	и их	1	4
121	речь и	1	4
122	влияние на	2	4
123	связь с	2	4
124	в основном	2	4
125	к пониманию	1	4
126	то что	5	4
127	сказать что	7	4
128	и то	2	3
129	в котором	3	3
130	исходит из	1	3
131	не имеют	1	3
132	высшей степени	1	3
133	на материале	2	3
134	общения в	1	3
135	в ней	6	3
136	еще не	3	3
137	столь же	1	3
138	в ее	1	3
139	для других	2	3
140	менее всего	1	3
141	за пределы	4	3
142	относится к	2	3
143	в истории	1	3
144	перед нами	1	3
145	является выражением	1	3
146	все эти	3	3
147	слово в	3	3
148	он не	2	3
149	не к	3	3
150	не как	1	3
151	в корне	2	3
152	какой бы	1	3
153	одно и	2	3
154	здесь мы	1	3
155	в другом	1	3
156	конечно в	2	3
157	с другими	2	3
158	форму и	2	3
159	по себе	3	3
160	в этих	2	3
161	в своей	3	3
162	формы как	1	3
163	для всего	1	3
164	они являются	1	3
165	в каком	3	3
166	у нас	1	3
167	языка в	1	3
168	интонации и	1	3
169	могут быть	2	3
170	не есть	2	3
171	и это	1	3
172	значения и	2	3
173	на основе	1	3
174	о том	3	3
175	нашей работы	1	3
176	высказывание является	1	3
177	что и	2	3
178	жизненной речи	3	3
179	слов и	1	3
180	социальной среды	2	3
181	в двух	1	3
182	в какой	2	3
183	с одной	2	3
184	в качестве	1	3
185	социального общения	4	3
186	его и	1	3
187	так как	9	3
188	же деле	1	3
189	в высшей	1	3
190	до сих	3	3
191	с другой	4	3
192	речи а	1	3
193	не было	1	3
194	одной стороны	2	3
195	оценки и	2	3
196	подхода к	1	3
197	да и	3	3
198	должно быть	1	3
199	самом же	1	3
200	сих пор	3	3
201	не существует	1	3
202	что оно	1	3
203	во всяком	1	3
204	и оценкой	1	2
205	высказывания так	2	2
206	в зависимости	2	2
207	интонация не	1	2
208	почти исключительно	2	2
209	этой реальной	1	2
210	зависимости от	4	2
211	мы здесь	1	2
212	и он	1	2
213	быть понято	1	2
214	то мы	1	2
215	значение и	1	2
216	оно является	1	2
217	что они	1	2
218	в одной	1	2
219	независимо от	2	2
220	опирается на	1	2
221	стороны и	2	2
222	в своем	2	2
223	более и	1	2
224	в противном	1	2
225	вступает в	1	2
226	его к	2	2
227	более или	1	2
228	что это	1	2
229	в нашем	11	2
230	бы не	2	2
231	слушателя и	2	2
232	тому же	2	2
233	значение высказывания	1	2
234	соприкасается с	2	2
235	социальных оценок	3	2
236	из него	2	2
237	говорящего со	1	2
238	значительной степени	1	2
239	выражение и	2	2
240	и с	3	2
241	оно становится	1	2
242	на все	2	2
243	то есть	1	2
244	этих форм	1	2
245	на протяжении	1	2
246	может стать	2	2
247	делает его	2	2
248	в жизни	5	2
249	рядом с	1	2
250	далеко не	1	2
251	разобранные нами	1	2
252	можем сказать	2	2
253	этому пределу	1	2
254	и потому	2	2
255	двух направлениях	3	2
256	мы не	3	2
257	и тогда	1	2
258	восприятия и	1	2
259	высказывания его	1	2
260	или менее	1	2
261	нас не	1	2
262	является для	2	2
263	место в	2	2
264	является в	1	2
265	является только	1	2
266	точку зрения	2	2
267	по крайней	1	2
268	и почти	1	2
269	в атмосфере	2	2
270	находится не	1	2
271	идеологического творчества	2	2
272	как о	1	2
273	в коем	1	2
274	слова как	1	2
275	и является	4	2
276	внутренней и	1	2
277	разрыв между	2	2
278	должны быть	1	2
279	его значение	1	2
280	одним и	1	2
281	если же	2	2
282	что современная	1	2
283	и о	1	2
284	оставаясь в	1	2
285	формы и	3	2
286	являются лишь	1	2
287	все то	1	2
288	в материале	2	2
289	сводится к	1	2
290	и являются	1	2
291	в значительной	1	2
292	той социальной	2	2
293	говорящих в	1	2
294	в индивидуальной	1	2
295	крайней мере	1	2
296	всяком случае	1	2
297	все время	6	2
298	или может	1	2
299	но не	2	2
300	мы увидим	1	2
301	коем случае	1	2
302	эти моменты	2	2
303	это же	1	2
304	себя в	1	2
305	уже в	2	2
306	в виде	1	2
307	особенно важна	1	2
308	но для	3	2
309	не так	2	2
310	ведь это	1	2
311	допустим что	2	2
312	друг друга	1	2
313	но что	2	2
314	у него	1	2
315	общения и	2	2
316	на границе	3	2
317	между говорящими	1	2
318	даже и	1	2
319	бы это	1	2
320	в особенности	2	2
321	мы это	1	2
322	именно в	1	2
323	мы никогда	2	2
324	и прежде	1	2
325	а с	1	2
326	что не	4	2
327	противном случае	1	2
328	во внутренней	1	2
329	они не	1	2
330	до конца	2	2
331	не на	1	2
332	так называемой	3	2
333	о чем	1	2
334	и высказывание	1	2
335	оно ни	1	2
336	все более	1	2
337	вместе с	2	2
338	ко всем	2	2
339	социальная ситуация	1	2
340	к его	2	2
341	там где	2	2
342	различные степени	1	2
343	т.е к	1	2
344	имеет дело	1	2
345	такое понимание	1	2
346	от него	1	2
347	и внешней	1	2
348	еще более	1	2
349	между ними	2	2
350	не знает	1	2
351	слагается из	2	2
352	или иного	1	2
353	выходят за	2	2
354	жизни и	4	2
355	что в	2	2
356	все основные	1	2
357	и эта	1	2
358	как на	2	2
359	например в	1	1
360	интонации интонация	1	1
361	сам по	1	1
362	и грамматических	1	1
363	словами и	2	1
364	но тем	2	1
365	элемент ее	1	1
366	нам кажется	1	1
367	то в	1	1
368	контекстом в	2	1
369	контекста в	2	1
370	проникает в	1	1
371	случае оно	1	1
372	случае нельзя	1	1
373	определяется в	1	1
374	обойтись без	1	1
375	яркое и	1	1
376	этом направлении	1	1
377	восприятия этот	1	1
378	сознания говорящего	1	1
379	что уже	1	1
380	является уже	1	1
381	ни единого	1	1
382	материале слова	2	1
383	и стиль	1	1
384	совпадает с	2	1
385	активное отношение	1	1
