N	3gram	Trubetskoy_1	SlovoVZh
1	по отношению к	1	11
2	не может быть	1	7
3	можно сказать что	2	5
4	в том что	3	4
5	тем не менее	3	3
6	бы то ни	2	3
7	может быть и	2	3
8	этой точки зрения	2	3
9	до сих пор	5	3
10	то ни было	2	3
11	имеем в виду	1	2
12	с другой стороны	1	2
13	то же самое	2	2
14	с точки зрения	6	2
15	но тем не	1	2
16	до известной степени	1	2
17	в данном случае	1	2
18	в настоящее время	1	2
19	с одной стороны	7	2
20	жизни он должен	1	1
21	между формой и	1	1
22	в так называемой	1	1
23	но все же	4	1
24	один и тот	1	1
25	а между тем	1	1
26	и в этом	2	1
27	все более и	1	1
28	в этом направлении	1	1
29	более или менее	5	1
30	друг к другу	1	1
31	во всяком случае	6	1
32	если бы удалось	1	1
33	в самом деле	1	1
34	формой и содержанием	1	1
35	и таким образом	3	1
36	в то время	1	1
37	здесь таким образом	1	1
38	сих пор не	1	1
39	сами по себе	1	1
40	но для этого	1	1
41	как на нечто	1	1
42	особенно важное значение	1	1
43	и что она	1	1
44	в свою очередь	1	1
45	о том что	4	1
46	но все это	2	1
47	только то что	1	1
48	ничего общего с	2	1
49	в этом отношении	2	1
50	поскольку они являются	1	1
51	с самого начала	2	1
52	совершенно ясно что	1	1
53	более и более	1	1
54	то же время	2	1
55	мы имеем в	1	1
56	по крайней мере	5	1
57	в то же	2	1
58	случае мы имеем	1	1
59	у нас остается	1	1
60	на одну доску	1	1
61	к нему в	1	1
62	том что все	1	1
63	так же как	3	1
64	не совпадает с	1	1
65	к тому же	4	1
66	но в то	1	1
67	и тот же	1	1
