N	2gram	Bakhtin_Pr_4	Istorich
1	и в	46	28
2	может быть	23	25
3	а не	11	15
4	не может	19	15
5	никогда не	6	14
6	мы имеем	3	13
7	для нас	2	13
8	то же	6	12
9	не только	14	12
10	что в	4	12
11	мы видим	1	11
12	только в	6	11
13	мы не	4	10
14	все же	4	10
15	и что	3	10
16	что он	6	10
17	мы увидим	6	10
18	но и	12	10
19	прежде всего	9	10
20	не в	10	9
21	так и	4	9
22	о том	5	9
23	то что	4	9
24	в том	9	9
25	и не	27	9
26	в этом	16	8
27	но в	6	8
28	что это	1	8
29	таким образом	4	8
30	не всегда	1	8
31	если бы	3	8
32	в ней	1	7
33	здесь мы	1	7
34	это не	5	7
35	еще не	7	7
36	и здесь	4	7
37	этот вопрос	2	7
38	и др	1	7
39	что мы	2	7
40	так же	3	7
41	том что	4	7
42	было бы	3	7
43	в этих	4	7
44	а в	2	7
45	в этой	3	6
46	его в	1	6
47	для изучения	1	6
48	не менее	2	6
49	к тому	2	6
50	что и	3	6
51	так как	5	6
52	с другой	3	6
53	вместе с	2	6
54	когда он	2	6
55	например в	4	5
56	должна быть	2	5
57	вопрос о	2	5
58	мы будем	2	5
59	в своем	3	5
60	более или	3	5
61	увидим что	2	5
62	что она	1	5
63	в силу	1	5
64	по существу	3	5
65	их в	3	5
66	или менее	3	5
67	не будем	1	5
68	дело не	1	5
69	можно было	2	5
70	в его	9	5
71	но не	4	5
72	в одном	11	5
73	до сих	8	5
74	к которому	1	5
75	на более	1	5
76	сих пор	8	5
77	или в	8	5
78	не должен	1	5
79	ты не	1	5
80	не знает	4	5
81	сказать что	2	5
82	другой стороны	3	5
83	героя в	3	5
84	и даже	3	4
85	и для	3	4
86	и на	11	4
87	между собой	1	4
88	то мы	1	4
89	как правило	1	4
90	одним словом	1	4
91	с этим	2	4
92	все эти	4	4
93	на то	3	4
94	но все	2	4
95	об этом	2	4
96	и с	7	4
97	как и	12	4
98	даже в	1	4
99	на него	3	4
100	связи с	1	4
101	должны быть	1	4
102	здесь не	4	4
103	в пределах	10	4
104	так в	2	4
105	с одной	1	4
106	потому что	4	4
107	так что	2	4
108	в большинстве	9	4
109	большинстве случаев	8	4
110	мы знаем	1	4
111	к ним	4	4
112	а именно	1	4
113	и пр	2	4
114	превращается в	4	4
115	один из	1	4
116	одной стороны	1	4
117	могут быть	2	4
118	там где	2	4
119	друг с	5	4
120	как будто	1	4
121	все это	6	4
122	в связи	1	4
123	хотя бы	2	4
124	но это	6	4
125	обстоит дело	1	4
126	и другие	3	4
127	они не	2	4
128	также и	3	3
129	чтобы не	1	3
130	мы здесь	2	3
131	то это	3	3
132	и он	6	3
133	там и	2	3
134	по отношению	5	3
135	перед нами	12	3
136	могли бы	1	3
137	точку зрения	1	3
138	при этом	5	3
139	не как	3	3
140	и по	2	3
141	на этом	3	3
142	это конечно	1	3
143	же не	1	3
144	в другом	2	3
145	не с	1	3
146	и тогда	1	3
147	во время	1	3
148	почти не	2	3
149	в котором	5	3
150	в их	4	3
151	по себе	7	3
152	раз и	4	3
