N	3gram	Vygotskiy__7	Analitik
1	в том что	13	7
2	по отношению к	5	7
3	с другой стороны	1	5
4	о том что	4	5
5	мы имеем дело	1	4
6	в свою очередь	2	4
7	как и в	3	4
8	в данном случае	5	3
9	не только не	9	3
10	той или иной	1	3
11	в то же	1	3
12	в этом отношении	3	3
13	подобно тому как	1	2
14	том что он	2	2
15	с точки зрения	21	2
16	одной и той	2	2
17	в отличие от	2	2
18	едва ли не	2	2
19	который в свою	1	2
20	с одной стороны	5	2
21	сама по себе	1	2
22	тем не менее	3	2
23	не только к	1	2
24	во всяком случае	1	2
25	что несмотря на	1	2
26	в конечном счете	2	2
27	можно сказать что	3	2
28	и той же	2	2
29	должны были бы	1	1
30	дело здесь не	1	1
31	по своей природе	4	1
32	что иное как	1	1
33	это остается вне	1	1
34	к этому же	1	1
35	как бы не	1	1
36	в ее внутренней	1	1
37	на самом деле	2	1
38	в самом деле	4	1
39	в этом смысле	1	1
40	в этом случае	14	1
41	до сих пор	3	1
42	с тем же	1	1
43	в зависимости от	1	1
44	что он не	1	1
45	мы не станем	1	1
46	таким образом в	2	1
47	в противоположном случае	1	1
48	может и не	1	1
49	мог бы дать	1	1
50	в сущности говоря	2	1
51	такое что и	1	1
52	именно в этом	2	1
53	не было никакой	1	1
54	все это остается	1	1
55	как раз в	2	1
56	сам по себе	1	1
57	в самом начале	3	1
58	не только в	1	1
59	смыкаются в единую	1	1
60	оно есть само	1	1
61	тот факт что	1	1
62	и является в	2	1
63	так и в	1	1
64	в известном смысле	2	1
65	во втором случае	3	1
66	не могут быть	1	1
67	который мог бы	1	1
68	таким же образом	1	1
69	внутренней и внешней	1	1
70	все что мы	3	1
71	наличие или отсутствие	1	1
72	собой один из	1	1
73	для того чтобы	18	1
74	в первой и	1	1
75	от них самих	1	1
76	по ту сторону	1	1
77	есть не что	1	1
78	не может быть	4	1
79	состоит как раз	1	1
80	в первом случае	3	1
81	само по себе	1	1
82	что по своему	1	1
83	представляет собой один	1	1
84	по сути дела	1	1
85	мы обратимся к	1	1
86	до тех пор	1	1
87	его мысли и	1	1
88	друг от друга	2	1
89	заключается в том	4	1
90	в большинстве случаев	2	1
91	не что иное	1	1
92	здесь как и	1	1
93	что и в	1	1
