N	2gram	Vygotskiy__3	Hudozhes
1	том что	20	16
2	и в	25	14
3	так и	5	13
4	не только	6	12
5	при этом	5	12
6	о том	5	12
7	в том	23	12
8	а не	1	12
9	в себе	2	11
10	в этом	14	11
11	прежде всего	4	11
12	в своей	2	10
13	для него	5	10
14	то же	2	9
15	как и	15	9
16	что он	6	9
17	в качестве	12	9
18	у него	1	9
19	по отношению	3	8
20	в этой	5	8
21	как в	9	8
22	то что	15	8
23	в его	15	8
24	между тем	3	8
25	отношению к	2	8
26	в то	4	8
27	еще не	4	7
28	не в	6	7
29	к тому	4	7
30	быть может	1	7
31	уже не	2	7
32	не случайно	1	7
33	именно в	5	7
34	не может	6	7
35	как бы	10	7
36	а в	4	7
37	было бы	10	6
38	никогда не	4	6
39	что в	17	6
40	с его	2	5
41	перед нами	10	5
42	но в	1	5
43	об этом	2	5
44	ни в	9	5
45	точки зрения	6	5
46	не менее	6	5
47	и его	2	5
48	потому что	6	5
49	и он	1	5
50	можно было	6	5
51	только в	10	5
52	по мнению	1	5
53	друг друга	4	5
54	может быть	13	5
55	но и	4	5
56	в частности	4	5
57	к жизни	2	5
58	в этих	2	5
59	к другому	2	4
60	мы уже	5	4
61	в ней	1	4
62	столь же	7	4
63	а только	1	4
64	в своем	4	4
65	и к	5	4
66	в действительности	1	4
67	то в	3	4
68	в самом	3	4
69	та же	1	4
70	на то	4	4
71	что она	5	4
72	он не	4	4
73	и с	1	4
74	несмотря на	1	4
75	тем не	5	4
76	тому что	2	4
77	с ним	4	4
78	по своей	7	4
79	связи с	9	4
80	и это	4	4
81	того что	10	4
82	один из	6	4
83	из них	4	4
84	в конце	1	4
85	как раз	1	4
86	и все	4	4
87	только что	2	4
88	и от	2	4
89	с точки	1	3
90	едва ли	2	3
91	видит в	1	3
92	в мире	2	3
93	и на	6	3
94	в ее	1	3
95	отнюдь не	4	3
96	все же	6	3
97	в нем	2	3
98	и по	5	3
99	на этом	3	3
100	его в	3	3
101	в предыдущей	1	3
102	с этим	4	3
103	даже в	1	3
104	в своих	2	3
105	ничем не	1	3
106	такой же	1	3
107	в ходе	1	3
108	все эти	7	3
109	та или	3	3
110	о природе	1	3
111	или иная	3	3
112	тем что	8	3
113	этом отношении	3	3
114	что при	1	3
115	для себя	1	3
116	как мы	8	3
117	того чтобы	8	3
118	в пределах	1	3
119	приводит к	4	3
120	что у	1	3
121	еще в	2	3
122	том как	1	3
123	если бы	5	3
124	о нем	1	3
125	а также	2	3
126	же в	2	3
127	но не	6	3
128	как его	1	3
129	и даже	1	3
130	превращается в	1	3
131	то и	4	3
132	в связи	6	3
133	по своему	11	3
134	такого рода	2	3
135	и для	2	3
136	от него	1	3
137	или не	1	3
138	в таком	2	3
139	говоря о	1	2
140	например в	1	2
141	же как	6	2
142	только потому	2	2
143	той же	4	2
144	мы не	9	2
145	вопрос о	1	2
146	слово не	1	2
147	мышления как	1	2
148	но как	3	2
149	если в	3	2
150	же мало	3	2
151	хотя и	2	2
152	или иную	1	2
153	в целом	13	2
154	так или	1	2
155	как он	3	2
156	жизнью и	1	2
157	на его	2	2
158	ключ к	1	2
159	заключает в	2	2
160	однако в	2	2
161	под воздействием	1	2
162	значительной степени	1	2
163	речь в	2	2
164	в другом	1	2
165	ясно что	2	2
166	того или	2	2
167	особенно в	1	2
168	приходит в	1	2
169	по себе	7	2
170	все равно	1	2
171	должно быть	2	2
172	иначе говоря	2	2
173	в следующем	2	2
174	в такой	1	2
175	состоит в	3	2
176	не столько	4	2
177	от себя	1	2
178	сих пор	1	2
179	все это	6	2
180	и потом	1	2
181	каждого отдельного	1	2
182	и другое	5	2
183	не о	1	2
184	мышление в	3	2
185	не имеет	1	2
186	одна из	2	2
187	для всего	2	2
188	мышления и	23	2
189	слова как	1	2
190	своей природе	1	2
191	на него	1	2
192	не знаем	1	2
193	мысли о	1	2
194	все еще	2	2
195	с ее	5	2
196	на основе	22	2
197	характер и	1	2
198	в себя	3	2
199	в речи	2	2
200	на вопрос	1	2
201	внимание на	2	2
202	и что	10	2
203	до сих	1	2
204	в значительной	1	2
205	в конечном	1	2
206	в форме	1	2
207	тот момент	1	2
208	как она	3	2
209	в него	3	2
210	с ними	3	2
211	и потому	2	2
212	так что	2	2
213	слова в	2	2
214	в начале	2	2
215	по выражению	1	2
216	за ним	1	2
217	ту или	1	2
218	мы знаем	4	2
219	на том	3	2
220	или иначе	2	2
221	ему не	1	2
222	с той	2	2
223	а с	3	2
224	что не	1	2
225	до конца	1	2
226	или с	1	2
227	что же	1	2
228	в тот	1	2
229	да и	1	2
230	в это	1	2
231	и не	10	2
232	с этой	3	2
233	в результате	3	2
234	о котором	2	2
235	с внешней	1	2
236	или иного	2	2
237	этот момент	2	2
238	проникнуть в	1	2
239	это так	2	2
240	которая не	4	2
241	смысле слова	2	1
242	как известно	3	1
243	в сфере	2	1
244	человека и	5	1
245	речи у	1	1
246	и то	2	1
247	тех же	1	1
248	своей основной	1	1
249	словами и	1	1
250	за собой	1	1
251	и до	1	1
252	на две	1	1
253	из его	1	1
254	высшей степени	6	1
255	видеть в	1	1
256	долгое время	1	1
257	по его	1	1
258	также и	1	1
259	видеть этот	1	1
260	с самых	1	1
261	что уже	1	1
262	именно к	1	1
263	своими корнями	1	1
264	есть нечто	1	1
265	в сущности	1	1
266	что характер	1	1
267	чисто внешней	1	1
268	не сводится	1	1
269	хотя бы	1	1
270	ему в	1	1
271	же что	1	1
272	начало и	1	1
273	именно благодаря	2	1
274	нам представляется	1	1
275	в чем	2	1
276	без которого	1	1
277	не требует	1	1
278	совсем не	1	1
279	очевидно и	1	1
280	бы в	2	1
281	к зрелому	1	1
282	слова на	1	1
283	отношение к	1	1
284	друг от	1	1
285	связи и	3	1
286	относится к	1	1
287	к точке	1	1
288	общего с	1	1
289	однако не	1	1
290	и как	5	1
291	по пути	4	1
292	не являются	1	1
293	бы стать	2	1
294	от этого	6	1
295	и хотя	1	1
296	в этот	1	1
297	в которой	1	1
298	это открытие	1	1
299	он в	1	1
300	бы не	1	1
301	из этих	4	1
302	ни одна	1	1
303	только один	1	1
304	во многих	1	1
305	но ведь	1	1
306	менее едва	1	1
307	внешней стороны	1	1
308	но на	3	1
309	своей внешней	1	1
310	вообще не	1	1
311	в мир	1	1
312	главным образом	2	1
313	о которой	1	1
314	мышления или	1	1
315	всех этих	2	1
316	к одному	5	1
317	не как	3	1
318	понятий и	7	1
319	что еще	1	1
320	в силу	6	1
321	с таким	1	1
322	том чтобы	1	1
323	к каждому	1	1
324	наших глазах	1	1
325	не исчерпывает	1	1
326	что ни	1	1
327	и этот	1	1
328	поскольку она	1	1
329	от нее	4	1
330	то ни	1	1
331	глубоко в	1	1
332	что все	1	1
333	единственное что	1	1
334	была в	1	1
335	на этой	5	1
336	или даже	1	1
337	а как	2	1
338	входит в	5	1
339	может стать	1	1
340	этом смысле	2	1
341	которые говорили	1	1
342	роль в	1	1
343	и тем	1	1
344	которым он	1	1
345	поведения и	1	1
346	к области	2	1
347	этом мы	1	1
348	для них	1	1
349	но мы	1	1
350	его среды	1	1
351	мы пытались	1	1
352	они оба	1	1
353	в высшей	6	1
354	к которым	4	1
355	нашего исследования	1	1
356	с тем	16	1
357	в слове	1	1
358	которой он	1	1
359	можно считать	3	1
360	элемента в	1	1
361	и тому	1	1
362	и того	4	1
363	нисколько не	1	1
364	когда в	3	1
365	в восприятии	3	1
366	различные формы	1	1
367	на первый	2	1
368	или менее	3	1
369	на других	1	1
370	в гораздо	1	1
371	таким же	2	1
372	это делает	1	1
373	опять как	1	1
374	место в	2	1
375	себе а	1	1
376	в отличие	6	1
377	в которых	3	1
378	его построения	1	1
379	и другого	2	1
380	самых первых	1	1
381	в одном	2	1
382	возникающих в	2	1
383	в становлении	1	1
384	и более	1	1
385	их в	3	1
386	не тем	2	1
387	тому чтобы	1	1
388	ним в	1	1
389	бы быть	2	1
390	нас к	2	1
391	раз и	1	1
392	вовсе не	1	1
393	в отношении	6	1
394	между людьми	1	1
395	существует для	1	1
396	чистом виде	1	1
397	сталкивается с	1	1
398	на три	1	1
399	на рубеже	1	1
400	так как	12	1
401	гораздо большей	1	1
402	но они	2	1
403	тем самым	2	1
404	что эта	1	1
405	самого начала	6	1
406	что их	1	1
407	и остается	1	1
408	в плане	2	1
409	в основе	16	1
410	в самых	1	1
411	это еще	1	1
412	не могло	1	1
413	только не	1	1
414	каждый из	2	1
415	нельзя не	1	1
416	так много	1	1
417	чрезвычайно важным	1	1
418	жизни не	1	1
419	именно с	1	1
420	принято называть	1	1
421	и речевой	1	1
422	или как	1	1
423	и чувства	1	1
424	уже говорили	5	1
425	с но	1	1
426	ничто не	1	1
427	мышления в	17	1
428	если первая	2	1
429	непосредственное отношение	1	1
430	не потому	1	1
431	с другом	5	1
432	перед ним	3	1
433	к той	2	1
434	поэтому не	1	1
435	не могут	4	1
436	периода мы	1	1
437	могут быть	5	1
438	этого центра	1	1
439	большей мере	1	1
440	же самое	1	1
441	становится возможным	2	1
442	что оно	4	1
443	для его	1	1
444	даже когда	1	1
445	ничего общего	3	1
446	говорит о	1	1
447	на наших	1	1
448	опираясь на	1	1
449	что принято	1	1
450	и которая	1	1
451	приходит к	6	1
452	это вполне	1	1
453	нам о	1	1
454	в виду	1	1
455	свою очередь	2	1
456	но при	1	1
457	же не	1	1
458	ряда конкретных	2	1
459	данном случае	1	1
460	отличаясь от	1	1
461	с самого	6	1
462	говорили что	2	1
463	в дальнейшем	1	1
464	различие между	1	1
465	так можно	1	1
466	достаточно чтобы	1	1
467	в течении	1	1
468	по аналогии	1	1
469	за то	1	1
470	того и	2	1
471	здесь нет	1	1
472	мог бы	4	1
473	связи которые	1	1
474	чем у	1	1
475	интересующих нас	1	1
476	только у	1	1
477	означает что	1	1
478	находится в	2	1
479	поведения как	1	1
480	сводится к	1	1
481	и т.д	5	1
482	может не	1	1
483	говорит об	2	1
484	за пределами	1	1
485	одного из	2	1
486	все его	1	1
487	для нас	2	1
488	с другой	6	1
