N	3gram	Vygotskiy__1	Tvorches
1	и т д	8	11
2	с там же	1	9
3	до сих пор	3	3
4	не может быть	8	3
5	но прежде всего	1	2
6	в самом деле	7	2
7	в таком случае	2	2
8	по самой своей	1	2
9	в отличие от	3	2
10	едва ли не	1	2
11	так же как	4	2
12	в том же	1	2
13	во всяком случае	6	2
14	с другой стороны	5	2
15	так и в	2	2
16	и т п	15	2
17	о том что	7	2
18	в одном из	2	2
19	в том что	9	2
20	хотя и не	2	1
21	автора и не	1	1
22	же как в	1	1
23	в которой он	1	1
24	потому что в	1	1
25	с первого взгляда	1	1
26	дело в том	1	1
27	в том числе	1	1
28	т д и	1	1
29	же как и	1	1
30	то чтобы вызвать	1	1
31	имеет в виду	2	1
32	на точку зрения	1	1
33	сами по себе	1	1
34	может быть в	1	1
35	а может быть	1	1
36	мы видим в	1	1
37	точно так же	3	1
38	д все это	1	1
39	то или иное	2	1
40	не то что	1	1
41	но в таком	1	1
42	в применении к	2	1
43	только то что	1	1
44	одном из писем	1	1
45	как будто бы	2	1
46	себе не являются	1	1
47	и в процессе	1	1
48	в чем же	1	1
49	в известном смысле	1	1
50	и в этом	1	1
51	не могут быть	1	1
52	т п эта	1	1
53	он говорит что	1	1
54	в свою очередь	1	1
55	в связи с	1	1
56	к тому же	1	1
57	т д все	1	1
58	что у него	3	1
59	в целом ряде	2	1
60	одну и ту	1	1
61	по себе не	2	1
62	в то время	5	1
63	отнюдь не означает	2	1
64	д и т	1	1
65	между тем из	1	1
66	мы не можем	2	1
67	как и всякая	1	1
68	не означает что	2	1
69	это и есть	1	1
70	не может служить	1	1
71	другой стороны и	2	1
72	к которым приводит	1	1
73	с самого начала	1	1
74	в конечном счете	3	1
75	именно потому что	1	1
76	том числе и	1	1
77	и ту же	1	1
78	и в том	1	1
79	наглядное представление о	1	1
80	на то чтобы	2	1
81	как и в	4	1
82	такую же роль	1	1
