N	2gram	Propp_Isto_7	EvropaiE
1	и в	24	37
2	точки зрения	4	23
3	что в	13	21
4	не только	21	18
5	с точки	1	17
6	в то	2	16
7	то же	8	15
8	хотя бы	1	15
9	в своем	1	14
10	но в	5	14
11	в качестве	3	14
12	но и	11	14
13	и не	4	14
14	северной америки	1	13
15	в этом	12	12
16	в их	4	11
17	в том	7	11
18	так и	5	10
19	только в	6	9
20	прежде всего	2	9
21	все более	1	9
22	не может	14	9
23	так же	6	9
24	т е	16	9
25	в ее	2	8
26	думать что	2	8
27	было бы	2	8
28	в своей	1	8
29	к тому	1	8
30	с одной	5	8
31	одной стороны	5	8
32	нам кажется	1	7
33	а также	1	7
34	того что	6	7
35	так как	8	7
36	с другой	9	7
37	как и	6	7
38	по своему	1	7
39	между прочим	3	7
40	может быть	14	6
41	и на	2	6
42	во всех	7	6
43	стороны и	2	6
44	на то	3	6
45	том что	10	6
46	вслед за	1	6
47	вовсе не	4	6
48	для того	1	6
49	и даже	3	6
50	как бы	4	6
51	с этой	6	6
52	то что	7	6
53	же как	4	5
54	которую мы	1	5
55	но не	6	5
56	не в	9	5
57	и по	3	5
58	но если	1	5
59	тем самым	1	5
60	как мы	3	5
61	одной из	4	5
62	в виде	1	5
63	со стороны	2	5
64	от этого	1	5
65	в частности	1	5
66	и потому	1	5
67	этой точки	3	5
68	мы не	4	4
69	вопрос о	3	4
70	в некотором	1	4
71	в ней	1	4
72	независимо от	1	4
73	в самом	2	4
74	во многих	2	4
75	то ни	1	4
76	весьма вероятно	1	4
77	в предыдущем	1	4
78	не имеет	4	4
79	к ней	2	4
80	бы то	1	4
81	по себе	1	4
82	можно сказать	1	4
83	тем более	2	4
84	именно в	1	4
85	ни было	1	4
86	как это	2	4
87	для нас	6	4
88	сказать что	2	4
89	на себя	2	3
90	того же	2	3
91	как в	12	3
92	когда он	3	3
93	и к	1	3
94	или иную	1	3
95	представляет собой	4	3
96	северной америке	1	3
97	в известном	1	3
98	вообще не	2	3
99	мы можем	4	3
100	не будет	2	3
101	не дает	1	3
102	большинстве случаев	1	3
103	и тем	2	3
104	в них	3	3
105	с тем	1	3
106	мы видели	7	3
107	можно считать	1	3
108	во второй	1	3
109	народ и	1	3
110	она в	3	3
111	в которых	1	3
112	можно ли	1	3
113	дело в	1	3
114	никогда не	4	3
115	потому что	9	3
116	ли это	1	3
117	бы ни	1	3
118	можно было	1	3
119	к морю	1	3
120	о том	9	3
121	от них	1	3
122	что и	8	3
123	и только	1	3
124	этих народов	1	3
125	из них	2	3
126	ту или	1	3
127	очевидно что	1	3
128	себе в	1	3
129	к ним	2	3
130	тем что	6	3
131	по своим	3	3
132	в странах	1	3
133	говорит о	2	3
134	связано с	3	3
135	там где	5	3
136	в данном	4	3
137	к настоящему	1	3
138	и от	2	3
139	мира и	1	3
140	ее в	3	3
141	как на	1	3
142	в таком	1	3
143	и наиболее	1	2
144	и то	1	2
145	что эти	2	2
146	должна быть	1	2
147	есть не	1	2
148	что если	1	2
149	и другая	1	2
150	между собой	1	2
151	в свои	1	2
152	его на	2	2
153	с этим	2	2
154	хотя и	3	2
155	и как	1	2
156	есть ли	1	2
157	что это	6	2
158	в этой	1	2
159	что к	1	2
160	и если	3	2
161	бы от	1	2
162	но именно	1	2
163	он не	6	2
164	прочим и	2	2
165	в силу	2	2
166	таким образом	7	2
167	это значит	2	2
168	и с	1	2
169	далеко не	1	2
170	нас к	2	2
171	одна и	1	2
172	такой же	1	2
173	в эту	1	2
174	в этих	13	2
175	в котором	2	2
176	представление о	3	2
177	и более	1	2
178	только те	1	2
179	она не	2	2
180	тогда когда	3	2
181	как будто	1	2
182	к той	1	2
183	не могут	2	2
184	случаях когда	4	2
185	всего в	1	2
186	утверждать что	1	2
187	но по	2	2
188	как не	1	2
189	данном случае	3	2
190	на основе	1	2
191	америки в	1	2
192	мог бы	1	2
193	во многом	1	2
194	если бы	1	2
195	и поэтому	1	2
196	и та	1	2
197	второй половине	1	2
198	и что	10	2
199	кажется что	3	2
200	и во	1	2
201	к нему	7	2
202	ее от	1	2
203	никаких аналогий	1	2
204	в его	1	2
205	во всей	1	2
206	мы должны	4	2
207	но с	1	2
208	же к	1	2
209	этот вопрос	2	2
210	в какой	1	2
211	силы в	1	2
212	не можем	2	2
213	в большинстве	1	2
214	если в	2	2
215	при вступлении	1	2
216	при помощи	3	2
217	участие в	2	2
218	в других	4	2
219	другой и	1	2
220	а именно	6	2
221	в некоторых	1	2
222	на основании	1	2
223	на этот	2	2
224	а не	8	2
225	которое существует	1	2
226	начиная с	1	2
227	вместе с	7	2
228	или по	1	2
229	не дают	1	2
230	что же	1	2
231	для понимания	1	2
232	совершенно очевидно	2	2
233	более поздние	2	2
234	происходит в	3	2
235	или в	8	2
236	то не	4	2
237	и все	6	2
238	еще более	1	2
239	и наконец	3	2
240	же в	1	2
241	в другой	3	2
242	мы видим	10	2
243	а в	10	2
244	имеет в	1	2
245	другой стороны	8	2
246	приводит нас	1	2
247	жизни и	1	2
248	и эта	2	2
249	в северной	1	2
250	как известно	1	1
251	ту же	1	1
252	и т	17	1
253	например в	3	1
254	в русских	2	1
255	связана с	1	1
256	мы здесь	2	1
257	в тех	5	1
258	и это	2	1
259	но тем	2	1
260	традиции как	1	1
261	от своей	1	1
262	в чисто	1	1
263	которую они	1	1
264	или ее	1	1
265	на тех	1	1
266	из всего	2	1
267	или наоборот	1	1
268	же следует	1	1
269	ответить на	1	1
270	время как	2	1
271	историческое явление	1	1
272	достаточно чтобы	1	1
273	нет ли	1	1
274	то это	5	1
275	вступлении в	1	1
276	качестве примера	1	1
277	что его	2	1
278	с его	3	1
279	тем как	1	1
280	кратчайший срок	1	1
281	видели что	1	1
282	чем это	1	1
283	к которой	2	1
284	в китае	2	1
285	по отношению	1	1
286	тогда как	3	1
287	случай в	1	1
288	только путем	1	1
289	которые не	2	1
290	в одной	2	1
291	дает нам	1	1
292	все же	9	1
293	кроме того	3	1
294	тех случаях	4	1
295	что по	2	1
296	этого мира	1	1
297	более или	1	1
298	увидим что	2	1
299	в этот	1	1
300	та же	2	1
301	бы с	1	1
302	он в	2	1
303	которые в	1	1
304	для возникновения	1	1
305	один и	1	1
306	нами в	2	1
307	и тот	2	1
308	на его	2	1
309	при этом	4	1
310	т д	16	1
311	и когда	2	1
312	состоит в	1	1
313	на земле	2	1
314	несколько ниже	1	1
315	это один	1	1
316	и наоборот	1	1
317	но все	4	1
318	сделать из	1	1
319	как они	1	1
320	в нем	6	1
321	они должны	2	1
322	в совершенно	1	1
323	входит в	1	1
324	не исключено	1	1
325	если при	1	1
326	небесный свод	1	1
327	в жизни	1	1
328	в ином	12	1
329	к области	1	1
330	о которых	1	1
331	рядом с	1	1
332	она и	1	1
333	фигурирует в	1	1
334	здесь можно	2	1
335	мы хотели	1	1
336	и было	1	1
337	мировой истории	1	1
338	их на	2	1
339	и всей	1	1
340	к лесному	1	1
341	или менее	1	1
342	именно и	1	1
343	исключено что	1	1
344	что при	2	1
345	части света	1	1
346	от себя	1	1
347	такое толкование	1	1
348	свое существование	1	1
349	что имеет	1	1
350	выше мы	3	1
351	друг другу	1	1
352	при рассмотрении	1	1
353	для этого	1	1
354	для нее	2	1
355	тому что	2	1
356	других народов	1	1
357	некоторых случаях	1	1
358	все эти	2	1
359	не менее	5	1
360	вплоть до	2	1
361	почти никогда	1	1
362	но они	3	1
363	что эта	1	1
364	и другое	2	1
365	одна из	7	1
366	она никогда	1	1
367	или это	2	1
368	было у	1	1
369	мы все	1	1
370	из их	1	1
371	он мог	1	1
372	для всего	1	1
373	или почти	1	1
374	в разных	1	1
375	склонен думать	1	1
376	от эпохи	1	1
377	действительности но	1	1
378	в самой	1	1
379	находятся в	1	1
380	аналогий в	1	1
381	они являются	1	1
382	можно усмотреть	1	1
383	во всем	2	1
384	и его	3	1
385	связи с	3	1
386	в сознании	1	1
387	доказать что	1	1
388	в основе	2	1
389	должны быть	3	1
390	все еще	1	1
391	но из	1	1
392	для себя	1	1
393	оно может	1	1
394	приходит к	3	1
395	и о	2	1
396	имеет никаких	1	1
397	мысль о	1	1
398	то чтобы	2	1
399	то время	2	1
400	имеют в	1	1
401	и сам	1	1
402	с собой	7	1
403	также о	1	1
404	те же	1	1
405	когда его	1	1
406	об этом	6	1
407	когда в	1	1
408	имеется в	2	1
409	к другу	1	1
410	имеет значения	1	1
411	с ним	5	1
412	означает что	1	1
413	связанная с	1	1
414	сводится к	1	1
415	силы и	1	1
416	в кратчайший	1	1
417	земель в	4	1
418	некоторых из	1	1
419	в состав	1	1
420	на вопрос	4	1
421	связь между	1	1
422	свою способность	1	1
423	того в	1	1
424	способность к	2	1
425	нем и	1	1
426	в ту	1	1
427	на острове	2	1
428	значит что	1	1
429	развития но	1	1
430	но так	1	1
431	один из	7	1
432	тот же	2	1
433	связь и	1	1
434	с ними	1	1
435	дело с	1	1
436	этого можно	1	1
437	всех этих	6	1
438	мы увидим	6	1
439	ли он	4	1
440	в угоду	1	1
441	пищу для	1	1
442	страх перед	1	1
443	который в	1	1
444	на которые	1	1
445	и ее	2	1
446	случаи когда	2	1
447	по этому	2	1
448	играет роль	1	1
449	больше чем	1	1
450	можно еще	1	1
451	со своим	4	1
452	конечно не	2	1
453	уже не	2	1
454	уже в	3	1
455	то и	4	1
456	только тогда	1	1
457	в начале	1	1
458	что не	2	1
459	как кажется	1	1
460	быть установлена	1	1
461	это обстоятельство	2	1
462	и их	1	1
463	у других	1	1
464	не о	1	1
465	как его	1	1
466	от того	1	1
467	указание что	1	1
468	значение имеет	1	1
469	в исторической	1	1
470	а на	1	1
471	также на	1	1
472	которые можно	1	1
473	эти две	1	1
474	что тот	2	1
475	в каких	2	1
476	в ряде	1	1
477	имело место	1	1
478	перед тем	1	1
479	в любой	1	1
480	выше и	2	1
481	совершенно одинаково	1	1
482	него не	1	1
483	что из	2	1
484	что мы	3	1
485	становится ясным	2	1
486	та часть	1	1
487	мы знаем	2	1
488	если не	4	1
489	в связи	2	1
490	связь с	2	1
491	земель и	1	1
492	что во	2	1
493	то можно	1	1
494	поэтому если	1	1
495	этих случаях	16	1
496	что за	3	1
497	а если	2	1
498	совершенно достаточно	1	1
499	религии и	1	1
500	некоторое время	1	1
501	действительно ли	1	1
502	многих других	1	1
503	в состоянии	4	1
504	крови и	1	1
505	должно быть	1	1
506	вспомним что	1	1
507	с некоторым	1	1
508	этого факта	1	1
509	для тех	1	1
510	связанная со	1	1
511	в мировой	1	1
512	в силах	1	1
513	ее и	1	1
514	в третьем	1	1
515	ли эти	2	1
516	но это	3	1
517	в мировом	1	1
518	бы на	1	1
519	и другие	9	1
520	в обстановке	1	1
521	хотели бы	1	1
522	с ней	3	1
523	но этот	1	1
524	оно не	1	1
525	в свое	1	1
526	собой это	1	1
527	к этой	1	1
528	на ту	2	1
529	только одна	1	1
530	это в	1	1
531	он на	2	1
532	можно назвать	1	1
533	все что	1	1
