N	2gram	Propp_Russ_2	formyVre
1	и в	29	46
2	в этом	11	22
3	и т	5	14
4	прежде всего	2	14
5	и его	1	12
6	во всех	3	11
7	не только	10	11
8	только в	1	11
9	смерти в	2	11
10	как бы	18	10
11	во время	12	10
12	в том	22	10
13	но в	5	10
14	мы уже	1	9
15	не в	4	9
16	в ряд	2	9
17	но и	8	9
18	вместе с	6	9
19	и не	1	9
20	и для	2	9
21	то же	4	8
22	смерть и	2	8
23	как и	11	8
24	для того	6	8
25	того чтобы	6	8
26	потому что	5	8
27	связи с	2	8
28	в его	1	8
29	из них	4	8
30	в основном	1	8
31	и на	6	7
32	так сказать	1	7
33	всех этих	1	7
34	так и	1	7
35	в них	4	7
36	может быть	13	7
37	в одном	1	7
38	то что	5	7
39	как мы	3	6
40	еще не	6	6
41	все же	2	6
42	и наконец	1	6
43	при этом	6	6
44	и с	10	6
45	его в	8	6
46	в основе	1	6
47	никогда не	2	6
48	и во	1	6
49	так как	13	6
50	в особенности	1	6
51	здесь в	2	6
52	все это	10	6
53	и все	4	6
54	но не	5	5
55	с этим	2	5
56	в своем	1	5
57	все эти	3	5
58	связанные с	2	5
59	в нем	1	5
60	этих форм	1	5
61	должно быть	2	5
62	в то	2	5
63	в пространстве	1	5
64	и др	1	5
65	в пределах	1	5
66	по существу	4	5
67	что в	22	5
68	человека и	1	4
69	значение и	1	4
70	что они	1	4
71	как в	7	4
72	уже в	1	4
73	из этих	2	4
74	их в	4	4
75	том что	22	4
76	в котором	3	4
77	место в	1	4
78	том же	4	4
79	к себе	1	4
80	смерти и	2	4
81	в образе	2	4
82	с ним	1	4
83	о том	9	4
84	так что	4	4
85	мир в	1	4
86	а не	4	4
87	отнюдь не	1	4
88	с этой	2	4
89	же в	6	4
90	жизни в	2	4
91	есть и	1	4
92	здесь еще	1	3
93	нас это	1	3
94	в виду	2	3
95	отношение к	1	3
96	нет и	1	3
97	хотя и	1	3
98	как уже	2	3
99	и как	2	3
100	в этот	10	3
101	уже не	4	3
102	та же	2	3
103	в большинстве	1	3
104	т д	5	3
105	и по	3	3
106	таким образом	6	3
107	здесь мы	2	3
108	а затем	4	3
109	связанных с	1	3
110	новой жизни	1	3
111	по всему	1	3
112	на первый	3	3
113	в их	2	3
114	в которых	4	3
115	как можно	2	3
116	и смех	3	3
117	следовательно и	1	3
118	кроме того	2	3
119	имеет место	1	3
120	на основе	1	3
121	и совершенно	1	3
122	том как	1	3
123	жизнь и	2	3
124	в другом	1	3
125	а также	4	3
126	как у	1	3
127	затем в	1	3
128	что и	2	3
129	того что	3	3
130	тот же	1	3
131	что он	1	3
132	в качестве	3	3
133	для него	1	3
134	тем что	3	3
135	в форме	2	3
136	со смехом	2	3
137	что на	2	3
138	и даже	1	3
139	не было	2	3
140	не на	1	3
141	на смерть	1	3
142	о чем	4	3
143	в это	1	3
144	не является	1	3
145	тем более	1	3
146	в этих	3	3
147	ее в	8	3
148	а в	9	3
149	и другие	14	3
150	к этому	5	3
151	ту же	1	2
152	как его	1	2
153	и есть	1	2
154	и так	1	2
155	из самых	1	2
156	и до	1	2
157	мы имеем	6	2
158	рассказывается о	1	2
159	говорить о	1	2
160	в фольклоре	4	2
161	он был	1	2
162	вещь в	1	2
163	не был	2	2
164	они у	1	2
165	совсем не	2	2
166	явлений и	1	2
167	если в	1	2
168	к ним	1	2
169	большое значение	1	2
170	в одной	1	2
171	от этого	1	2
172	царстве мертвых	1	2
173	в этой	3	2
174	с одной	2	2
175	только один	1	2
176	как он	1	2
177	не могла	1	2
178	после этого	2	2
179	по всем	3	2
180	на земле	5	2
181	на этом	3	2
182	людей и	2	2
183	по аналогии	1	2
184	рост человека	1	2
185	смеха и	1	2
186	здесь это	1	2
187	далеко не	4	2
188	с тем	6	2
189	мы видели	7	2
190	в царстве	1	2
191	и становится	1	2
192	необходимо указать	1	2
193	представление о	5	2
194	но эта	1	2
195	но он	3	2
196	над ними	1	2
197	и более	1	2
198	она не	3	2
199	эти формы	1	2
200	в день	7	2
201	там где	2	2
202	на землю	3	2
203	более что	1	2
204	особое значение	1	2
205	этом отношении	1	2
206	в духе	1	2
207	могут быть	2	2
208	во все	1	2
209	и потому	1	2
210	и это	1	2
211	и о	3	2
212	здесь не	1	2
213	без всякого	1	2
214	и от	3	2
215	особой связи	1	2
216	тема смерти	1	2
217	находится в	1	2
218	другом месте	1	2
219	влияние на	2	2
220	утверждает что	1	2
