N	3gram	Tiupa_Hudo_2	Myslijsy
1	по отношению к	7	8
2	то что я	1	7
3	в том что	11	7
4	в этом случае	1	5
5	не может быть	3	5
6	о том что	7	5
7	а между тем	3	4
8	то же самое	2	4
9	до сих пор	2	4
10	и т п	2	4
11	и то что	1	4
12	и в этом	2	4
13	можно сказать что	1	4
14	для того чтобы	3	4
15	тем не менее	3	4
16	с точки зрения	2	3
17	не то что	1	3
18	в том случае	1	3
19	и т д	2	3
20	то же время	4	3
21	не только не	2	3
22	в то же	4	3
23	не в состоянии	1	2
24	что если бы	1	2
25	подобно тому как	4	2
26	то и другое	1	2
27	бы не было	1	2
28	только в том	2	2
29	в таком случае	1	2
30	хотя бы и	2	2
31	если бы не	1	2
32	между тем как	1	2
33	но тем не	2	2
34	в данном случае	2	2
35	мы имеем дело	1	2
36	так или иначе	1	2
37	все более и	1	2
38	то что она	1	2
39	и в том	1	2
40	а в том	1	2
41	после того как	1	2
42	что и в	1	2
43	более и более	1	2
44	а для того	1	1
45	одно на другое	1	1
46	дело в том	1	1
47	да и не	1	1
48	а не в	2	1
49	но и о	1	1
50	в настоящее время	1	1
51	в слове и	1	1
52	в том числе	1	1
53	о том как	2	1
54	и то и	1	1
55	том случае если	1	1
56	то что человек	1	1
57	в этом отношении	1	1
58	встречаются и в	1	1
59	точно так же	1	1
60	если вспомнить что	1	1
61	отношения между ними	1	1
62	превращается в его	1	1
63	пришло в голову	1	1
64	что же мы	1	1
65	и потому не	1	1
66	в это время	1	1
67	нет и не	1	1
68	тогда как в	2	1
69	нечто такое что	1	1
70	из виду что	1	1
71	с одной стороны	3	1
72	чтобы ответить на	1	1
73	но при этом	3	1
74	имеем дело с	1	1
75	как и сама	1	1
76	а не как	1	1
77	лишь в том	1	1
78	с другой стороны	1	1
79	только о том	1	1
80	но сама она	1	1
81	это было бы	1	1
82	на наших глазах	1	1
83	же самое что	2	1
84	заключается в том	1	1
85	в то время	1	1
86	в одном из	1	1
87	с самого начала	1	1
88	и в самом	1	1
89	том числе и	1	1
90	случае если бы	1	1
91	друг от друга	1	1
92	никоим образом не	1	1
93	к тому что	4	1
94	как нам представляется	1	1
95	и все что	1	1
96	того факта что	1	1
97	как и в	3	1
