N	2gram	Nazirov_Tv_1	Myslijsy
1	потому что	5	52
2	то есть	12	42
3	и в	21	39
4	может быть	5	27
5	в том	7	26
6	т с	1	25
7	только в	5	25
8	не может	4	22
9	что в	12	22
10	не только	7	21
11	так как	3	21
12	а не	5	21
13	в нем	3	20
14	но и	3	20
15	и не	7	18
16	том что	11	16
17	так что	2	16
18	в этом	6	15
19	не в	2	15
20	по отношению	1	13
21	в себе	2	13
22	таким образом	5	13
23	так и	2	13
24	отношению к	1	13
25	было бы	1	12
26	в душе	1	11
27	есть только	1	11
28	точно так	2	11
29	как в	8	10
30	по себе	1	10
31	и что	1	10
32	то что	8	10
33	что не	2	10
34	в человеке	4	10
35	не есть	1	10
36	но в	7	9
37	как и	12	9
38	вместе и	1	9
39	могут быть	2	9
40	там же	3	9
41	мысли и	4	9
42	тем что	1	9
43	но не	3	8
44	в мысли	1	8
45	язык в	1	8
46	в одном	1	8
47	того что	3	8
48	вместе с	2	8
49	в ней	2	7
50	в истории	1	7
51	же с	2	7
52	с этим	1	7
53	это не	4	7
54	в этих	2	7
55	в нас	1	7
56	то и	1	7
57	с другой	3	7
58	и т	3	6
59	то же	13	6
60	все же	5	6
61	и как	4	6
62	при этом	7	6
63	и по	3	6
64	не менее	6	6
65	тем не	2	6
66	что на	1	6
67	что и	2	6
68	еще не	1	6
69	по мере	1	6
70	как бы	17	6
71	в первом	2	5
72	то это	1	5
73	во всех	1	5
74	то в	2	5
75	не имеют	4	5
76	с тем	1	5
77	не имеет	1	5
78	и его	6	5
79	если же	1	5
80	между тем	1	5
81	в его	13	5
82	для всех	1	5
83	вовсе не	5	5
84	что человек	3	5
85	души и	1	5
86	зависит от	2	5
87	так же	3	5
88	но это	5	5
89	из себя	2	5
90	а в	6	5
91	другой стороны	1	5
92	в таком	1	5
93	на деле	2	4
94	этой теории	1	4
95	т д	1	4
96	в каждом	3	4
97	т п	2	4
98	тем самым	7	4
99	однако в	2	4
100	в то	15	4
101	не по	3	4
102	а так	1	4
103	никогда не	3	4
104	же время	12	4
105	и притом	2	4
106	не могут	1	4
107	к тому	2	4
108	свою очередь	1	4
109	и необходимости	2	4
110	каждый раз	1	4
111	и других	3	4
112	для него	6	4
113	в более	1	4
114	не было	1	4
115	и даже	3	4
116	в действительности	1	4
117	прежде всего	4	4
118	самого себя	1	4
119	слова и	1	4
120	в смысле	1	4
121	при таком	1	4
122	от него	1	4
123	мысли о	1	4
124	в свою	7	4
125	в своих	5	4
126	того же	2	3
127	но тем	1	3
128	человеческой природы	1	3
129	что если	1	3
130	что можно	1	3
131	вопрос об	1	3
132	столь же	1	3
133	тем как	1	3
134	что как	2	3
135	в своем	4	3
136	хотя и	3	3
137	что по	1	3
138	в самом	3	3
139	что это	1	3
140	он не	8	3
141	отношений между	2	3
142	а вместе	1	3
143	то ни	1	3
144	что все	3	3
145	в мире	4	3
146	той же	3	3
147	и с	3	3
148	заключается в	1	3
149	и тем	2	3
150	в жизни	2	3
151	в них	1	3
152	показывает что	1	3
153	в этой	5	3
154	не мог	2	3
155	не так	3	3
156	в своей	4	3
157	человеком и	1	3
158	тому что	1	3
159	она не	1	3
160	и другое	1	3
161	самого начала	3	3
162	на него	1	3
163	свободы и	2	3
164	находятся в	1	3
165	как она	1	3
166	оно не	1	3
167	и это	1	3
168	но при	1	3
169	с самого	3	3
170	с ним	3	3
171	в создании	1	3
172	в глазах	1	3
173	по мнению	3	3
174	с одной	1	3
175	если мы	1	3
176	только на	2	3
177	одно из	1	3
178	и их	1	3
179	могло бы	1	3
180	с другим	1	3
181	что для	2	3
182	связи с	1	3
183	все более	2	3
184	в самой	1	3
185	одной стороны	1	3
186	только для	1	3
187	к которому	1	3
188	и от	4	3
189	имеют для	1	3
190	о котором	2	3
191	и все	6	3
192	к этой	1	3
193	мы должны	1	3
194	хотя в	1	3
195	сказать что	2	3
196	и волю	1	2
197	этого в	1	2
198	одним из	4	2
199	совершенно справедливо	1	2
200	чтобы не	1	2
201	по времени	1	2
202	и есть	1	2
203	их и	1	2
204	а как	2	2
205	есть не	2	2
206	в сущности	1	2
207	становится объектом	1	2
208	что до	1	2
209	проявляется в	1	2
210	бы то	1	2
211	одним словом	1	2
212	не все	1	2
213	тогда как	1	2
214	более и	1	2
215	в полном	1	2
216	сознания в	1	2
217	его к	1	2
218	в которой	3	2
219	в целом	4	2
220	образом и	1	2
221	но без	2	2
222	но на	1	2
223	времен и	1	2
224	и если	1	2
225	по крайней	2	2
226	так сказать	2	2
227	ключ к	1	2
228	к одному	1	2
229	и более	1	2
230	между человеком	1	2
231	с этой	1	2
232	но все	1	2
233	на все	1	2
234	прогресс в	1	2
235	то все	1	2
236	для них	1	2
237	о которых	1	2
238	чем в	1	2
239	духовной жизни	1	2
240	в один	2	2
241	и того	2	2
242	одного и	1	2
243	но если	3	2
244	быть названы	1	2
245	в их	3	2
246	но он	2	2
247	том же	1	2
248	к языку	1	2
249	эта мысль	1	2
250	дело в	3	2
251	что иное	1	2
252	только не	1	2
253	до своего	1	2
254	связанное с	1	2
255	народной жизни	1	2
256	природы в	1	2
257	к ней	2	2
258	ее с	1	2
259	заметить что	1	2
260	одного лица	1	2
261	заключает в	1	2
262	как будто	5	2
263	в движении	2	2
264	понимается им	1	2
265	сравнительно с	1	2
266	закон развития	1	2
267	имеет место	1	2
268	не будет	2	2
269	с ее	3	2
270	в собственном	1	2
271	мысль о	2	2
272	только то	1	2
273	и стремление	1	2
274	времени и	4	2
