N	2gram	Vinokur_St_3	Istorich
1	и в	25	25
2	вместе с	2	22
3	что он	19	22
4	и т	8	20
5	т д	2	18
6	может быть	19	17
7	т е	8	16
8	мы имеем	5	14
9	не только	12	13
10	но и	9	13
11	в его	12	12
12	так как	3	11
13	уже не	3	11
14	и не	10	11
15	в этом	24	10
16	тем что	19	10
17	все же	4	10
18	и его	3	9
19	его в	1	9
20	в виде	3	9
21	с другой	5	9
22	таким образом	10	9
23	еще не	2	8
24	и на	6	8
25	все эти	3	8
26	что в	19	8
27	на него	1	8
28	связи с	3	8
29	и что	3	8
30	мы видим	4	8
31	мы знаем	1	8
32	с тем	4	8
33	другой стороны	5	8
34	связь с	4	8
35	том что	15	8
36	представляет собой	1	7
37	в нем	1	7
38	а затем	1	7
39	как и	4	7
40	мы видели	1	7
41	во время	3	7
42	потому что	5	7
43	о том	8	7
44	и здесь	3	7
45	то что	12	7
46	только в	6	7
47	с одной	2	7
48	в качестве	4	7
49	при помощи	2	7
50	одной стороны	3	7
51	но это	4	7
52	в частности	1	7
53	как в	6	6
54	в нее	1	6
55	это не	7	6
56	не может	7	6
57	в этих	11	6
58	не в	6	6
59	и он	1	6
60	не совсем	2	6
61	что и	1	6
62	там где	1	6
63	прежде всего	10	6
64	могут быть	2	6
65	или в	2	6
66	в том	20	6
67	например в	4	5
68	ясно что	1	5
69	мы не	2	5
70	в ней	4	5
71	но не	2	5
72	с этим	7	5
73	что это	16	5
74	но все	2	5
75	как мы	2	5
76	в образе	1	5
77	связано с	5	5
78	показывает что	3	5
79	так же	1	5
80	для нас	1	5
81	и это	5	4
82	то же	5	4
83	до него	1	4
84	мы здесь	1	4
85	в ее	1	4
86	от этого	1	4
87	в истории	1	4
88	в которой	4	4
89	он не	5	4
90	не как	2	4
91	что все	3	4
92	на этой	1	4
93	и тем	4	4
94	тем не	2	4
95	не менее	2	4
96	того как	1	4
97	в некоторых	3	4
98	совершенно ясно	1	4
99	в пределах	1	4
100	в дальнейшем	1	4
101	что у	2	4
102	наряду с	1	4
103	с ним	1	4
104	раньше чем	3	4
105	а именно	1	4
106	же можно	1	4
107	если не	1	4
108	все это	8	4
109	в связи	3	4
110	в которых	2	3
111	его не	2	3
112	представлением о	1	3
113	на себя	1	3
114	ему в	1	3
115	то это	1	3
116	это же	1	3
117	что его	2	3
118	если в	2	3
119	по которому	1	3
120	и как	1	3
121	его к	2	3
122	в целом	4	3
123	в этой	14	3
124	на этом	3	3
125	в ином	1	3
126	но уже	1	3
127	в то	7	3
128	в русской	6	3
129	друг друга	1	3
