N	3gram	Bakhtin_Pr_4	Tvorches
1	в романах достоевского	4	12
2	преступлении и наказании	2	10
3	в преступлении и	2	10
4	то же время	5	7
5	в то же	5	7
6	в братьях карамазовых	2	6
7	по отношению к	5	3
8	у достоевского в	2	3
9	до сих пор	8	3
10	в романе идиот	1	3
11	не может быть	8	3
12	но прежде всего	1	2
13	в самом деле	4	2
14	и не может	7	2
15	и в то	1	2
16	в отличие от	3	2
17	на этот вопрос	2	2
18	в произведениях достоевского	2	2
19	в известной мере	1	2
20	так же как	1	2
21	преступления и наказания	3	2
22	в том же	1	2
23	и наказании но	1	2
24	что у достоевского	1	2
25	все же не	1	2
26	в xix веке	1	2
27	во всяком случае	1	2
28	с другой стороны	3	2
29	так и в	1	2
30	о том что	2	2
31	в одном из	2	2
32	в том что	2	2
33	он живет в	1	1
34	приводит его к	1	1
35	но самого смеха	1	1
36	нет и не	2	1
37	хотя и не	2	1
38	смеха не слышим	1	1
39	дело в том	2	1
40	начиная с преступления	1	1
41	и его обитатели	1	1
42	в том числе	4	1
43	изображенной действительности но	1	1
44	же как и	1	1
45	бы видим след	1	1
46	структуру образа но	1	1
47	минимума мы как	1	1
48	продолжает определять структуру	1	1
49	сами по себе	2	1
50	мы как бы	1	1
51	в структуре изображенной	1	1
52	является одним из	1	1
53	а может быть	1	1
54	что в нем	1	1
55	можно было бы	2	1
56	в письме к	1	1
57	приглушается до минимума	1	1
58	в диалогическом общении	1	1
59	образа но сам	1	1
60	так сказать в	1	1
61	на него в	1	1
62	самого смеха не	1	1
63	как бы видим	1	1
64	сам приглушается до	1	1
65	видим след смеха	1	1
66	и наказании мы	1	1
67	но в то	2	1
68	смеха в структуре	1	1
69	оно никогда не	1	1
70	и в процессе	1	1
71	но сам приглушается	1	1
72	в xx веке	1	1
73	но при этом	1	1
74	он продолжает определять	1	1
75	след смеха в	1	1
76	село степанчиково и	1	1
77	той или иной	2	1
78	в связи с	1	1
79	в мире достоевского	1	1
80	в виду что	1	1
81	таким-то образом и	1	1
82	к тому же	1	1
83	образа князя мышкина	1	1
84	не знал чем	1	1
85	к другим персонажам	1	1
86	с преступления и	1	1
87	одну и ту	1	1
88	степанчиково и его	1	1
89	жизни то есть	1	1
90	определять структуру образа	1	1
91	и братьев карамазовых	1	1
92	романов достоевского в	1	1
93	достоевского прежде всего	1	1
94	не лежит в	1	1
95	другой стороны и	1	1
96	то что не	1	1
97	которые сами по	1	1
98	с самого начала	1	1
99	прежде всего возникает	1	1
100	том числе и	3	1
101	структуре изображенной действительности	1	1
102	и ту же	1	1
103	а во второй	1	1
104	в каждом из	1	1
105	не о том	1	1
106	друг за другом	1	1
107	не приходит в	1	1
108	творчестве достоевского но	1	1
109	в конце романа	2	1
110	молодого человека в	1	1
111	и между ними	1	1
112	в высшей степени	1	1
113	в какой-то мере	1	1
114	совершенно не учитывает	1	1
115	действительности но самого	1	1
116	как и в	3	1
117	как раз после	1	1
118	до минимума мы	1	1
119	достоевский в своих	1	1
