N	2gram	Tiupa_Disk_1	Hudozhes
1	в мире	1	23
2	в качестве	34	19
3	то есть	20	18
4	состоит в	9	16
5	и не	11	16
6	не только	28	15
7	и в	16	15
8	в том	23	15
9	тогда как	19	13
10	может быть	17	13
11	в частности	9	13
12	при этом	13	12
13	и его	2	12
14	а в	5	12
15	но не	11	11
16	в этом	15	11
17	в себе	7	11
18	я в	1	11
19	эстетического отношения	1	11
20	то же	7	10
21	по отношению	9	10
22	представляет собой	17	10
23	как бы	5	10
24	так и	8	10
25	а не	22	10
26	отношению к	9	10
27	но и	14	10
28	такого рода	4	9
29	литературного произведения	3	9
30	точки зрения	3	9
31	в его	7	9
32	эстетического завершения	1	9
33	в рамках	5	8
34	своего рода	8	8
35	сводится к	5	8
36	произведение искусства	1	8
37	себя в	2	8
38	отличие от	5	7
39	но в	8	7
40	в принципе	2	7
41	внутренней речи	2	7
42	в отличие	5	7
43	в то	3	7
44	или иной	5	7
45	с другой	10	7
46	с его	4	6
47	отношение к	4	6
48	художественного письма	7	6
49	том что	19	6
50	не в	7	6
51	в основе	7	6
52	же время	4	6
53	по своей	11	6
54	в ее	3	6
55	приводит к	2	6
56	не сводится	3	6
57	в тексте	2	6
58	не может	9	6
59	что в	4	6
60	в их	5	5
61	эстетическая деятельность	3	5
62	более или	2	5
63	в самом	3	5
64	то что	5	5
65	художественной реальности	1	5
66	не предполагает	4	5
67	художественного творчества	1	5
68	тем самым	1	5
69	коммуникативного события	14	5
70	могут быть	4	5
71	той или	3	5
72	с ее	2	5
73	по сути	4	5
74	картина мира	3	5
75	можно сказать	5	5
76	а также	8	5
77	того что	3	5
78	и одновременно	2	5
79	только в	7	5
80	речевая маска	1	5
81	уже не	4	5
82	и т.п	12	5
83	другой стороны	3	5
84	или менее	2	5
85	в нем	9	5
86	героя и	2	5
87	отношения к	2	4
88	и то	1	4
89	мы имеем	2	4
90	высказывания в	6	4
91	говорить о	1	4
92	еще не	14	4
93	а только	1	4
94	как к	2	4
95	кто говорит	1	4
96	хотя и	2	4
97	сознания в	2	4
98	и как	6	4
99	он не	1	4
100	в другом	2	4
101	самим собой	1	4
102	и тем	2	4
103	в слове	1	4
104	в этих	1	4
105	в ходе	3	4
106	в своей	5	4
107	не столько	1	4
108	эстетический объект	1	4
109	личности в	1	4
110	говоря словами	1	4
111	и т.д	4	4
112	между тем	4	4
113	аналогичным образом	1	4
114	искусства в	1	4
115	в форме	2	4
116	для него	4	4
117	со стороны	7	4
118	к которому	2	4
119	прежде всего	11	4
120	не знает	1	4
121	воспринимающего сознания	2	4
122	как это	1	4
123	например в	2	4
124	к тому	5	4
125	особого рода	2	4
126	сказать что	3	4
127	речи и	1	4
128	того же	3	3
129	значении этого	3	3
130	со своей	1	3
131	и ее	2	3
132	в целом	4	3
133	в виду	2	3
134	как правило	4	3
135	и читателей	1	3
136	конечном счете	1	3
137	герой не	1	3
138	как говорит	1	3
139	в акте	3	3
140	как уже	3	3
141	и к	4	3
142	или иного	1	3
143	в противоположность	2	3
144	всего лишь	1	3
145	в которой	1	3
146	в притче	4	3
147	не следует	2	3
148	картины мира	1	3
149	одно и	1	3
150	это позиция	1	3
151	лишь в	4	3
152	это не	3	3
153	этом смысле	1	3
154	к области	2	3
155	текст в	1	3
156	как и	16	3
157	иначе говоря	2	3
158	одного и	2	3
159	несет в	1	3
160	с точки	1	3
161	все прочие	1	3
162	композиционных форм	1	3
163	тем не	1	3
164	однако в	3	3
165	литературного текста	1	3
166	в культуре	2	3
167	автора и	1	3
168	текст и	2	3
169	не менее	2	3
170	литературы как	1	3
171	в русской	1	3
172	в структуре	1	3
173	как раз	1	3
174	потому что	4	3
175	объекта и	1	3
176	ценностного центра	1	3
177	имеет место	3	3
178	рамках которого	1	3
179	не будет	1	3
180	говорит и	2	3
181	в произведении	3	3
182	в пределах	2	3
183	мог бы	1	3
184	к его	2	3
185	если бы	1	3
186	сути своей	2	3
187	и что	2	3
188	того или	2	3
189	в конечном	1	3
190	что он	4	3
191	к нему	1	3
192	во втором	4	3
193	и того	3	3
