N	2gram	Tiupa_Hudo_2	Psycholo
1	и в	28	38
2	то что	6	35
3	все время	3	30
4	в самом	5	25
5	в том	15	25
6	самом деле	3	21
7	что в	5	20
8	может быть	8	19
9	и что	1	18
10	точки зрения	2	16
11	что она	7	16
12	то есть	1	15
13	в ней	3	15
14	потому что	2	14
15	и т	4	14
16	если бы	6	14
17	как бы	5	14
18	том что	19	14
19	в этом	13	13
20	в этой	5	13
21	не только	11	12
22	не в	13	12
23	было бы	3	12
24	что он	8	11
25	и не	18	10
26	и все	7	10
27	что это	5	10
28	в сущности	1	10
29	то же	6	10
30	же самое	3	10
31	о которых	2	9
32	в двух	2	9
33	того чтобы	4	9
34	с точки	2	9
35	все же	2	8
36	для нас	3	8
37	вовсе не	2	8
38	так что	1	8
39	как раз	4	8
40	в одном	3	8
41	как и	11	8
42	из этого	1	8
43	и это	3	8
44	для того	4	8
45	перед нами	11	8
46	и то	2	8
47	с другой	3	7
48	не может	4	7
49	может служить	1	7
50	между тем	8	7
51	как мы	2	7
52	что у	3	7
53	мы уже	3	7
54	показать что	1	7
55	в ее	18	7
56	а в	6	7
57	а не	14	7
58	увидеть что	1	7
59	никак не	1	7
60	заключается в	1	7
61	и здесь	1	6
62	там где	1	6
63	до сих	2	6
64	как это	7	6
65	с одной	3	6
66	к тому	7	6
67	которых мы	1	6
68	и его	5	6
69	один из	2	6
70	в котором	6	6
71	тому что	4	6
72	о том	12	6
73	и на	3	6
74	она не	5	6
75	с самого	1	6
76	из них	2	6
77	так как	1	6
78	самого начала	1	6
79	он не	4	6
80	в которой	1	5
81	в другом	2	5
82	или в	3	5
83	одной стороны	3	5
84	иначе говоря	1	5
85	сих пор	2	5
86	действующих лиц	1	5
87	в поэтической	1	5
88	мы не	1	5
89	в своей	6	5
90	казалось бы	6	5
91	вместе с	2	5
92	совершенно не	1	5
93	в той	1	5
94	но и	9	5
95	и когда	1	5
96	другой стороны	1	5
97	так сказать	1	5
98	в его	11	5
99	на этом	2	5
100	несмотря на	3	5
101	я не	7	5
102	т п	2	5
103	с такой	2	5
104	в своем	5	5
105	все эти	1	4
106	в себе	9	4
107	что они	4	4
108	одна из	2	4
109	при этом	11	4
110	и для	2	4
111	т д	2	4
112	время как	1	4
113	в нем	3	4
114	во всех	1	4
115	и другое	1	4
116	не мог	1	4
117	раз в	3	4
118	здесь мы	1	4
119	того что	1	4
120	на деле	1	4
121	никогда не	5	4
122	и даже	1	4
123	как в	5	4
124	в самой	1	4
125	что если	1	4
126	сказать что	2	4
127	рассказ и	2	4
128	в течение	1	4
129	как будто	4	4
130	только в	4	4
131	который не	1	4
132	у него	5	4
133	согласиться с	1	4
134	когда он	1	4
135	у всех	3	4
136	что и	4	4
137	в своих	1	4
138	когда в	3	4
139	не то	1	4
140	что с	1	4
141	не могли	1	4
142	что все	3	3
143	на это	1	3
144	и тем	1	3
145	рассказ в	1	3
146	место в	2	3
147	которое она	1	3
148	могла бы	2	3
149	в один	1	3
150	в них	3	3
151	как на	2	3
152	здесь не	2	3
153	к концу	1	3
154	у читателя	1	3
155	каждого из	1	3
156	бы не	3	3
157	то и	4	3
158	та же	2	3
159	с уверенностью	1	3
160	по его	3	3
161	его в	2	3
162	бы в	1	3
163	такое же	1	3
164	были бы	1	3
165	и только	2	3
166	это только	1	3
167	она в	2	3
168	и о	4	3
169	и к	2	3
170	наше внимание	1	3
171	из этих	2	3
172	что не	2	3
173	в то	6	3
174	полагает что	1	3
175	а я	1	3
176	как только	3	3
177	едва ли	3	3
178	наряду с	5	3
179	он был	1	3
180	тем что	6	3
181	того как	2	3
182	эти два	1	3
183	в таком	1	3
184	всякий раз	3	3
185	этот рассказ	1	3
186	больше не	1	3
187	но в	2	3
188	только для	2	3
189	все это	3	3
190	к этому	1	3
191	со всей	2	3
192	в основе	2	3
193	стоит только	1	3
194	состоит в	7	3
195	она может	2	3
196	но это	1	3
197	в речи	1	3
198	характера а	2	2
199	в полном	1	2
200	для всех	1	2
201	образом и	1	2
202	когда мы	1	2
203	говорил о	1	2
204	по выражению	1	2
205	все те	2	2
206	данном случае	2	2
207	не могла	5	2
208	но он	1	2
209	в качестве	4	2
210	к смерти	1	2
211	говорит о	4	2
212	и который	1	2
213	в виде	2	2
214	так же	3	2
215	содержание рассказа	1	2
216	человеке и	1	2
217	еще и	2	2
218	рассказа и	2	2
219	своей жизни	4	2
220	с ним	7	2
221	от смерти	1	2
222	но мы	1	2
223	хотя бы	2	2
224	по преимуществу	3	2
225	не более	2	2
226	и другие	5	2
227	в конце	1	2
228	дело не	2	2
229	которому она	1	2
230	одно из	5	2
231	со всеми	1	2
232	эти слова	1	2
233	что рассказ	1	2
234	представляет собой	1	2
235	что же	2	2
236	между собой	1	2
237	с этой	1	2
238	прибегать к	1	2
239	например в	1	2
240	для него	5	2
241	тем в	1	2
242	бы для	1	2
243	отношения к	1	2
244	то как	1	2
245	что даже	2	2
246	но как	1	2
247	он все	1	2
248	к ней	2	2
249	в этих	3	2
250	и всегда	1	2
251	узнаем что	1	2
252	с ее	5	2
253	следует что	1	2
254	отнюдь не	2	2
255	уже не	10	2
256	и чем	1	2
257	мы в	1	2
258	в силу	1	2
259	можно назвать	1	2
260	остановиться на	1	2
261	к этой	1	2
262	уже давно	1	2
263	автора и	2	2
264	не должна	1	2
265	в одной	1	2
266	в глаза	1	2
267	ничего не	5	2
268	том как	2	2
269	нам в	1	2
270	от своего	2	2
271	со своей	2	2
272	в противоречие	1	2
273	это же	1	2
274	как же	2	2
275	той же	2	2
276	не просто	1	2
277	отвращение и	1	2
278	по мнению	1	2
279	могло бы	1	2
280	со стороны	3	2
281	лежит в	1	2
282	а с	3	2
283	она могла	1	2
284	однако и	2	2
285	мы читаем	2	2
286	а у	1	2
287	была бы	3	2
288	внимание на	3	2
289	героев в	1	2
290	он в	1	2
291	противоречие с	3	2
