N	2gram	Bakhtin_Pr_1	KulturaY
1	и в	23	23
2	точки зрения	21	23
3	в том	11	22
4	не только	13	17
5	в этом	25	16
6	было бы	6	16
7	с точки	15	16
8	самом деле	5	14
9	может быть	21	14
10	в области	3	14
11	в самом	8	13
12	что в	8	13
13	не менее	1	12
14	потому что	12	12
15	для того	2	12
16	вопрос о	4	11
17	том что	9	11
18	того чтобы	4	11
19	можно было	3	11
20	в его	24	11
21	того что	2	11
22	а не	20	11
23	можно говорить	2	10
24	у нас	1	10
25	и не	34	10
26	еще не	5	9
27	таким образом	11	9
28	хотя бы	2	9
29	так как	7	9
30	прежде всего	7	9
31	лишь в	3	8
32	зависимости от	3	8
33	если бы	10	8
34	уже не	8	8
35	до сих	2	8
36	сих пор	2	8
37	как на	2	8
38	в зависимости	3	7
39	все эти	8	7
40	в нашем	1	7
41	должно быть	1	7
42	если мы	1	7
43	те же	1	7
44	и что	1	7
45	с другой	2	7
46	в данном	2	7
47	слова и	1	7
48	сказать что	5	7
49	то же	10	6
50	говорить о	2	6
51	только в	8	6
52	так и	10	6
53	при этом	3	6
54	и тем	2	6
55	в их	3	6
56	ничего не	6	6
57	не может	11	6
58	могут быть	1	6
59	по себе	7	6
60	о том	2	6
61	что и	5	6
62	тот же	2	6
63	что он	10	6
64	для этого	1	6
65	и есть	5	5
66	в первом	2	5
67	как мы	5	5
68	я не	3	5
69	в чем	1	5
70	в рамках	2	5
71	все же	5	5
72	хотя и	1	5
73	из этих	2	5
74	как бы	28	5
75	что она	2	5
76	как и	8	5
77	не значит	2	5
78	не в	6	5
79	вовсе не	8	5
80	от того	2	5
81	не могут	6	5
82	всякого рода	1	5
83	тем что	3	5
84	далеко не	1	5
85	что же	1	5
86	тем более	1	5
87	но это	5	5
88	а в	7	5
89	совершенно не	1	5
90	отношения между	2	4
91	в сущности	5	4
92	точка зрения	7	4
93	как в	6	4
94	в своем	8	4
95	в целом	4	4
96	этого слова	2	4
97	в своей	11	4
98	что такое	1	4
99	не столько	3	4
100	том чтобы	1	4
101	же мы	1	4
102	тому что	2	4
103	тем самым	1	4
104	тогда когда	1	4
105	как раз	4	4
106	и о	3	4
107	в ее	1	4
108	данном случае	2	4
109	были бы	4	4
110	для нас	3	4
111	заключается в	2	4
112	между тем	5	4
113	один из	2	4
114	что не	1	4
115	не было	3	4
116	в той	6	4
117	то что	18	4
118	только как	1	4
119	на самом	4	3
120	это и	9	3
121	то в	1	3
122	по преимуществу	3	3
123	той же	6	3
124	есть не	2	3
125	мы не	2	3
126	в ней	1	3
127	но не	8	3
128	то он	3	3
129	но как	3	3
130	по отношению	11	3
131	отношение к	1	3
132	что именно	2	3
133	что как	1	3
134	и к	4	3
135	бы и	4	3
136	что это	1	3
137	бы сказать	1	3
138	но на	1	3
139	он не	4	3
140	и вот	2	3
141	и с	4	3
142	зрения на	8	3
143	с этой	1	3
144	не так	1	3
145	в которых	2	3
146	имеет смысл	2	3
147	и более	1	3
148	так называемого	1	3
149	как проблема	1	3
150	в отношении	2	3
151	она не	5	3
152	в то	10	3
153	на него	2	3
154	в процессе	4	3
155	и именно	1	3
156	в структуре	1	3
157	должна быть	2	3
158	был бы	5	3
159	в каком	1	3
160	не потому	2	3
161	не есть	1	3
162	только то	3	3
163	не трудно	1	3
164	в результате	4	3
165	и содержание	1	3
166	на вопрос	2	3
167	но и	11	3
168	это не	10	3
169	и только	1	3
170	этот вопрос	2	3
171	в какой	1	3
172	как же	3	3
173	и действительно	1	3
174	я в	1	3
175	уже в	5	3
176	иной смысл	1	3
177	ни в	3	3
178	могло бы	1	3
179	то это	1	3
180	именно в	6	3
181	а именно	1	3
182	а с	1	3
183	и пр	1	3
184	по существу	4	3
185	там где	6	3
186	того или	1	3
187	но для	2	3
188	это уже	1	3
189	к тому	1	3
190	формы и	1	3
191	мы должны	2	3
192	слово в	2	3
193	другой стороны	2	3
194	или иного	1	3
195	по поводу	1	3
196	они не	3	3
197	смысле слова	1	2
198	также что	1	2
199	тем же	1	2
200	к другому	2	2
201	отношению к	11	2
202	на западе	2	2
203	бы уже	2	2
204	на материале	3	2
205	на себя	3	2
206	подчеркнуть что	1	2
207	здесь не	1	2
208	чем это	1	2
209	не то	1	2
210	не все	1	2
211	отличие от	2	2
212	за пределы	6	2
213	что они	1	2
214	как к	1	2
215	на минуту	1	2
216	смысле этого	1	2
217	и как	8	2
218	но в	4	2
219	он в	2	2
220	в известном	1	2
221	как он	2	2
222	так сказать	3	2
223	и самый	1	2
224	же это	1	2
225	если же	2	2
226	в россии	1	2
227	но все	4	2
228	что все	3	2
229	значение в	1	2
230	есть конечно	1	2
231	этих форм	1	2
232	его в	4	2
233	с другими	7	2
234	приходит в	1	2
235	становится и	1	2
236	чем в	2	2
237	такой же	1	2
238	как таковой	1	2
239	остается в	2	2
240	смысл и	2	2
241	в этих	2	2
242	и при	1	2
243	в котором	2	2
244	бы привести	1	2
245	в отличие	2	2
246	не как	12	2
247	мысли и	2	2
248	своего рода	1	2
249	точку зрения	4	2
250	однако в	2	2
251	что основная	1	2
252	раз и	3	2
253	если и	1	2
254	не о	1	2
255	может служить	1	2
256	структурные моменты	1	2
257	более что	1	2
258	к газете	1	2
259	никак не	2	2
260	своей статье	1	2
261	том отношении	1	2
262	отличается от	2	2
263	из всего	2	2
264	в пределах	9	2
265	в дальнейшем	1	2
266	здесь как	1	2
267	совершенно иной	1	2
268	к его	1	2
269	что дело	1	2
270	и здесь	3	2
271	можно сказать	2	2
272	а потому	2	2
273	композиционные приемы	2	2
274	она может	1	2
275	известном смысле	1	2
276	все они	1	2
277	именно на	2	2
278	в качестве	1	2
279	конечно не	1	2
280	то и	2	2
281	ни одного	2	2
282	что если	1	2
283	дано в	2	2
284	не дает	3	2
285	не собираемся	1	2
286	в одном	9	2
287	в некоторых	1	2
288	так то	1	2
289	быть совершенно	1	2
290	перейти к	1	2
291	точек зрения	3	2
292	ни на	2	2
293	только что	1	2
294	на этот	2	2
295	в свете	3	2
296	что мы	1	2
297	чем же	1	2
298	именно поэтому	1	2
299	в частности	1	2
300	эти слова	1	2
301	вместе с	2	2
302	так же	6	2
303	подхода к	1	2
304	тому как	3	2
305	в тех	1	2
306	понял что	1	2
307	материал для	1	2
308	как например	2	2
309	в условиях	2	2
310	все это	7	2
311	кроме того	3	2
312	вопрос в	1	2
313	последнего времени	1	2
314	можно конечно	1	2
315	не знает	1	2
316	то здесь	1	2
317	равно как	1	2
318	первом случае	1	2
319	или иным	1	2
320	это в	2	2
321	во всяком	4	2
322	свою речь	1	1
323	если б	1	1
324	отношения к	2	1
325	же принципы	1	1
326	например в	3	1
327	зрения их	1	1
328	же как	1	1
329	в движение	1	1
330	и то	1	1
331	надобности возвращаться	1	1
332	далее и	1	1
333	из самых	1	1
334	до чрезвычайности	2	1
335	имеют все	1	1
336	иванов не	2	1
337	к фактам	1	1
338	уже по	1	1
339	делают его	1	1
340	форма его	1	1
341	из всех	1	1
342	на тех	1	1
343	он знает	3	1
344	во времени	3	1
345	и новые	1	1
346	именно к	1	1
347	почти все	1	1
348	и внутренние	1	1
349	так чтобы	1	1
350	время как	1	1
351	на себе	2	1
352	в полной	1	1
353	конечно и	4	1
354	как не	4	1
355	было до	1	1
356	и спорить	1	1
357	и на	10	1
358	он сам	3	1
359	бы то	3	1
360	роман и	1	1
361	а только	1	1
362	внутри этой	1	1
363	не входит	1	1
364	значение и	1	1
365	к слову	1	1
366	менее всего	4	1
367	тогда как	1	1
368	ни стало	1	1
369	нет и	1	1
370	вот эти	1	1
371	были не	1	1
372	сущности на	1	1
373	которые не	1	1
374	во что	2	1
375	идет о	3	1
376	в одной	4	1
377	с этим	1	1
378	поэтому-то и	1	1
379	что касается	1	1
380	в противном	1	1
381	перед нами	4	1
382	как уже	1	1
383	и понимания	3	1
384	себе дело	1	1
385	в противоположность	3	1
386	зрения как	1	1
387	за собой	1	1
388	впечатление что	1	1
389	со своей	1	1
390	себе как	1	1
391	в которой	4	1
392	отказывается от	1	1
393	ни один	2	1
394	тон в	1	1
395	в главе	1	1
396	нами в	1	1
397	свой материал	1	1
398	а вовсе	1	1
399	этот процесс	1	1
400	что без	1	1
401	он все	2	1
402	что сказать	1	1
403	интересно и	1	1
404	всех этих	3	1
405	самой форме	1	1
406	не к	1	1
407	образом и	1	1
408	смысле как	1	1
409	бы находятся	1	1
410	находит себе	1	1
411	или иных	1	1
412	только такое	1	1
413	природа и	1	1
414	слова можно	1	1
415	а вместе	1	1
416	в каждом	8	1
417	здесь мы	2	1
418	не будет	1	1
419	с самыми	1	1
420	сознание и	3	1
421	входит в	2	1
422	не выражают	1	1
423	подходит к	4	1
424	он есть	3	1
425	этом смысле	9	1
426	ведь в	1	1
427	тех которые	1	1
428	вводит в	2	1
429	он является	1	1
430	рядом с	13	1
431	все равно	2	1
432	он действительно	1	1
433	и уже	3	1
434	которые я	1	1
435	автора или	1	1
436	самого последнего	1	1
437	переносится в	1	1
438	он понимает	2	1
439	и поскольку	1	1
440	таким же	2	1
441	всяком случае	3	1
442	бы к	2	1
443	не находит	1	1
444	на основную	1	1
445	они уже	3	1
446	что я	1	1
447	признать что	1	1
448	дан на	1	1
449	значение для	1	1
450	к конкретному	1	1
451	этой формы	1	1
452	одном из	2	1
453	здесь становится	1	1
454	понимания и	1	1
455	мир и	6	1
456	творчества и	2	1
457	друг другу	2	1
458	у тургенева	1	1
459	по крайней	2	1
460	оказалось бы	1	1
461	зрения и	2	1
462	даже в	2	1
463	ему как	1	1
464	перестало быть	1	1
465	стоит в	1	1
466	как можно	2	1
467	в русской	1	1
468	содержания его	1	1
469	к этим	1	1
470	с газетой	1	1
471	в основе	5	1
472	чем не	1	1
473	не могло	1	1
474	речь и	1	1
475	рассматривать как	1	1
476	казалось бы	1	1
477	на язык	1	1
478	как формы	1	1
479	в самой	7	1
480	же время	7	1
481	того в	1	1
482	на те	1	1
483	по своей	1	1
484	слове и	1	1
485	что основное	1	1
486	это слово	1	1
487	убедиться в	1	1
488	и его	13	1
489	как будто	3	1
490	идет именно	1	1
491	котором в	1	1
492	сразу и	1	1
493	содержания как	1	1
494	по поэтике	1	1
495	не давая	1	1
496	лежит в	1	1
497	я сам	1	1
498	же самое	1	1
499	должны быть	1	1
500	всего в	1	1
501	в психологической	1	1
502	на это	1	1
503	то ни	3	1
504	но только	1	1
505	у себя	3	1
506	подходе к	2	1
507	характер и	1	1
508	приводит к	3	1
509	следовательно и	2	1
510	слова а	2	1
511	до самого	1	1
512	природе своей	1	1
513	о тех	1	1
514	никогда не	5	1
515	что каждый	1	1
516	переход к	1	1
517	по природе	1	1
518	и статей	1	1
519	это только	1	1
520	со всем	1	1
521	понятно что	1	1
522	уже само	1	1
523	но здесь	1	1
524	при том	1	1
525	вот это	1	1
526	о нем	11	1
527	создается впечатление	1	1
528	именно потому	2	1
529	искусства и	1	1
530	вот почему	1	1
531	сам был	2	1
532	тех кто	1	1
533	в сфере	2	1
534	важно не	1	1
535	формы нового	1	1
536	по этому	2	1
537	поэтики как	1	1
538	в данных	1	1
539	к нему	3	1
540	но он	2	1
541	тем или	1	1
542	тем как	4	1
543	во втором	1	1
544	не понимая	1	1
545	которые сделали	1	1
546	говорит он	8	1
547	повод к	1	1
548	тем менее	1	1
549	крайней мере	2	1
550	есть действительно	1	1
551	не надо	1	1
552	них в	1	1
553	вслед за	1	1
554	что бы	1	1
555	все время	1	1
556	в лучшем	2	1
557	которая как	1	1
558	действительности не	1	1
559	быть и	1	1
560	себе еще	2	1
561	но с	1	1
562	слов он	1	1
563	мы видим	3	1
564	одной из	1	1
565	минуту не	1	1
566	мы увидим	1	1
567	что даже	1	1
568	проникнуть в	1	1
569	в себе	5	1
570	эту задачу	1	1
571	они нуждаются	1	1
572	словом и	1	1
573	поэтому и	2	1
574	наше время	1	1
575	наоборот все	1	1
576	который в	1	1
577	от них	1	1
578	нам важно	1	1
579	сколько в	2	1
580	же и	1	1
581	нас с	1	1
582	не можем	1	1
583	тех или	1	1
584	говорить об	2	1
585	в начале	1	1
586	является не	3	1
587	но самое	1	1
588	этому вопросу	1	1
589	здесь же	1	1
590	на ней	1	1
591	или даже	2	1
592	при помощи	1	1
593	за ним	2	1
594	отдельные моменты	1	1
595	нуждаются в	1	1
