N	2gram	Bakhtin_Pr_2	Analitik
1	может быть	18	29
2	в том	8	27
3	не может	24	22
4	и не	42	21
5	в частности	1	19
6	и в	45	18
7	но и	15	17
8	а не	10	17
9	не только	16	15
10	не в	8	14
11	в этом	20	13
12	как и	14	13
13	в его	22	13
14	при этом	2	12
15	том что	7	12
16	в себе	5	11
17	то есть	50	11
18	произведения в	1	11
19	но не	6	10
20	то же	5	9
21	в то	5	9
22	а в	3	9
23	есть не	1	8
24	в мире	3	8
25	но в	6	8
26	в той	3	8
27	не есть	2	8
28	произведения как	1	7
29	тем самым	2	7
30	к тому	1	7
31	этого слова	2	7
32	я и	3	6
33	мы имеем	2	6
34	в сущности	7	6
35	по отношению	8	6
36	отличие от	1	6
37	в самом	13	6
38	в случае	1	6
39	это не	3	6
40	далеко не	4	6
41	точки зрения	19	6
42	в своей	6	6
43	в отличие	1	6
44	в основе	2	6
45	той или	3	6
46	же время	3	6
47	только в	9	6
48	себя в	2	6
49	то что	5	6
50	или иной	3	6
51	прежде всего	11	6
52	художественного произведения	1	5
53	в их	4	5
54	и на	7	5
55	и как	2	5
56	в произведении	5	5
57	в целом	5	5
58	в этой	1	5
59	лишь в	2	5
60	и его	8	5
61	о том	3	5
62	и того	1	5
63	и т.п	6	5
64	как бы	15	5
65	отношению к	8	5
66	что в	6	5
67	того же	1	4
68	из того	1	4
69	все же	4	4
70	тому же	1	4
71	с другими	7	4
72	не всегда	1	4
73	с точки	9	4
74	большей или	1	4
75	и более	2	4
76	по себе	8	4
77	в области	2	4
78	ни в	2	4
79	могут быть	4	4
80	так и	3	4
81	не с	1	4
82	с ним	8	4
83	в другом	1	4
84	с другой	1	4
85	того что	3	4
86	уже не	6	4
87	для того	1	4
88	именно в	3	4
89	себя и	2	4
90	во времени	1	4
91	вместе с	1	4
92	из которых	2	4
93	в литературе	6	4
94	или меньшей	1	4
95	одним из	3	3
96	таком случае	1	3
97	мере в	1	3
98	и есть	1	3
99	подхода к	1	3
100	место в	1	3
101	в художественном	3	3
102	вступает в	4	3
103	и к	2	3
104	автора и	2	3
105	в нашем	2	3
106	как он	4	3
107	в нем	20	3
108	он не	9	3
109	вследствие этого	1	3
