N	2gram	Propp_Isto_1	KulturaY
1	и т	25	54
2	т п	1	41
3	т е	10	32
4	и в	28	23
5	в том	9	22
6	не только	12	17
7	в этом	8	16
8	было бы	7	16
9	может быть	25	14
10	в области	2	14
11	что в	12	13
12	не менее	6	12
13	потому что	4	12
14	для того	1	12
15	вопрос о	5	11
16	том что	7	11
17	того чтобы	1	11
18	можно было	5	11
19	в его	5	11
20	того что	4	11
21	а не	15	11
22	можно говорить	1	10
23	у нас	1	10
24	и не	9	10
25	еще не	7	9
26	таким образом	8	9
27	тем не	6	9
28	хотя бы	4	9
29	так как	6	9
30	прежде всего	10	9
31	т д	22	8
32	зависимости от	2	8
33	если бы	8	8
34	в виду	1	8
35	уже не	3	8
36	до сих	5	8
37	сих пор	5	8
38	как это	3	7
39	в зависимости	2	7
40	все эти	4	7
41	в нашем	1	7
42	должно быть	2	7
43	того как	3	7
44	если мы	3	7
45	те же	1	7
46	и что	10	7
47	с другой	6	7
48	в языке	1	7
49	сказать что	5	7
50	то же	12	6
51	говорить о	1	6
52	в силу	5	6
53	только в	11	6
54	так и	9	6
55	при этом	3	6
56	и тем	2	6
57	с тем	4	6
58	в их	3	6
59	ничего не	2	6
60	связи с	4	6
61	не может	15	6
62	могут быть	4	6
63	по себе	3	6
64	о том	9	6
65	после того	1	6
66	что и	6	6
67	тот же	2	6
68	что он	10	6
69	для этого	3	6
70	также и	3	5
71	и есть	1	5
72	в первом	1	5
73	как мы	3	5
74	я не	3	5
75	уже выше	1	5
76	в рамках	2	5
77	независимо от	1	5
78	все же	10	5
79	хотя и	1	5
80	из этих	1	5
81	как бы	2	5
82	что она	5	5
83	как и	4	5
84	здесь можно	2	5
85	не значит	1	5
86	не в	9	5
87	вовсе не	2	5
88	не могут	2	5
89	и должно	3	5
90	всякого рода	2	5
91	тем что	3	5
92	в связи	4	5
93	что же	3	5
94	не будем	5	5
95	но это	4	5
96	а в	7	5
97	совершенно не	1	5
98	тех же	1	4
99	столь же	2	4
100	точка зрения	2	4
101	как в	2	4
102	в своем	5	4
103	только тогда	1	4
104	целый ряд	1	4
105	вопросом о	1	4
106	в целом	2	4
107	ответственность за	1	4
108	том случае	1	4
109	ясно что	2	4
110	этого слова	1	4
111	в своей	1	4
112	что такое	2	4
113	которые в	2	4
114	том чтобы	2	4
115	тому что	1	4
116	тогда когда	2	4
117	о них	1	4
118	как раз	2	4
119	в ее	2	4
120	были бы	2	4
121	для нас	13	4
122	а также	1	4
123	между тем	2	4
124	тех пор	1	4
125	один из	4	4
126	с одной	4	4
127	что не	2	4
128	слова в	1	4
129	не было	1	4
130	однако что	1	4
131	одной стороны	4	4
132	этом случае	1	4
133	до тех	1	4
134	то что	9	4
135	только как	1	4
136	речь идет	1	3
137	на самом	1	3
138	это и	1	3
139	то в	1	3
140	есть не	1	3
141	мы не	10	3
142	в ней	7	3
143	время в	1	3
144	то мы	4	3
145	но не	5	3
146	то он	2	3
147	но как	1	3
148	по отношению	3	3
149	отнюдь не	1	3
150	что именно	1	3
151	что как	1	3
152	и к	1	3
153	что это	8	3
154	бы не	1	3
155	тому же	1	3
156	он не	2	3
157	и вот	2	3
158	и с	4	3
159	мы видели	2	3
160	не так	2	3
161	но если	2	3
162	в которых	1	3
163	и более	1	3
164	случае когда	1	3
165	в отношении	1	3
166	она не	1	3
167	в то	3	3
168	как о	2	3
169	на него	4	3
170	должна быть	5	3
171	не по	2	3
172	такое изучение	1	3
173	был бы	2	3
174	в каком	1	3
175	не есть	2	3
176	только то	1	3
177	слово есть	1	3
178	не трудно	1	3
179	в результате	1	3
180	на вопрос	2	3
181	но и	10	3
182	нас в	2	3
183	связь между	3	3
184	это не	7	3
185	и только	2	3
186	может иметь	1	3
187	этот вопрос	7	3
188	в какой	3	3
189	в данной	2	3
190	ставит себе	1	3
191	то это	3	3
192	именно в	3	3
193	а именно	4	3
194	а с	2	3
195	естественно что	1	3
196	и пр	4	3
197	xix века	2	3
198	когда мы	2	3
199	по существу	5	3
200	там где	4	3
201	того или	1	3
202	к тому	6	3
203	мы должны	13	3
204	другой стороны	5	3
205	или иного	1	3
206	они не	4	3
207	также что	1	2
208	чтобы не	3	2
209	тем же	1	2
210	отношению к	3	2
211	что эти	1	2
212	к нашей	1	2
213	мы имеем	13	2
214	ответить на	1	2
215	на себя	1	2
216	случаи когда	3	2
217	подчеркнуть что	2	2
218	и говорить	1	2
219	здесь не	4	2
220	и вопрос	1	2
221	чем это	4	2
222	не то	4	2
223	не все	4	2
224	отличие от	2	2
225	не просто	3	2
226	или иное	1	2
227	что они	5	2
228	связи и	2	2
229	далее следует	1	2
230	относится к	2	2
231	и я	1	2
232	дает нам	1	2
233	смысле этого	1	2
234	когда он	6	2
235	и как	2	2
236	имеет в	1	2
237	более или	5	2
238	увидим что	5	2
239	но в	8	2
240	еще на	1	2
241	очень много	3	2
242	а во-вторых	1	2
243	он в	2	2
244	и тот	2	2
245	как он	2	2
246	так сказать	1	2
247	и если	2	2
248	на этом	3	2
249	но все	4	2
250	это конечно	3	2
251	с целью	1	2
252	его в	6	2
253	с вопросом	1	2
254	чем в	1	2
255	или менее	5	2
256	в этих	7	2
257	в котором	3	2
258	в отличие	2	2
259	не как	3	2
260	своего рода	1	2
261	точку зрения	3	2
262	если это	1	2
263	однако в	2	2
264	нас к	1	2
265	раз и	3	2
266	данной связи	1	2
267	в таких	2	2
268	дело не	5	2
269	это еще	1	2
270	которые можно	2	2
271	никак не	1	2
272	можно рассматривать	1	2
273	том отношении	1	2
274	уже о	1	2
275	одно только	1	2
276	а что	1	2
277	речи эта	1	2
278	такая же	1	2
279	из всего	1	2
280	говоря уже	1	2
281	совершенно ясно	1	2
282	так в	4	2
283	но мы	2	2
284	в пределах	4	2
285	в дальнейшем	5	2
286	примеров можно	1	2
287	на том	1	2
288	здесь как	1	2
289	совершенно иной	1	2
290	и здесь	7	2
291	внимание на	1	2
