N	3gram	Berdyaev_M_1	Problema
1	о том что	1	9
2	в том что	1	8
3	в конце концов	2	6
4	что иное как	1	3
5	вместе с тем	5	3
6	то время как	2	3
7	как будто бы	2	3
8	в то время	2	3
9	не что иное	1	3
10	потому что он	1	2
11	по отношению к	2	2
12	до сих пор	2	2
13	но и в	4	2
14	не может быть	17	2
15	во всяком случае	1	2
16	и никогда не	1	2
17	для нас в	1	2
18	для того чтобы	2	2
19	не мог быть	1	2
20	и в конце	2	1
21	все в нем	1	1
22	любви к людям	1	1
23	он хотел бы	2	1
24	в себе самом	1	1
25	в самом деле	1	1
26	потому что не	1	1
27	в легенде о	2	1
28	и в обществе	1	1
29	человека а не	1	1
30	и он не	1	1
31	между тем как	1	1
32	человек в своем	1	1
33	в наше время	1	1
34	но это не	1	1
35	можно было бы	1	1
36	нет у него	1	1
37	еще в одном	1	1
38	у него нет	1	1
39	своей борьбе с	1	1
40	не только в	2	1
41	в своем природном	1	1
42	отношение к свободе	1	1
43	порождает из себя	1	1
44	человеческого духа от	1	1
45	мира и человека	1	1
46	еще в середине	1	1
47	и для человека	1	1
48	а вовсе не	1	1
49	у него не	1	1
50	только и состоит	1	1
51	человека но и	1	1
52	и в том	1	1
53	бросается в глаза	1	1
54	в своей борьбе	1	1
55	будто бы был	1	1
56	от того что	1	1
57	том смысле что	1	1
58	в конце этой	1	1
59	с тем он	2	1
60	и вместе с	4	1
61	это и есть	4	1
62	сосредоточенной в себе	1	1
63	смысле слова он	1	1
64	в том смысле	2	1
65	но не только	1	1
66	он не видит	1	1
67	в нем не	2	1
