N	3gram	Tiupa_Lite_2	Myslijsy
1	по отношению к	3	13
2	в том что	5	13
3	не может быть	7	9
4	тем не менее	2	6
5	с другой стороны	4	5
6	не в том	1	4
7	в свою очередь	1	4
8	подобно тому как	2	3
9	что не может	1	3
10	с точки зрения	3	3
11	а так как	1	3
12	с одной стороны	6	3
13	а в том	1	3
14	то же время	9	3
15	в то же	9	3
16	бы то ни	1	2
17	по крайней мере	2	2
18	но с другой	3	2
19	к тому что	1	2
20	не могут быть	1	2
21	для того чтобы	1	2
22	все то что	1	2
23	не только не	1	2
24	и т п	2	2
25	в сравнении с	2	2
26	быть не может	1	2
27	это могло бы	1	1
28	вообще может быть	1	1
29	то с другой	1	1
30	не говоря уже	2	1
31	но то что	1	1
32	на самом деле	1	1
33	слова так и	1	1
34	одной стороны и	1	1
35	мы не можем	1	1
36	говоря уже о	2	1
37	же время не	1	1
38	только то что	1	1
39	в этом отношении	3	1
40	предшествующим и последующим	1	1
41	из того что	1	1
42	нам остается только	1	1
43	можно было бы	1	1
44	от слова и	1	1
45	что ни есть	1	1
46	раньше и не	1	1
47	с этой точки	1	1
48	свое собственное слово	1	1
49	то ни было	1	1
50	ни было но	1	1
51	себя и других	1	1
52	не мог бы	1	1
53	тем что в	1	1
54	в этом с	1	1
55	имея в виду	1	1
56	после того как	1	1
57	о том что	2	1
58	в одном из	1	1
59	этой точки зрения	1	1
60	если б мы	1	1
61	не так как	2	1
62	как мы видели	1	1
