N	2gram	Bakhtin_Pr_1	Hudozhes
1	в мире	7	23
2	в качестве	1	19
3	то есть	24	18
4	и не	34	16
5	не только	13	15
6	и в	23	15
7	в том	11	15
8	тогда как	1	13
9	может быть	21	13
10	в частности	1	13
11	при этом	3	12
12	и его	13	12
13	а в	7	12
14	но не	8	11
15	в этом	25	11
16	в себе	5	11
17	я в	1	11
18	то же	10	10
19	по отношению	11	10
20	как бы	28	10
21	так и	10	10
22	а не	20	10
23	отношению к	11	10
24	но и	11	10
25	такого рода	1	9
26	точки зрения	21	9
27	в его	24	9
28	в рамках	2	8
29	своего рода	1	8
30	себя в	3	8
31	отличие от	2	7
32	но в	4	7
33	в отличие	2	7
34	в то	10	7
35	с другой	2	7
36	в искусстве	2	7
37	с его	6	6
38	отношение к	1	6
39	том что	9	6
40	не в	6	6
41	в основе	5	6
42	же время	7	6
43	по своей	1	6
44	в ее	1	6
45	приводит к	3	6
46	не может	11	6
47	что в	8	6
48	в их	3	5
49	в самом	8	5
50	то что	18	5
51	ни в	3	5
52	художественного творчества	2	5
53	тем самым	1	5
54	могут быть	1	5
55	с ее	2	5
56	можно сказать	2	5
57	того что	2	5
58	и одновременно	3	5
59	только в	8	5
60	уже не	8	5
61	и т.п	3	5
62	между ними	2	5
63	другой стороны	2	5
64	в нем	20	5
65	героя и	5	5
66	отношения к	2	4
67	и то	1	4
68	место в	1	4
69	говорить о	2	4
70	жизни как	1	4
71	еще не	5	4
72	а только	1	4
73	как к	1	4
74	хотя и	1	4
75	сознания в	2	4
76	и как	8	4
77	порядка в	2	4
78	он не	4	4
79	и тем	2	4
80	в этих	2	4
81	в своей	11	4
82	не столько	3	4
83	личности в	4	4
84	входит в	2	4
85	между тем	5	4
86	в форме	6	4
87	художественного восприятия	1	4
88	во времени	3	4
89	для него	15	4
90	со стороны	2	4
91	к которому	1	4
92	прежде всего	7	4
93	а на	1	4
94	не знает	1	4
95	например в	3	4
96	к тому	1	4
97	сказать что	5	4
98	со своей	1	3
99	авторской позиции	3	3
100	в целом	4	3
101	как правило	1	3
102	в художественном	2	3
103	как уже	1	3
104	и к	4	3
105	или иного	1	3
106	в противоположность	3	3
107	в которой	4	3
108	не следует	1	3
109	он должен	1	3
110	одно и	1	3
111	лишь в	3	3
112	его в	4	3
113	это не	10	3
114	этом смысле	9	3
115	как и	8	3
116	с точки	15	3
117	но он	2	3
118	их в	2	3
119	однако в	2	3
120	автора и	5	3
121	в отношении	2	3
122	не менее	1	3
123	в русской	1	3
124	в структуре	1	3
125	как раз	4	3
126	потому что	12	3
127	не будет	1	3
128	в произведении	1	3
129	в пределах	9	3
130	к его	1	3
131	если бы	10	3
132	и внешней	1	3
133	и что	1	3
134	того или	1	3
135	что он	10	3
136	к нему	3	3
137	во втором	1	3
138	во всей	2	3
139	или иным	1	3
140	к содержанию	1	3
141	в области	3	3
