N	2gram	Tiupa_Hudo_1	Psycholo
1	в том	12	37
2	и в	14	32
3	и что	2	22
4	том что	16	21
5	потому что	5	21
6	то что	8	21
7	что в	6	20
8	может быть	5	18
9	точки зрения	5	17
10	не может	7	17
11	самом деле	5	16
12	что она	4	16
13	того чтобы	3	14
14	то же	9	13
15	в этом	11	13
16	при этом	12	13
17	что он	9	13
18	в самом	4	12
19	не только	12	12
20	по себе	2	12
21	с и	2	12
22	так как	1	12
23	на то	4	11
24	было бы	6	11
25	с тем	1	11
26	в основе	1	11
27	и т	11	10
28	когда он	1	10
29	с точки	3	10
30	но и	5	10
31	как и	9	10
32	и не	2	10
33	как в	8	9
34	никогда не	6	9
35	что при	3	9
36	тем что	3	9
37	что все	1	9
38	в своих	3	9
39	с таким	1	8
40	той же	2	8
41	не в	7	8
42	не менее	5	8
43	т п	8	8
44	того что	4	8
45	в сущности	1	7
46	что они	1	7
47	и как	1	7
48	все эти	3	7
49	ясно что	2	7
50	такой же	3	7
51	и его	5	7
52	как будто	4	7
53	к тому	7	7
54	можно было	5	7
55	только в	5	7
56	мы знаем	2	7
57	что для	1	7
58	а не	12	7
59	сказать что	1	7
60	в этой	8	6
61	в художественном	2	6
62	он не	4	6
63	если бы	3	6
64	формы и	1	6
65	о том	12	6
66	тот же	1	6
67	и из	1	6
68	как бы	7	6
69	же самое	1	6
70	на самом	2	5
71	исходит из	1	5
72	и на	3	5
73	что его	1	5
74	только на	2	5
75	что у	3	5
76	далеко не	1	5
77	все это	2	5
78	в то	8	5
79	в ней	4	5
80	и даже	3	5
81	до сих	2	5
82	вслед за	1	5
83	отнюдь не	3	5
84	сих пор	2	5
85	как раз	4	5
86	этом отношении	3	5
87	же как	2	4
88	едва ли	3	4
89	столь же	4	4
90	в чем	1	4
91	есть по	1	4
92	с этим	3	4
93	все же	3	4
94	в действительности	4	4
95	с той	2	4
96	в произведении	1	4
97	в целом	2	4
98	в нем	3	4
99	к одному	1	4
100	и по	3	4
101	том случае	1	4
102	и с	4	4
103	и тем	1	4
104	в жизни	1	4
105	несмотря на	4	4
106	в данном	1	4
107	иначе говоря	2	4
108	знаем что	1	4
109	и более	1	4
110	тому что	4	4
111	не имеет	2	4
112	ничего не	8	4
113	как она	2	4
114	и до	1	4
115	что на	2	4
116	и для	3	4
117	могут быть	1	4
118	тем не	4	4
119	если же	1	4
120	и это	4	4
121	данном случае	1	4
122	и когда	3	4
123	и поэтому	2	4
124	никак не	2	4
125	между тем	8	4
126	из них	4	4
127	в творчестве	3	4
128	как это	1	4
129	с этой	2	4
130	случае если	1	4
131	при таком	1	4
132	и все	4	4
133	а в	7	4
134	из этого	1	4
135	жизни и	5	4
136	например в	2	3
137	и то	1	3
138	приходит к	1	3
139	на тех	3	3
140	мы не	2	3
141	и он	5	3
142	во всех	1	3
143	но как	2	3
144	а только	4	3
145	если оно	1	3
146	в общем	1	3
147	относится к	1	3
148	что именно	1	3
149	как к	3	3
150	и к	4	3
151	но в	5	3
152	та же	4	3
153	он в	1	3
154	главным образом	1	3
155	он все	1	3
156	состоит в	2	3
157	не как	1	3
158	и вот	1	3
159	на этом	3	3
160	об этом	5	3
161	к области	1	3
162	к которым	1	3
163	в своей	10	3
164	в их	2	3
165	в которых	1	3
166	жизни с	1	3
167	и другого	1	3
168	человеком и	1	3
169	но он	3	3
170	том чтобы	1	3
171	в отношении	1	3
172	не могут	1	3
173	и другой	1	3
174	на это	1	3
175	с ее	2	3
176	в виду	1	3
177	так и	13	3
178	жизнь и	1	3
179	с другой	1	3
180	в конечном	2	3
181	мы должны	1	3
182	один из	4	3
183	действующих лиц	2	3
184	и так	2	3
185	и ее	1	3
186	так что	2	3
187	что не	2	3
188	конечном счете	2	3
189	но совершенно	1	3
190	представить себе	1	3
191	сами по	1	3
192	в конце	4	3
193	художника и	1	3
194	до конца	2	3
195	художественного построения	3	3
196	в частности	5	3
197	ни на	1	3
198	того или	2	3
199	по своему	3	3
200	видит в	3	3
201	что же	2	3
202	в смысле	1	3
203	конце концов	1	3
204	хотя бы	1	3
205	в свою	1	3
206	легко заметить	2	3
207	который не	1	3
208	также и	1	2
209	и без	1	2
210	только потому	2	2
211	не имеют	3	2
212	и этот	1	2
213	еще не	7	2
214	ни у	1	2
215	в первый	2	2
216	есть нечто	1	2
217	который видит	1	2
218	как во	1	2
219	с но	1	2
220	же что	1	2
221	к своему	2	2
222	которых может	2	2
223	с его	5	2
224	в ее	3	2
225	но не	3	2
226	явлений и	1	2
227	если в	2	2
228	ответ на	1	2
229	себе и	2	2
230	художественного впечатления	1	2
231	отличие от	1	2
232	однако не	1	2
233	в которой	1	2
234	бы не	1	2
235	и тот	1	2
236	в себе	11	2
237	как он	2	2
238	т д	3	2
239	они в	2	2
240	в узком	1	2
241	на его	2	2
242	заключает в	2	2
243	то ни	1	2
244	то чтобы	2	2
245	произведения с	2	2
246	была в	1	2
247	это не	7	2
248	но так	1	2
249	смысл и	1	2
250	всяком случае	1	2
251	опять как	1	2
252	место в	1	2
253	их в	1	2
254	том и	1	2
255	и наоборот	1	2
256	в этих	5	2
257	что этот	1	2
258	для нее	2	2
259	вплоть до	1	2
260	как можно	1	2
261	и другое	2	2
262	на него	2	2
263	в самых	1	2
264	того и	1	2
265	его от	1	2
266	и всегда	1	2
267	казалось бы	7	2
268	в самой	1	2
269	же время	8	2
270	которая не	2	2
271	не до	1	2
272	не потому	1	2
273	ни в	5	2
274	когда мы	1	2
275	в полном	1	2
276	что оно	1	2
277	она не	4	2
278	на вопрос	2	2
279	из их	1	2
280	и которая	1	2
281	свою очередь	1	2
282	сводится к	1	2
283	в особенности	1	2
284	и говорит	1	2
285	так в	2	2
286	роль в	1	2
287	на том	2	2
288	который он	1	2
289	том как	3	2
290	в таком	3	2
291	во всяком	1	2
292	с того	2	2
293	этих двух	1	2
294	в его	8	2
295	и только	1	2
296	в него	2	2
297	согласиться с	2	2
298	в какой	1	2
299	это очень	1	2
300	именно на	1	2
301	и у	1	2
302	творчества в	1	2
303	их как	1	2
304	говорит о	1	2
305	могло бы	1	2
306	слова в	2	2
307	не любит	1	2
308	в одном	1	2
309	вовсе не	1	2
310	отношение к	1	2
311	каждый из	1	2
312	и никогда	1	2
313	на примере	1	2
314	а с	2	2
315	не было	4	2
316	не на	1	2
317	в руках	1	2
318	там где	1	2
319	на который	1	2
320	противоречие с	1	2
321	басни крылова	1	2
322	например когда	1	2
323	из которых	1	2
324	его жизни	2	2
325	но это	1	2
326	для нас	1	2
327	интерес к	5	2
328	тем более	1	2
329	всякий раз	1	2
330	с он	1	2
331	первый раз	1	2
332	в романе	1	2
333	их с	1	2
334	но когда	1	2
335	или иного	2	2
336	в свое	1	2
337	и от	4	2
338	заметить что	2	2
339	это в	3	2
340	все что	1	2
341	этой точки	1	2
342	а между	1	1
343	смысле слова	1	1
344	такое впечатление	1	1
345	как известно	1	1
346	речь идет	3	1
347	говоря о	2	1
348	с с	4	1
349	таком случае	1	1
350	человека и	1	1
351	словами и	1	1
352	другому человеку	2	1
353	решительно все	1	1
354	анекдоте или	1	1
355	в первом	1	1
356	к другому	4	1
357	его же	1	1
358	по преимуществу	3	1
359	на две	1	1
360	любит а	1	1
361	высшей степени	1	1
362	во-первых в	1	1
363	и за	1	1
364	их и	1	1
365	а как	1	1
366	к нашей	1	1
367	делаем то	1	1
368	второй смысл	1	1
369	что уже	1	1
370	на тему	1	1
371	моря и	1	1
372	похожи на	1	1
373	отличать от	1	1
374	на другом	1	1
375	литературы и	1	1
376	нее было	1	1
377	все так	1	1
378	он сам	1	1
379	время в	1	1
380	его словам	1	1
381	без которого	1	1
382	с одной	1	1
383	чем это	1	1
384	он относится	1	1
385	своей души	1	1
386	есть своя	1	1
387	для других	2	1
388	и т.д	1	1
389	с совершенно	1	1
390	а и	2	1
391	друг от	1	1
392	когда тот	1	1
393	легче и	1	1
394	связи и	1	1
395	не самое	1	1
396	внешних и	1	1
397	к сожалению	1	1
398	чем же	1	1
399	идет о	3	1
400	это одно	1	1
401	его на	1	1
402	общего с	1	1
403	не согласиться	2	1
404	сострадания и	1	1
405	что касается	1	1
406	сознания в	1	1
407	сострадания к	2	1
408	и какой	1	1
409	к числу	1	1
410	более или	1	1
411	не кажется	1	1
412	то в	4	1
413	где все	1	1
414	уже не	7	1
415	в литературном	2	1
416	можно не	1	1
417	из этих	1	1
418	собаку и	1	1
419	только один	1	1
420	но ведь	1	1
421	чувства а	1	1
422	не могла	1	1
423	вообще не	1	1
424	например как	1	1
425	не следует	2	1
426	к рассказу	1	1
427	ключ к	2	1
428	в восприятии	1	1
429	он должен	1	1
430	в искусство	1	1
431	и читателя	4	1
432	понятий и	1	1
433	в силу	1	1
434	сказал что	1	1
435	именно к	1	1
436	свое время	1	1
437	в плане	1	1
438	и предполагает	1	1
439	что ни	1	1
440	в нее	1	1
441	но все	1	1
442	же не	1	1
443	тем в	1	1
444	этом он	1	1
445	различие между	1	1
446	же касается	2	1
447	в другом	2	1
448	от некоторых	1	1
449	его не	1	1
450	несла в	1	1
451	его в	3	1
452	первой главе	3	1
453	ничего удивительного	1	1
454	на бумаге	1	1
455	в глазах	6	1
456	литературном произведении	1	1
457	но именно	1	1
458	д с	2	1
459	в художественную	1	1
460	является для	1	1
