N	2gram	Berdyaev_M_1	Vladivir
1	вл соловьева	1	160
2	вл соловьев	1	121
3	и в	28	31
4	не только	29	24
5	а к	1	22
6	но и	25	19
7	то что	5	18
8	и не	11	17
9	и даже	1	15
10	у него	17	15
11	соловьева в	1	15
12	в этом	20	14
13	том что	3	14
14	и с	3	14
15	он был	14	14
16	что в	10	14
17	но в	7	12
18	в его	9	12
19	что он	10	12
20	с его	3	11
21	о том	2	11
22	в том	6	11
23	потому что	16	11
24	и то	1	10
25	также и	2	10
26	он не	24	10
27	так что	1	10
28	никогда не	14	9
29	в конце	7	9
30	только в	6	9
31	даже и	2	9
32	в течение	1	9
33	а в	4	9
34	и по	4	8
35	в то	2	8
36	так как	3	8
37	мы уже	1	7
38	и его	9	7
39	для него	11	7
40	об этом	1	7
41	о нем	2	7
42	в эти	1	7
43	уже в	4	7
44	сказать что	2	7
45	и был	1	6
46	не без	1	6
47	то он	1	6
48	и к	2	6
49	это было	1	6
50	он и	2	6
51	в котором	8	6
52	у нас	5	6
53	и сам	1	6
54	так и	1	6
55	разного рода	2	6
56	и что	2	6
57	может быть	30	6
58	на этот	2	6
59	и потому	10	6
60	не может	28	6
61	к этому	2	6
62	не был	7	5
63	когда он	3	5
64	это был	1	5
65	не очень	1	5
66	которой он	1	5
67	не в	16	5
68	что и	4	5
69	в россию	1	5
70	вовсе не	1	5
71	но он	9	5
72	не было	18	5
73	что же	1	5
74	все это	6	5
75	и от	2	5
76	с ним	2	5
77	в период	1	5
78	жизни и	2	5
79	в своих	1	5
80	он уже	6	4
81	я не	1	4
82	в этой	6	4
83	в истории	2	4
84	в своем	10	4
85	и как	2	4
86	говорит что	1	4
87	в этот	2	4
88	в которой	6	4
89	в себе	7	4
90	как он	2	4
91	в нем	13	4
92	в россии	2	4
93	как и	5	4
94	ни с	4	4
95	еще в	2	4
96	в своей	15	4
97	мысли и	2	4
98	не раз	1	4
99	к ней	4	4
100	во всем	1	4
101	да и	1	4
102	к нему	7	4
103	по своей	2	4
104	один из	4	4
105	себя в	3	4
106	и у	2	4
107	относился к	1	4
108	и все	10	4
109	для нас	3	4
110	и через	1	3
111	но она	1	3
112	и он	12	3
113	и на	6	3
114	то мы	1	3
115	но не	8	3
116	отношение к	4	3
117	он пишет	1	3
118	и речи	1	3
119	за пределы	4	3
120	что они	1	3
121	как в	2	3
122	все же	2	3
123	со своей	1	3
124	он в	2	3
125	все эти	2	3
126	н страхов	1	3
127	и вот	3	3
128	то есть	3	3
129	всю жизнь	4	3
130	не мог	3	3
131	во время	1	3
132	но это	1	3
133	в отношении	1	3
134	ничего не	3	3
135	к тому	3	3
136	время он	1	3
137	в жизни	3	3
138	и всякой	1	3
139	к его	1	3
140	жизнь и	1	3
141	человека как	2	3
142	конце концов	2	3
143	мы увидим	3	3
144	и действительно	1	3
145	уже не	4	3
146	за границу	1	3
147	и из	1	3
148	по своим	1	3
149	был в	4	3
150	него не	2	3
151	под влиянием	1	3
152	если не	1	3
153	вместе с	6	3
154	по своему	2	3
155	в начале	2	3
156	на одной	1	3
157	но этот	1	3
158	и т	1	2
159	одним из	2	2
160	тех же	1	2
161	это и	4	2
162	и до	1	2
163	и тут	1	2
164	который был	2	2
165	он принимал	1	2
166	хотя бы	3	2
167	ему в	1	2
168	еще не	1	2
169	мы читаем	1	2
170	он сам	6	2
171	россии и	1	2
172	к жизни	1	2
173	ответ на	1	2
174	нет и	5	2
175	в свои	1	2
176	и я	5	2
177	его на	1	2
178	как к	1	2
179	кто не	1	2
180	его к	1	2
181	конечно не	3	2
182	учение о	3	2
183	что она	1	2
184	вера в	3	2
185	и еще	3	2
186	и считал	1	2
187	на этом	3	2
188	от нее	5	2
189	лишь в	6	2
190	и кажется	1	2
191	было бы	10	2
192	в свой	2	2
193	кажется что	1	2
194	в них	4	2
195	за это	1	2
196	писал о	1	2
197	были в	1	2
198	все было	1	2
199	с тем	9	2
200	бога и	10	2
201	точки зрения	4	2
202	что такое	1	2
203	место в	2	2
204	что я	1	2
205	в философии	1	2
206	что сам	1	2
207	и почти	1	2
208	не менее	1	2
209	того чтобы	2	2
210	к концу	4	2
211	в каком	2	2
212	у меня	1	2
213	в момент	3	2
214	все мои	1	2
215	для того	2	2
216	на это	1	2
217	и о	1	2
218	его была	1	2
219	то время	2	2
220	не столько	1	2
221	связи со	1	2
222	литературы он	1	2
223	она была	1	2
224	был не	2	2
225	на все	1	2
226	она всегда	1	2
227	с того	2	2
228	толстой и	3	2
229	и можно	1	2
230	этот момент	1	2
231	а именно	1	2
232	и мы	2	2
233	того что	7	2
234	всяком случае	1	2
235	философии но	2	2
236	русской истории	1	2
237	одной из	1	2
238	он очень	1	2
239	то и	1	2
240	был очень	2	2
241	не стал	2	2
242	и никогда	1	2
243	тем что	4	2
244	не были	1	2
245	же о	1	2
246	или о	1	2
247	было сказано	1	2
248	что мы	1	2
249	жизнь в	1	2
250	чем не	1	2
251	суждений о	1	2
252	с первого	1	2
253	этот свой	1	2
254	к себе	1	2
255	он будет	1	2
256	в это	1	2
257	своей жизни	1	2
258	о его	1	2
259	нисколько не	1	2
260	с небывалой	1	2
261	и для	2	2
262	которых он	4	2
263	особого рода	1	2
264	от него	4	2
265	которую он	2	2
266	тем более	1	2
267	отношением к	1	2
268	был человек	2	2
269	в самом	11	2
270	к этой	2	2
271	и это	12	2
272	в частности	1	2
273	была для	1	2
274	во всяком	1	2
275	все что	2	2
276	всегда в	1	1
277	к людям	1	1
278	отношении к	2	1
279	на самом	1	1
280	истина которая	1	1
281	мастер в	1	1
282	и есть	14	1
283	когда человек	3	1
284	и нужно	2	1
285	был и	1	1
286	а под	1	1
287	отношения к	4	1
288	в их	4	1
289	сказать с	1	1
290	он ничего	1	1
291	есть не	4	1
292	особенность его	1	1
293	человеческой природы	20	1
294	не во	1	1
295	ответить на	1	1
296	почти все	1	1
297	этот был	1	1
298	время как	2	1
299	не вполне	1	1
300	через которые	1	1
301	пишет в	1	1
302	для исторического	1	1
303	от бога	1	1
304	не способен	1	1
305	в ней	15	1
306	не знал	4	1
307	его духа	8	1
308	литературы и	2	1
309	и творения	1	1
310	и много	2	1
311	философии не	1	1
312	иное как	1	1
313	во имя	10	1
314	во всех	1	1
315	природы и	1	1
316	и бог	2	1
317	для других	1	1
318	к богу	3	1
319	по отношению	2	1
320	себе и	2	1
321	не хотел	3	1
322	человек может	2	1
323	относится к	2	1
324	вызывает в	1	1
325	что во	1	1
326	тут уже	1	1
327	что как	1	1
328	ней в	1	1
329	и защищать	1	1
330	склонность к	1	1
331	был связан	1	1
332	в противоположность	1	1
333	кажется в	1	1
334	всей душой	1	1
335	всегда был	1	1
336	через всю	1	1
337	того ни	1	1
338	жизни так	1	1
339	человеке и	8	1
340	говорят о	1	1
341	и те	2	1
342	и вечной	1	1
343	если он	5	1
344	все человеческие	1	1
345	весь свой	1	1
346	после этого	1	1
347	нее и	1	1
348	чем у	4	1
349	не к	4	1
350	в силу	1	1
351	богу но	1	1
352	него есть	1	1
353	с темой	1	1
354	из него	1	1
355	человека он	4	1
356	все с	1	1
357	подход к	1	1
358	смысле в	2	1
359	в духовной	2	1
360	от страданий	1	1
361	говорил что	1	1
362	них не	1	1
363	знает что	1	1
364	заключается в	1	1
365	на протяжении	2	1
366	его личности	3	1
367	который и	2	1
368	это не	5	1
369	всю его	1	1
370	только одно	3	1
371	для них	3	1
372	в высшей	2	1
373	период его	1	1
374	в самую	5	1
375	уже был	1	1
376	мы имеем	1	1
377	и вопреки	1	1
378	когда я	1	1
379	об этой	1	1
380	с такой	1	1
381	чем в	2	1
382	мы не	1	1
383	духовной жизни	3	1
384	и ничего	1	1
385	с еще	1	1
386	в этих	4	1
387	к тем	1	1
388	ни у	1	1
389	и без	1	1
390	но у	1	1
391	она в	1	1
392	что вся	1	1
393	давала ему	1	1
394	в первый	1	1
395	этого вопроса	1	1
396	от его	2	1
397	вопрос о	2	1
398	любовь и	1	1
399	верил что	1	1
400	и этой	1	1
401	вплоть до	1	1
402	сам же	1	1
403	мир и	1	1
404	есть его	1	1
405	но во	1	1
406	порядка и	1	1
407	свобода и	6	1
408	любовь к	2	1
409	сам он	1	1
410	и вся	1	1
411	она не	4	1
412	в атмосфере	1	1
413	как будет	1	1
414	с необычайной	1	1
415	мирового процесса	2	1
416	с которой	2	1
417	таков был	1	1
418	что ему	1	1
419	этими двумя	1	1
420	божественное и	1	1
421	что их	1	1
422	и сама	2	1
423	он еще	1	1
424	другого типа	1	1
425	что иное	1	1
426	не могло	1	1
427	он мог	2	1
428	то чего	1	1
429	его от	1	1
430	на два	1	1
431	и необычайно	1	1
432	действительно в	1	1
433	же этот	1	1
434	и после	1	1
435	и мысли	1	1
