N	2gram	Ircho_Kome_1	Hudozhes
1	том что	12	16
2	и в	22	14
3	так и	5	13
4	не только	10	12
5	при этом	5	12
6	о том	8	12
7	в том	11	12
8	и т	9	11
9	в себе	2	11
10	в этом	3	11
11	прежде всего	5	11
12	то же	6	9
13	как и	9	9
14	что он	6	9
15	в качестве	4	9
16	у него	3	9
17	по отношению	3	8
18	в этой	7	8
19	как в	5	8
20	то что	2	8
21	т п	5	8
22	же время	4	8
23	ничего не	3	8
24	в его	5	8
25	между тем	5	8
26	отношению к	3	8
27	в то	10	8
28	еще не	2	7
29	не в	6	7
30	казалось бы	3	7
31	к тому	6	7
32	не случайно	1	7
33	именно в	4	7
34	не может	2	7
35	как бы	1	7
36	а в	6	7
37	как правило	3	6
38	художественного мышления	2	6
39	в первой	2	6
40	человека в	1	6
41	было бы	2	6
42	что в	6	6
43	перед нами	1	5
44	но в	4	5
45	об этом	1	5
46	ни в	6	5
47	точки зрения	4	5
48	не менее	3	5
49	и его	8	5
50	потому что	5	5
51	в городе	2	5
52	к себе	1	5
53	и он	1	5
54	можно было	1	5
55	во второй	3	5
56	только в	3	5
57	по мнению	1	5
58	друг друга	1	5
59	может быть	9	5
60	но и	11	5
61	в частности	3	5
62	и а	1	5
63	к жизни	1	5
64	в этих	1	5
65	жизни и	1	5
66	мы уже	1	4
67	и о	3	4
68	в ней	1	4
69	столь же	2	4
70	а только	1	4
71	в своем	1	4
72	и к	1	4
73	в действительности	2	4
74	то в	1	4
75	в самом	2	4
76	всего лишь	1	4
77	на то	3	4
78	что она	1	4
79	он не	3	4
80	и с	3	4
81	несмотря на	4	4
82	тем не	2	4
83	тому что	1	4
84	с ним	1	4
85	в русской	1	4
86	по своей	2	4
87	как будто	2	4
88	в духе	1	4
89	и это	1	4
90	того что	1	4
91	один из	5	4
92	себя в	1	4
93	из них	10	4
94	в я	1	4
95	в конце	6	4
96	как раз	3	4
97	и все	3	4
98	мы узнаем	1	4
99	только что	2	4
100	т е	13	4
101	речь идет	3	3
102	едва ли	7	3
103	говорить о	1	3
104	в мире	1	3
105	и на	3	3
106	отнюдь не	1	3
107	идет о	3	3
108	все же	3	3
109	но он	2	3
110	в нем	4	3
111	т д	4	3
112	и по	6	3
113	на этом	2	3
114	его в	3	3
115	с этим	1	3
116	даже в	3	3
117	в своих	2	3
118	такой же	2	3
119	в ходе	1	3
120	в тексте	1	3
121	тем что	4	3
122	этом отношении	3	3
123	для себя	2	3
124	в театре	1	3
125	как мы	4	3
126	того чтобы	1	3
127	приводит к	1	3
128	в финале	2	3
129	первой половине	2	3
130	и когда	1	3
131	что у	2	3
132	еще в	5	3
133	о нем	1	3
134	а также	4	3
135	это в	1	3
136	в лице	1	3
137	же в	4	3
138	в литературе	1	3
139	но не	2	3
140	будто бы	2	3
141	в т	1	3
142	и даже	5	3
143	со стороны	2	3
144	превращается в	1	3
145	то и	2	3
146	по своему	3	3
147	такого рода	6	3
148	и для	1	3
149	от него	1	3
150	может и	1	3
151	в таком	1	3
152	к этой	1	3
153	же как	3	2
154	по адресу	14	2
155	на самом	1	2
156	в их	4	2
157	той же	1	2
158	для своего	1	2
159	мы не	3	2
160	вопрос о	3	2
161	не была	1	2
162	к своему	1	2
163	если в	1	2
164	в рамках	2	2
165	хотя и	3	2
166	жизни эта	1	2
167	в целом	3	2
168	так или	1	2
169	в ответ	1	2
170	так в	4	2
171	только на	1	2
172	раз в	2	2
173	как он	1	2
