N	3gram	Savitsky_E_1	Problema
1	с точки зрения	16	11
2	той или иной	4	11
3	в том что	6	8
4	в той или	3	7
5	это значит что	1	7
6	с другой стороны	2	6
7	то есть в	1	6
8	в данном случае	2	5
9	можно было бы	3	4
10	не только в	4	4
11	во всяком случае	3	4
12	в этом смысле	3	3
13	только в том	2	3
14	то и другое	1	3
15	и с точки	1	3
16	тех или иных	1	3
17	в связи с	1	3
18	того или иного	4	3
19	только и можно	1	3
20	и т д	1	3
21	хотя и не	1	2
22	мы хотели бы	1	2
23	только в пределах	1	2
24	не говоря уже	2	2
25	хотя бы и	3	2
26	в том смысле	1	2
27	в значительной мере	1	2
28	и в частности	2	2
29	то время как	1	2
30	только в виде	1	2
31	а также и	1	2
32	и не было	1	2
33	в каком смысле	1	2
34	для того чтобы	5	2
35	более или менее	1	2
36	заключается в том	2	2
37	в то время	1	2
38	и тем более	1	2
39	и прежде всего	3	2
40	в то же	15	2
41	к тому же	1	2
42	и только в	2	2
43	во всех случаях	3	1
44	говоря уже об	1	1
45	или это есть	1	1
46	еще далеко не	1	1
47	в силу этого	1	1
48	дело в том	1	1
49	между прочим и	2	1
50	как это мы	1	1
51	как нам кажется	5	1
52	нам кажется что	2	1
53	то как нам	1	1
54	что же касается	1	1
55	же как и	3	1
56	в нем и	1	1
57	по сравнению с	2	1
58	и не в	1	1
59	и для всех	1	1
60	и в то	8	1
61	бы то ни	4	1
62	как будто к	1	1
63	даже вовсе не	1	1
64	том числе и	1	1
65	и человеческой жизни	1	1
66	чтобы не только	1	1
67	почти никогда не	1	1
68	при помощи этого	1	1
69	говоря уже о	1	1
70	с этой точки	5	1
71	есть то что	1	1
72	мы формулировали в	1	1
73	формулировали в предыдущем	1	1
74	как и его	1	1
75	ту или иную	3	1
76	сказать что в	2	1
77	так же как	5	1
78	и не имеет	2	1
79	то нельзя ли	2	1
80	то ни было	4	1
81	с одной стороны	8	1
82	вовсе не обязательно	1	1
83	не относится к	1	1
84	говорить о том	1	1
85	каких бы то	2	1
86	за тем как	1	1
87	так и с	1	1
88	в последнее время	1	1
89	прежде всего в	2	1
90	друг к другу	1	1
91	в том числе	1	1
92	высокой и совершенной	2	1
93	само по себе	4	1
94	но так как	1	1
95	этой точки зрения	5	1
96	и все другие	2	1
97	в известном смысле	3	1
98	то что в	2	1
99	то это были	1	1
100	последнее время в	1	1
101	том смысле что	1	1
102	в качестве орудия	2	1
103	так и в	2	1
104	в свою очередь	2	1
105	человеческой жизни вообще	1	1
106	настоящего и будущего	1	1
107	и тем самым	1	1
108	но и для	1	1
109	и когда мы	1	1
110	на то что	2	1
111	о котором мы	1	1
112	сильнее чем в	1	1
113	к тому что	1	1
114	смысле она есть	1	1
115	выходит за пределы	1	1
116	именно потому что	1	1
