N	2gram	Vygotskiy__5	Istorich
1	и в	30	22
2	мы имеем	8	19
3	в этом	14	17
4	и т	7	16
5	т д	3	15
6	что в	24	15
7	не только	16	14
8	мы видели	1	13
9	но и	6	12
10	и не	6	12
11	в этих	3	11
12	может быть	11	11
13	или в	6	11
14	но в	5	10
15	таким образом	20	10
16	еще не	5	10
17	в нем	7	9
18	и говорит	3	9
19	что и	3	9
20	в том	27	9
21	что он	17	9
22	вместе с	12	9
23	как мы	5	8
24	мы видим	8	8
25	что они	5	8
26	с этим	2	8
27	том что	21	8
28	но не	7	7
29	то что	37	7
30	и здесь	6	7
31	мы должны	3	7
32	уже не	1	7
33	из них	2	7
34	так как	9	7
35	с другой	9	7
36	другой стороны	5	7
37	там где	4	7
38	предположить что	2	7
39	к этому	3	7
40	то же	7	6
41	мы уже	6	6
42	не все	1	6
43	это не	3	6
44	во время	1	6
45	ничего не	2	6
46	связи с	2	6
47	так в	3	6
48	если бы	11	6
49	в них	4	6
50	что здесь	3	6
51	мы можем	7	6
52	а не	8	6
53	в течение	2	6
54	а в	4	6
55	с большим	1	5
56	все же	7	5
57	он не	3	5
58	что она	6	5
59	в этой	5	5
60	не менее	1	5
61	могут быть	8	5
62	к нему	1	5
63	того что	8	5
64	один из	5	5
65	так что	3	5
66	до сих	5	5
67	показывает что	3	5
68	в некоторых	1	5
69	в частности	4	5
70	или по	1	5
71	этом случае	2	5
72	сих пор	5	5
73	одним из	1	4
74	и на	3	4
75	все эти	2	4
76	видели что	1	4
77	отношение к	1	4
78	не в	8	4
79	имеем в	1	4
80	на этом	6	4
81	и с	2	4
82	у нас	4	4
83	как это	7	4
84	но он	3	4
85	к ней	1	4
86	видим что	3	4
87	и его	6	4
88	тем что	6	4
89	что на	3	4
90	она не	1	4
91	находится в	2	4
92	только в	5	4
93	его и	1	4
94	в других	1	4
95	представляют собой	2	4
96	связано с	1	4
97	в данном	3	4
98	и там	1	4
99	для нас	3	4
100	в свою	3	4
101	не может	9	4
102	и другие	3	4
103	связана с	1	3
104	если я	2	3
105	что иное	2	3
106	представление о	1	3
107	и ее	1	3
108	иное как	2	3
109	в чем	1	3
110	со стороны	3	3
111	в одной	2	3
112	целый ряд	3	3
113	и как	7	3
114	и к	4	3
115	следующим образом	2	3
116	выше мы	1	3
117	в целом	5	3
118	представляет собой	1	3
119	из этих	3	3
120	на его	3	3
121	их в	1	3
122	могло быть	1	3
123	а затем	2	3
124	было бы	5	3
125	должен был	4	3
126	все равно	2	3
127	далеко не	1	3
128	как и	6	3
129	состоит в	3	3
130	одном из	1	3
131	и эти	1	3
132	в русской	1	3
133	никогда не	9	3
134	детей и	1	3
135	потому что	23	3
136	что герой	3	3
137	к тому	8	3
138	о том	10	3
139	но по	1	3
140	здесь не	1	3
141	данном случае	3	3
142	смерти в	2	3
