N	2gram	Voloshinov_1	Istorich
1	и в	13	26
2	так же	2	18
3	то что	6	16
4	не только	6	15
5	может быть	8	14
6	что в	3	14
7	же как	1	13
8	но и	3	12
9	связь с	1	12
10	и пр	7	11
11	так и	3	10
12	таким образом	6	10
13	и его	12	10
14	что он	1	10
15	все же	5	9
16	его в	1	9
17	так как	3	9
18	и не	8	9
19	то же	4	8
20	а в	2	8
21	мы имеем	1	7
22	в этом	2	7
23	об этом	1	7
24	как и	3	7
25	их в	1	7
26	как в	2	7
27	превращается в	3	7
28	и то	3	6
29	еще не	1	6
30	что они	2	6
31	не всегда	1	6
32	мы можем	4	6
33	могут быть	2	6
34	в дальнейшем	1	6
35	к нему	1	6
36	мы видим	2	6
37	потому что	1	6
38	а не	2	6
39	не может	8	6
40	вместе с	1	6
41	это и	1	5
42	мы уже	2	5
43	то это	1	5
44	но не	1	5
45	эта связь	1	5
46	и как	1	5
47	но в	4	5
48	в другом	2	5
49	не в	3	5
50	и у	1	5
51	на нем	1	5
52	и здесь	1	5
53	и что	1	5
54	в его	7	5
55	с ними	2	5
56	в одном	3	5
57	тем что	2	5
58	и др	2	5
59	в некоторых	1	5
60	мы должны	6	5
61	к этому	1	5
62	вопрос о	1	4
63	на себя	1	4
64	в которых	1	4
65	его на	2	4
66	в этот	2	4
67	в своей	4	4
68	того как	1	4
69	так в	1	4
70	вовсе не	2	4
71	с другой	2	4
72	а на	1	4
73	в тех	2	4
74	в человеческом	1	4
75	другой стороны	2	4
76	эту связь	1	4
77	например в	1	3
78	что иное	2	3
79	в одной	1	3
80	его к	1	3
81	все эти	2	3
82	одном случае	1	3
83	на то	1	3
84	и если	1	3
85	что она	1	3
86	связанные с	2	3
87	при этом	2	3
88	те же	2	3
89	не мог	2	3
90	том что	2	3
91	от своего	2	3
92	и при	2	3
93	с миром	1	3
94	и более	1	3
95	как это	1	3
96	что эта	2	3
97	не имеет	2	3
98	во всем	2	3
99	связи с	1	3
100	и он	1	3
101	данном случае	2	3
102	в образе	1	3
103	иное как	2	3
104	но мы	4	3
