N	2gram	Ircho_Kome_1	Tvorches
1	и в	22	20
2	в году	3	16
3	и т	9	13
4	не только	10	13
5	т д	4	11
6	как бы	1	11
7	таким образом	8	10
8	в то	10	10
9	в его	5	10
10	и его	8	9
11	там же	3	9
12	и не	8	9
13	при этом	5	8
14	и с	3	8
15	в том	11	8
16	может быть	9	8
17	в этом	3	8
18	прежде всего	5	8
19	но и	11	8
20	то же	6	7
21	представление о	1	7
22	же время	4	7
23	наряду с	2	7
24	года в	1	7
25	потому что	5	7
26	не может	2	7
27	что в	6	7
28	в целом	3	6
29	в братьях	1	6
30	как и	9	6
31	что он	6	6
32	так и	5	6
33	в конце	6	6
34	у него	3	6
35	именно в	4	6
36	в основном	1	6
37	все это	5	6
38	еще не	2	5
39	и на	3	5
40	но не	2	5
41	все же	3	5
42	в этой	7	5
43	и сам	3	5
44	в мире	1	5
45	то есть	1	5
46	о том	8	5
47	и даже	5	5
48	но это	2	5
49	так же	3	5
50	мы не	3	4
51	что они	4	4
52	отнюдь не	1	4
53	как в	5	4
54	хотя и	3	4
55	когда он	1	4
56	но в	4	4
57	за собой	1	4
58	не в	6	4
59	в дальнейшем	1	4
60	на его	5	4
61	что она	1	4
62	в принципе	2	4
63	что у	2	4
64	об этом	1	4
65	соответствии с	1	4
66	года и	1	4
67	первая часть	1	4
68	ничего не	3	4
69	в духе	1	4
70	в чем	3	4
71	в лице	1	4
72	в душе	1	4
73	а в	6	4
74	в соответствии	1	4
75	и потому	1	4
76	том что	12	4
77	одним из	1	3
78	же как	3	3
79	по мнению	1	3
80	х годов	3	3
81	а с	1	3
82	по отношению	3	3
83	г а	1	3
84	отношению к	3	3
85	в себе	2	3
86	в нем	4	3
87	он не	3	3
88	в образе	3	3
89	так например	1	3
90	человека в	1	3
91	его в	3	3
92	в самом	2	3
93	в котором	4	3
94	в их	4	3
95	место в	3	3
96	однако этот	1	3
97	в которых	1	3
98	тем что	4	3
99	одна из	2	3
100	казалось бы	3	3
101	и это	1	3
102	с ним	1	3
103	до сих	2	3
104	между тем	5	3
105	е а	1	3
106	в начале	3	3
107	в современном	1	3
108	так как	4	3
109	то что	2	3
110	как у	1	3
111	и др	1	3
112	превращается в	1	3
113	вместе с	2	3
114	несколько раз	2	3
115	в пользу	1	3
116	с этой	1	3
117	сих пор	2	3
118	один из	5	3
119	но зато	1	3
120	одной из	3	3
121	в своих	2	3
122	к этому	4	3
123	в таком	1	3
124	как известно	2	2
125	говорить о	1	2
126	этот факт	1	2
127	и он	1	2
128	как правило	3	2
129	так что	1	2
130	в истории	5	2
131	в этот	1	2
132	в которой	6	2
133	из жизни	1	2
134	бы не	1	2
135	т п	5	2
136	особое место	1	2
137	тому же	6	2
138	идей и	1	2
139	же году	1	2
140	едва ли	7	2
141	у читателя	1	2
142	и по	6	2
143	том же	1	2
144	особенно в	1	2
145	известно что	4	2
146	к миру	1	2
147	которой он	1	2
148	такой же	2	2
149	и еще	3	2
150	в отличие	1	2
151	одном из	4	2
152	не могли	1	2
153	между людьми	1	2
154	не менее	3	2
155	на него	4	2
156	в русской	1	2
157	он еще	1	2
158	трагедии в	2	2
159	на землю	3	2
160	другой стороны	5	2
161	что на	1	2
162	у нас	3	2
163	мы узнаем	1	2
164	могут быть	3	2
165	ли не	4	2
166	сомнений что	1	2
167	же не	1	2
168	как по	2	2
169	действия и	1	2
170	так в	4	2
171	приводит к	1	2
172	роль в	1	2
173	действующих лиц	4	2
174	познания и	1	2
175	и что	1	2
176	в честь	3	2
177	и только	1	2
178	всяком случае	2	2
179	в литературе	1	2
180	к которому	3	2
181	не случайно	1	2
182	только в	3	2
183	в стороне	1	2
184	наше время	1	2
185	и ее	3	2
186	всегда с	1	2
187	себя в	1	2
188	человеческой личности	1	2
189	и у	3	2
190	уже в	5	2
191	в виде	3	2
192	и других	7	2
193	из них	10	2
194	и скорбь	1	2
195	не так	1	2
196	в одном	8	2
197	вовсе не	2	2
198	может служить	1	2
199	друг друга	1	2
200	отличие от	2	2
201	с другой	5	2
202	на этот	1	2
203	идеи в	1	2
204	не означает	1	2
205	в частности	3	2
206	так мы	1	2
207	к жизни	1	2
208	признание в	1	2
209	думается что	1	2
210	в первой	2	2
211	критики и	1	2
212	но прежде	1	2
213	это уже	1	2
214	в руки	1	2
215	связь с	1	2
216	но если	1	2
217	было показано	1	2
218	и без	2	2
219	отказаться от	1	2
220	во всяком	2	2
221	до года	2	1
222	народ в	1	1
223	ту же	2	1
224	можно говорить	1	1
225	речь идет	3	1
226	по адресу	14	1
227	не остается	1	1
228	нравов и	1	1
229	а между	1	1
230	перед лицом	3	1
