N	3gram	Bakhtin_fo_2	Myshleni
1	в том что	3	17
2	вместе с тем	1	10
3	для того чтобы	7	7
4	в отличие от	1	6
5	с самого начала	1	6
6	с одной стороны	1	5
7	в связи с	7	5
8	мы уже говорили	3	5
9	друг с другом	4	5
10	что и в	1	5
11	и того же	1	4
12	то время как	1	4
13	в то время	1	4
14	это значит что	2	4
15	одного и того	1	4
16	о том что	1	3
17	сами по себе	2	3
18	в этом отношении	2	3
19	по сравнению с	1	3
20	с другой стороны	1	3
21	с тем что	1	3
22	как мы видели	1	3
23	этой точки зрения	1	2
24	и в этом	3	2
25	на первый план	2	2
26	только в том	1	2
27	как мы увидим	1	2
28	то что в	1	2
29	все же в	2	2
30	вместе с этим	1	2
31	уже говорили что	1	2
32	не может быть	1	2
33	с этой точки	1	2
34	и вместе с	1	2
35	в свою очередь	1	2
36	той или иной	1	2
37	как мы уже	4	2
38	как и в	1	2
39	в так называемой	1	1
40	в другом месте	2	1
41	в действии и	1	1
42	имеет место уже	1	1
43	что в основе	1	1
44	даже там где	1	1
45	в том числе	3	1
46	то же самое	2	1
47	о том как	3	1
48	в этом случае	2	1
49	с точки зрения	8	1
50	в дальнейшем мы	2	1
51	до сих пор	2	1
52	как и все	1	1
53	тот или иной	1	1
54	другом месте как	1	1
55	с ним в	1	1
56	между тем как	1	1
57	во всех этих	3	1
58	по аналогии с	1	1
59	том числе и	2	1
60	как это делают	1	1
61	как она была	1	1
62	так и здесь	1	1
63	он не мог	1	1
64	с другом в	1	1
65	и связанные с	1	1
66	так как он	1	1
67	же что и	1	1
68	мы увидим дальше	1	1
69	здесь мы видим	1	1
70	в данном случае	1	1
71	мы наблюдаем в	1	1
72	не только в	5	1
73	в них как	1	1
74	и все его	1	1
75	а отнюдь не	1	1
76	все более и	1	1
77	в связи со	1	1
78	но только в	1	1
79	в совершенно ином	1	1
80	а вместе с	1	1
81	и как бы	1	1
82	с ним но	1	1
83	человека и его	1	1
84	пространственных и временных	1	1
85	связи с этим	2	1
86	распадается на ряд	1	1
87	в котором в	1	1
88	более и более	1	1
89	выходит за пределы	1	1
90	мы будем говорить	1	1
91	не выходит за	1	1
92	же в них	1	1
93	друг от друга	2	1
94	все эти особенности	1	1
95	он так же	1	1
96	будем говорить особо	1	1
97	это имеет место	1	1
98	к тому что	1	1
99	между словом и	1	1
100	к вопросу о	3	1
101	связи с тем	1	1
102	в последнем счете	2	1
103	всех этих случаях	1	1
104	и в результате	1	1
105	со всеми своими	1	1
106	в конце концов	1	1
107	вне связи с	1	1
