N	2gram	Vygotskiy__3	slovoVRo
1	и в	25	39
2	может быть	13	37
3	и его	2	33
4	не только	6	24
5	и не	10	22
6	но и	4	21
7	не может	6	20
8	в нем	2	19
9	до конца	1	17
10	в этом	14	16
11	чужой речи	1	16
12	все это	6	16
13	так и	5	15
14	а не	1	14
15	отличие от	6	13
16	как в	9	13
17	в процессе	27	13
18	в пределах	1	13
19	слова в	2	13
20	во всех	1	12
21	в отличие	6	12
22	вовсе не	1	10
23	и с	1	9
24	не в	6	9
25	словом и	1	8
26	таким образом	17	8
27	оно не	2	8
28	прежде всего	4	8
29	слова и	6	8
30	точки зрения	6	8
31	еще не	4	7
32	с его	2	7
33	в него	3	7
34	при этом	5	7
35	в этих	2	7
36	для него	5	7
37	с ним	4	7
38	никогда не	4	7
39	могут быть	5	7
40	как мы	8	7
41	язык и	1	7
42	в его	15	7
43	слово как	1	7
44	и даже	1	7
45	и потому	2	7
46	как бы	10	7
47	в сущности	1	6
48	но не	6	6
49	в своем	4	6
50	все же	6	6
51	и к	5	6
52	но в	1	6
53	все эти	7	6
54	значительной степени	1	6
55	в них	2	6
56	в слове	1	6
57	как и	15	6
58	в значительной	1	6
59	в большинстве	1	6
60	там где	4	6
61	слова от	2	6
62	этом случае	1	6
63	например в	1	5
64	и слова	1	5
65	том что	20	5
66	по себе	7	5
67	мышления и	23	5
68	слово и	1	5
69	не могут	4	5
70	но все	2	5
71	той или	2	5
72	с другой	6	5
73	один из	6	5
74	в том	23	5
75	с ними	3	5
76	с одной	5	5
77	уже не	2	5
78	со словом	1	5
79	и их	3	5
80	одной стороны	5	5
81	или иной	3	5
82	в плане	2	5
83	остается в	1	5
84	и для	2	5
85	только в	10	5
86	для нас	2	5
87	от него	1	5
88	и все	4	5
89	отношения к	1	4
90	в зависимости	5	4
91	и на	6	4
92	по отношению	3	4
93	отношение к	1	4
94	сливается с	1	4
95	связанные с	2	4
96	всех этих	2	4
97	то же	2	4
98	слова не	2	4
99	его в	3	4
100	входит в	5	4
101	с другими	2	4
102	в новое	2	4
103	ни в	9	4
104	в отношении	6	4
105	не менее	6	4
106	в то	4	4
107	одна из	2	4
108	в основе	16	4
109	эти формы	2	4
110	или как	1	4
111	во всем	3	4
112	зависимости от	6	4
113	что оно	4	4
114	для этого	2	4
115	дело с	3	4
116	для всех	1	4
117	и других	2	4
118	так как	12	4
119	и язык	1	4
120	с помощью	42	4
121	в той	1	4
122	в основном	6	4
123	в смысле	4	4
124	а в	4	4
125	отношению к	2	4
126	в таком	2	4
127	ту же	1	3
128	как это	7	3
129	в чисто	2	3
130	собственном смысле	6	3
131	той же	4	3
132	человека и	5	3
133	в чем	2	3
134	слова на	1	3
135	между словом	1	3
136	сама по	1	3
137	в собственном	6	3
138	к новому	1	3
139	перед нами	10	3
140	и как	5	3
141	не приходится	1	3
142	бы и	1	3
143	с их	2	3
144	со всею	1	3
145	на этом	3	3
146	с точки	1	3
147	не столько	4	3
148	и остается	1	3
149	связи с	9	3
150	этом отношении	3	3
151	в ней	1	3
152	и дальше	1	3
153	в состав	1	3
154	а также	2	3
155	между тем	3	3
156	что и	10	3
157	слов и	5	3
158	в свете	2	3
159	не исчерпывает	1	3
160	этого процесса	9	3
161	или даже	1	3
162	у него	1	3
163	отметить что	1	3
164	связан с	2	3
165	точек зрения	1	3
166	здесь в	1	3
167	в свою	3	3
168	связано с	1	3
169	материал и	1	3
170	и там	1	3
171	к проблеме	2	3
172	и от	2	3
173	но это	5	3
174	слово для	1	3
175	и часто	1	3
176	что в	17	3
177	хотя бы	1	3
178	сказать что	4	3
179	речи и	8	3
180	во всяком	4	3
181	человеческой речи	1	2
182	одним из	5	2
183	также и	1	2
184	в сфере	2	2
185	языка с	1	2
186	с таким	1	2
187	мы уже	5	2
188	мы не	9	2
189	именно к	1	2
190	своими корнями	1	2
191	с ее	5	2
192	имеет дело	2	2
193	в прямой	2	2
194	но как	3	2
195	менее всего	1	2
196	иметь дело	1	2
197	и речи	20	2
198	за пределы	1	2
199	связи и	3	2
200	с этим	4	2
201	кроме того	1	2
202	хотя и	2	2
203	как уже	6	2
204	более или	1	2
205	себе как	1	2
206	время это	1	2
207	в себе	2	2
208	роль в	1	2
209	становится предметом	1	2
210	как он	3	2
211	на его	2	2
212	он не	4	2
213	в виде	3	2
214	и более	1	2
215	и связанные	1	2
216	основе его	1	2
217	факт что	5	2
218	значение в	3	2
219	конечно в	2	2
220	зрения на	2	2
221	уже сказано	5	2
222	независимо от	4	2
223	очень легко	2	2
224	мы видели	6	2
225	чем в	1	2
226	и прямо	1	2
227	рождается и	1	2
228	дальше к	1	2
229	или менее	3	2
230	и при	1	2
231	мы сказали	1	2
232	которые в	3	2
233	однако в	2	2
234	даже в	1	2
235	на котором	2	2
236	тогда когда	4	2
237	того как	3	2
238	которого он	1	2
239	и внутренней	4	2
240	того чтобы	8	2
241	в одном	2	2
242	только и	1	2
243	слова как	1	2
244	речи не	2	2
245	к ней	1	2
246	слове и	1	2
247	а лишь	1	2
248	входят в	1	2
249	слова оно	1	2
250	в области	7	2
251	и оно	1	2
252	отличается от	3	2
253	и другим	1	2
254	значение как	3	2
255	должен быть	1	2
256	говорит и	2	2
257	свою очередь	2	2
258	без всякого	1	2
259	в себя	3	2
260	степени и	1	2
261	в дальнейшем	1	2
262	мы наблюдаем	1	2
263	как с	4	2
264	в другом	1	2
265	здесь как	1	2
266	особенно в	1	2
267	на ряд	3	2
268	о нем	1	2
269	и здесь	2	2
270	на него	1	2
271	центральной проблемой	1	2
272	о том	5	2
273	но мы	1	2
274	или на	1	2
275	может не	1	2
276	нуждается в	1	2
277	в форме	1	2
278	людей с	2	2
279	как например	1	2
280	что он	6	2
281	мы увидим	4	2
282	является проблема	2	2
283	всяком случае	4	2
284	со всеми	6	2
285	где они	2	2
286	уже в	7	2
287	цели и	2	2
288	для того	7	2
289	то что	15	2
290	до сих	1	2
291	языка или	1	2
292	именно в	5	2
293	а именно	1	2
294	и между	1	2
295	и затем	1	2
296	которых мы	2	2
297	приходится иметь	1	2
298	с которым	1	2
299	и непосредственно	1	2
300	и слово	3	2
301	в связи	6	2
302	вместе с	14	2
303	и особенно	2	2
304	может стать	1	2
305	в данном	1	2
306	уходит своими	1	2
307	тот факт	5	2
308	дело идет	1	2
309	сих пор	1	2
310	например у	1	2
311	известной степени	1	2
312	этих случаях	1	2
313	не знаем	1	2
314	включает в	2	2
315	или в	2	2
316	в результате	3	2
317	все они	2	2
318	основное отличие	1	2
319	речи как	4	2
320	все что	2	2
321	смысле слова	2	1
322	как известно	3	1
323	словом как	2	1
324	того же	6	1
325	не остается	1	1
326	легко становится	1	1
327	между двумя	2	1
328	за собой	1	1
329	но главное	1	1
330	и до	1	1
331	все те	1	1
332	и этот	1	1
333	поскольку она	1	1
334	и могут	2	1
335	всей ее	1	1
336	а как	2	1
337	есть не	1	1
338	и значение	1	1
339	в единой	1	1
340	характер его	1	1
341	автор также	1	1
342	что уже	1	1
343	место в	2	1
344	и новых	1	1
345	и переработки	1	1
346	слово не	1	1
347	и иначе	1	1
348	между собой	13	1
349	первый план	2	1
350	бы она	1	1
351	то мы	1	1
352	а следовательно	1	1
353	друг к	1	1
354	видели что	3	1
355	совсем не	1	1
356	слов не	1	1
357	вступают в	2	1
358	что так	1	1
359	не просто	1	1
360	конечно совершенно	1	1
361	две основные	2	1
362	характер и	1	1
363	материал на	1	1
364	что как	2	1
365	все остальные	2	1
366	обе линии	1	1
367	процессе развития	1	1
368	применении к	1	1
369	могли бы	11	1
370	целый ряд	1	1
371	и превращается	1	1
372	связанный с	1	1
373	развития все	1	1
374	увидим что	1	1
375	этой цели	1	1
376	или иную	1	1
377	что слово	4	1
378	для которого	1	1
379	в самом	3	1
380	та же	1	1
381	в целом	13	1
382	он в	1	1
383	без учета	1	1
384	выражение в	1	1
385	и самый	1	1
386	в этой	5	1
387	однако как	1	1
388	нами в	2	1
389	к единству	1	1
390	центра это	1	1
391	на то	4	1
392	философской и	1	1
393	самая постановка	1	1
394	общения с	3	1
395	этот процесс	3	1
396	вообще не	1	1
397	что она	5	1
398	развивается дальше	1	1
399	он ни	1	1
400	и только	2	1
401	говорили в	1	1
402	этом с	1	1
403	действии и	1	1
404	становится таким	2	1
405	речи в	4	1
406	в корне	2	1
407	и сам	3	1
408	и по	5	1
409	словом или	2	1
410	смысле в	1	1
411	формы мышления	7	1
412	в мире	2	1
413	об этом	2	1
414	к другу	1	1
415	них не	1	1
416	на этой	5	1
417	вводятся в	1	1
418	и тем	1	1
419	здесь нет	1	1
420	мог бы	4	1
421	о которых	1	1
422	все равно	1	1
423	на основании	11	1
424	в действии	3	1
425	всегда и	1	1
426	несмотря на	1	1
427	ведет к	1	1
428	похоже на	1	1
429	такой же	1	1
430	в один	2	1
431	различных конкретных	1	1
432	одного и	4	1
433	и пользуется	1	1
434	и становится	1	1
435	на первый	2	1
436	в эту	2	1
437	все элементы	1	1
438	в своей	2	1
439	речи от	1	1
440	лежат в	1	1
441	в такой	1	1
442	данной формы	2	1
443	к абстрактному	1	1
444	прийти к	1	1
445	часто не	2	1
446	мы говорили	4	1
447	для развития	3	1
448	себе а	1	1
449	от его	1	1
450	мы теперь	1	1
451	этих моментов	2	1
452	заставляет нас	1	1
453	силу и	1	1
454	тем не	5	1
455	важную роль	1	1
456	и устойчивости	1	1
457	этого мало	1	1
458	степень его	1	1
459	от чисто	1	1
460	самого начала	6	1
461	не о	1	1
462	и способы	1	1
463	связанная с	1	1
464	и снова	4	1
465	опираться на	1	1
466	дело не	1	1
467	для всего	2	1
468	элемент в	1	1
469	моментов которые	1	1
470	и речевой	1	1
471	она с	1	1
472	и характер	2	1
473	по своей	7	1
474	дальнейшего развития	2	1
475	лишь с	1	1
476	знаем какие	1	1
477	ним но	1	1
478	нам важно	1	1
479	же слова	2	1
480	внешней и	3	1
481	эти три	1	1
482	задолго до	2	1
483	слияния и	1	1
484	его лежит	1	1
485	и существенном	1	1
486	одинаково и	1	1
487	этого понимания	1	1
488	указать на	1	1
489	числе и	1	1
490	в высокой	1	1
491	сущности как	1	1
492	не предполагает	1	1
493	социальные и	1	1
494	отношении он	1	1
495	что при	1	1
496	но независимо	1	1
497	велико что	1	1
498	в применении	1	1
499	значение это	1	1
500	и это	4	1
501	следовательно не	2	1
502	как они	2	1
503	в виду	1	1
504	всего этого	1	1
505	из главных	1	1
506	с самого	6	1
507	обязательно в	1	1
508	приводит к	4	1
509	и может	2	1
510	на том	3	1
511	понимание и	1	1
512	эти наблюдения	1	1
513	и другими	2	1
514	и которые	3	1
515	еще в	2	1
516	поэтому в	2	1
517	даны в	1	1
518	это как	1	1
519	одно из	1	1
520	чтобы понять	1	1
521	не на	1	1
522	социальной и	1	1
523	слова тем	1	1
524	другими словами	1	1
525	за пределами	1	1
526	и что	10	1
527	не стоит	2	1
528	самый процесс	2	1
529	предмет для	1	1
530	которой мы	1	1
531	образом речь	1	1
532	тем как	1	1
533	за связи	1	1
534	во всей	1	1
535	своих слов	1	1
536	вообще и	1	1
537	от этих	2	1
538	способность к	1	1
539	представления о	2	1
540	является результатом	1	1
541	мышление и	5	1
542	строится не	1	1
543	того что	10	1
544	всегда в	1	1
545	проникнуть в	1	1
546	в какой	4	1
547	друг друга	4	1
548	своеобразие этого	1	1
549	уже говорили	5	1
550	никак нельзя	1	1
551	между этими	1	1
552	их не	1	1
553	вопрос об	2	1
554	слов на	1	1
555	в качестве	12	1
556	существенным и	1	1
557	с нею	2	1
558	не можем	3	1
559	так можно	1	1
560	отнести к	1	1
561	и прочного	1	1
562	оно в	1	1
563	процессе его	1	1
564	и обратно	1	1
565	постановка вопроса	1	1
566	мышления для	1	1
567	за ним	1	1
568	представить себе	1	1
569	в известной	1	1
570	сами по	3	1
571	в конце	1	1
572	не для	1	1
573	с этими	1	1
574	мы можем	7	1
575	дело и	1	1
576	случае не	1	1
577	речи к	1	1
578	из которого	1	1
579	как раз	1	1
580	тем что	8	1
581	самых функций	1	1
582	речью в	1	1
583	речи нельзя	1	1
584	развитии и	1	1
585	моментов и	1	1
586	или иначе	2	1
587	не обязательно	1	1
588	речи а	1	1
589	с той	2	1
590	значений и	1	1
591	на которые	2	1
592	могут иметь	1	1
593	в живых	1	1
594	что не	1	1
595	говорит о	1	1
596	должно быть	2	1
597	превращается в	1	1
598	мышления которые	3	1
599	самое слово	1	1
600	другой стороны	3	1
601	как ни	1	1
602	все время	2	1
603	отнюдь не	4	1
604	процесс их	1	1
605	ссылка на	1	1
606	понимания с	1	1
607	могут служить	2	1
608	или с	1	1
609	и взаимного	2	1
610	процессе свободного	1	1
611	сложный и	1	1
612	мы находим	1	1
613	все более	2	1
614	мышлением и	1	1
615	вступает в	2	1
616	в частности	4	1
617	ближе всего	3	1
618	автора все	1	1
619	расчленения и	1	1
620	и приобретает	1	1
621	какого бы	1	1
622	который мы	2	1
623	этого типа	1	1
624	или иного	2	1
625	даже там	1	1
626	да и	1	1
627	в конкретные	1	1
628	этого слова	4	1
629	этого факта	1	1
630	на пути	2	1
631	в условиях	1	1
632	эти элементы	1	1
633	влечет за	1	1
634	того или	2	1
635	этом и	2	1
636	однако не	1	1
637	говорят и	1	1
638	невозможно без	2	1
639	более и	1	1
640	не является	8	1
641	тем и	4	1
642	но на	3	1
643	постановке вопроса	1	1
644	развития и	1	1
645	речи с	1	1
646	конкретного к	1	1
647	это так	2	1
648	наблюдения над	1	1
649	или нет	1	1
650	речи так	1	1
651	вообще в	1	1
652	нужно чтобы	1	1
653	же в	2	1
654	соединяется с	1	1
655	чтобы прийти	1	1
656	но всегда	2	1
657	нисколько не	1	1
658	выступают с	1	1
659	они были	1	1
660	его многообразных	1	1
661	этой проблемы	2	1
662	но этот	1	1
663	бы быть	2	1
664	в последнем	1	1
665	и индивидуальные	1	1
666	расширения и	1	1
667	значение не	1	1
668	также не	1	1
669	в своих	2	1
670	только не	1	1
671	снова и	1	1
672	каждое слово	1	1
673	к этому	3	1
674	том числе	1	1
675	которая не	4	1
