N	3gram	Ircho_Kome_3	Psycholo
1	в самом деле	6	18
2	на то что	1	12
3	в том что	9	11
4	и в самом	3	10
5	с точки зрения	3	9
6	то же самое	3	8
7	для того чтобы	6	8
8	с самого начала	4	6
9	до сих пор	9	5
10	и т п	3	5
11	с одной стороны	3	5
12	с другой стороны	2	5
13	и т д	1	4
14	и в этом	1	3
15	о том что	4	3
16	речь идет о	3	3
17	о том как	3	2
18	в какой мере	2	2
19	вместе с тем	3	2
20	то время как	2	2
21	во всяком случае	3	2
22	что у него	1	2
23	то что он	1	2
24	в то время	2	2
25	в свою очередь	6	2
26	к тому что	1	2
27	и мы можем	1	2
28	для нас важно	1	1
29	том что она	1	1
30	но все же	2	1
31	таким образом если	1	1
32	потому что он	1	1
33	таким образом что	1	1
34	и в своей	1	1
35	более или менее	1	1
36	и как раз	1	1
37	имеем в виду	1	1
38	что герои трагедий	1	1
39	в зависимости от	1	1
40	рассказывает о том	1	1
41	в ней как	1	1
42	что он не	2	1
43	в отличие от	1	1
44	мы понимаем что	1	1
45	в этом отношении	2	1
46	спасает от смерти	1	1
47	и если бы	1	1
48	в виду конечно	1	1
49	в основе своей	1	1
50	с этой точки	1	1
51	здесь мы видим	1	1
52	в двух словах	1	1
53	здесь нет и	3	1
54	к этому что	1	1
55	которой в своем	1	1
56	состоит в том	2	1
57	действия и в	1	1
58	и не могла	1	1
59	но если бы	1	1
60	не могла не	1	1
61	этой точки зрения	1	1
62	сих пор не	1	1
63	здесь не только	1	1
64	как все они	1	1
65	по сравнению с	2	1
66	в том чтобы	1	1
67	уверен в его	1	1
68	и что из	1	1
69	можно сказать что	1	1
70	как бы в	1	1
71	таким образом и	1	1
72	по этому поводу	1	1
73	вовсе не является	1	1
74	средний путь между	1	1
75	на то чтобы	1	1
76	только для того	2	1
77	подобно тому как	1	1
78	к тому же	4	1
79	как раз в	1	1
80	и здесь не	1	1
81	еще раз в	1	1
