1	то же время	5	9
2	как мы уже	6	8
3	человека и его	1	7
4	и как раз	1	6
5	в то же	5	6
6	в связи с	1	5
7	одного и того	1	5
8	для того чтобы	1	5
9	и того же	1	5
10	вполне понятно что	2	4
11	как раз в	1	4
12	мы уже указывали	1	4
13	до сих пор	3	3
14	романа прежде всего	1	3
15	в самом человеке	1	3
16	по отношению к	1	3
17	в то время	1	3
18	в нем не	1	3
19	мы уже говорили	11	3
20	не может быть	1	3
21	в этом отношении	3	3
22	можно прямо сказать	2	2
23	но и в	2	2
24	и в особенности	2	2
25	не только в	1	2
26	то есть именно	1	2
27	существенную роль в	2	2
28	со всеми его	2	2
29	а также и	2	2
30	как мы видим	1	2
31	одной стороны и	2	2
32	с точки зрения	2	2
33	и не только	1	2
34	в широком смысле	1	2
35	пространственных и временных	1	2
36	в мировой литературе	1	2
37	в строгом смысле	1	2
38	дело в том	1	2
39	может быть конечно	1	2
40	в xvii веке	2	2
41	но все же	1	2
42	и до конца	1	2
43	с самим собой	1	2
44	быть конечно и	1	2
45	в том что	2	2
46	мы уже сказали	3	2
47	и др в	1	2
48	той или иной	1	2
49	с одной стороны	4	2
50	и прежде всего	2	2
51	конечно и речи	1	2
52	друг к другу	1	2
53	вместе с тем	1	2
54	в начале романа	1	2
55	все то что	4	2
56	в последующие эпохи	2	2
57	в центре его	1	2
58	прямо сказать что	2	2
59	здесь же мы	1	1
60	нужно особо отметить	1	1
61	важное значение имеет	1	1
62	и в литературе	2	1
63	в той или	1	1
64	мы будем говорить	1	1
65	и до сих	1	1
66	по самому своему	1	1
67	во всех ее	1	1
68	в этот день	1	1
69	роль в нем	1	1
70	всего того что	1	1
71	мы еще вернемся	1	1
72	во всех этих	2	1
73	еще обратимся в	1	1
74	в ту же	1	1
75	и как бы	1	1
76	в той же	4	1
77	тогда когда они	1	1
78	во всем и	1	1
79	как мы сказали	1	1
80	совершенно ясно что	1	1
81	к смертной казни	1	1
82	характер носит и	3	1
83	мы наблюдали в	1	1
84	и на весь	1	1
85	одним из существенных	1	1
86	его то есть	2	1
87	если они не	1	1
88	том что в	1	1
89	с его чисто	1	1
90	раз в этот	1	1
91	как мы увидим	2	1
92	в зависимости от	1	1
93	в значительной степени	1	1
94	в преисподнюю и	1	1
95	мы еще обратимся	1	1
96	но вокруг этого	1	1
97	уже указывали что	1	1
98	и до наших	1	1
99	до наших дней	1	1
100	то есть только	2	1
101	ровно ничего не	1	1
102	очень важная особенность	1	1
103	по этому вопросу	1	1
104	смысле этого слова	1	1
105	в другом месте	4	1
106	в пространстве и	1	1
107	будем говорить в	1	1
108	во всех его	3	1
109	есть все то	1	1
110	то есть все	1	1
111	что касается до	1	1
112	в искусстве и	2	1
113	со всех сторон	1	1
114	мы находим в	1	1
115	события в жизни	1	1
116	в результате все	1	1
117	у нас и	1	1
118	в средние века	4	1
119	таким образом все	1	1
120	но в нем	1	1
121	в данном случае	2	1
122	в самом деле	4	1
123	когда они уже	1	1
124	в значительной мере	1	1
125	то есть в	2	1
126	та или иная	1	1
127	то что не	1	1
128	с тем и	1	1
129	между собою все	1	1
130	о том что	5	1
131	в себе и	1	1
132	самому своему существу	1	1
133	по всем правилам	1	1
134	в особенности же	1	1
135	всех его вариациях	1	1
136	тех же моментов	1	1
137	на первый план	3	1
138	но в то	1	1
139	говорит о том	1	1
140	и др здесь	1	1
141	до известной степени	1	1
142	его существенных моментах	1	1
