N	3gram	Tiupa_Anal_1	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	3	7
3	с точки зрения	4	6
4	во всяком случае	1	6
5	более или менее	1	5
6	в том числе	3	5
7	до сих пор	1	5
8	по крайней мере	1	5
9	друг с другом	1	5
10	а с другой	1	5
11	для того чтобы	3	5
12	о том что	3	4
13	том числе и	1	4
14	и вместе с	1	4
15	к тому же	4	4
16	в связи с	1	3
17	и таким образом	1	3
18	в том что	9	3
19	в том виде	1	2
20	то же самое	2	2
21	в этом отношении	2	2
22	с этой точки	1	2
23	то или иное	1	2
24	то ни было	3	2
25	бы то ни	3	2
26	том виде в	1	2
27	то же время	6	2
28	этой точки зрения	1	2
29	той или иной	6	2
30	в то же	8	2
31	и в сущности	1	1
32	и того же	2	1
33	что и произошло	1	1
34	и все же	2	1
35	есть не более	1	1
36	в широком смысле	2	1
37	состоит в том	3	1
38	по отношению к	5	1
39	имеем в виду	1	1
40	в самом деле	2	1
41	одного и того	2	1
42	в соответствии с	1	1
43	о том как	1	1
44	же время он	1	1
45	в таком случае	3	1
46	сами по себе	2	1
47	выход из себя	1	1
48	а вместе с	1	1
49	в то что	1	1
50	виде в каком	1	1
51	том или ином	3	1
52	во всей своей	1	1
53	но и как	1	1
54	случае мы имеем	1	1
55	быть и больше	1	1
56	в том или	2	1
57	в данном случае	2	1
58	в первом случае	2	1
59	и т.д в	1	1
60	но в то	2	1
61	смысле этого слова	1	1
62	и не могут	1	1
63	говорить не приходится	1	1
64	в отличие от	6	1
65	хотя бы с	1	1
66	не в том	3	1
67	с другой стороны	2	1
68	один и тот	1	1
69	не может быть	16	1
70	что даже в	1	1
71	в свою очередь	1	1
72	в этом последнем	1	1
73	широком смысле этого	1	1
74	человека для того	1	1
75	мы имеем в	1	1
76	друг друга а	1	1
77	под этим именем	1	1
78	в своей теоретической	1	1
79	как и ее	1	1
80	только тогда когда	1	1
81	и тот же	1	1
