N	2gram	Propp_Isto_1	Tragedij
1	и в	28	18
2	в году	1	9
3	в этом	8	9
4	не только	12	8
5	и с	4	7
6	и на	4	7
7	может быть	25	7
8	как бы	2	7
9	и не	9	7
10	но в	8	6
11	и его	3	6
12	в образе	3	6
13	что он	10	6
14	у него	1	6
15	то же	12	5
16	все же	10	5
17	что это	8	5
18	это не	7	5
19	как и	4	5
20	несмотря на	1	5
21	в то	3	5
22	в дальнейшем	5	5
23	так и	9	5
24	не может	15	5
25	к жизни	1	5
26	я не	3	4
27	еще не	7	4
28	в себе	2	4
29	в целом	2	4
30	в этой	6	4
31	в нем	2	4
32	об этом	4	4
33	том что	7	4
34	и что	10	4
35	но и	10	4
36	и даже	4	4
37	прежде всего	10	4
38	так же	7	4
39	но это	4	4
40	все это	4	4
41	что в	12	4
42	и все	1	4
43	то что	9	4
44	что образ	1	3
45	и он	3	3
46	своего рода	1	3
47	отнюдь не	1	3
48	как в	2	3
49	в своем	5	3
50	и как	2	3
51	все эти	4	3
52	при этом	3	3
53	должно быть	2	3
54	в поле	1	3
55	своего отца	2	3
56	с ним	2	3
57	в его	5	3
58	один из	4	3
59	для него	2	3
60	никто не	2	3
61	в конце	1	3
62	как будто	4	3
63	как это	3	3
64	в основном	2	3
65	в первом	1	2
66	она все	1	2
67	что эти	1	2
68	а как	1	2
69	никогда не	14	2
70	и то	1	2
71	он был	1	2
72	столь же	2	2
73	отличие от	2	2
74	тут же	1	2
75	не просто	3	2
76	так что	4	2
77	и я	1	2
78	перед нами	3	2
79	имеет в	1	2
80	впечатление что	1	2
81	то и	2	2
82	он не	2	2
83	что она	5	2
84	но все	4	2
85	его в	6	2
86	знает что	1	2
87	в это	1	2
88	нет в	2	2
89	с тем	4	2
90	не мог	1	2
91	к ивану	1	2
92	в отличие	2	2
93	вопрос о	5	2
94	одном из	1	2
95	не в	9	2
96	что этот	2	2
97	раз и	3	2
98	но они	2	2
99	одна из	2	2
100	я буду	1	2
101	не могут	2	2
102	к тому	6	2
103	и это	1	2
104	в ее	2	2
