N	2gram	Ircho_Kome_1	Istorich
1	и в	22	22
2	в этом	3	17
3	и т	9	16
4	т е	13	16
5	т д	4	15
6	что в	6	15
7	не только	10	14
8	мы видели	2	13
9	в доме	2	12
10	но и	11	12
11	и не	8	12
12	в этих	1	11
13	может быть	9	11
14	или в	2	11
15	но в	4	10
16	таким образом	8	10
17	еще не	2	10
18	в нем	4	9
19	что и	4	9
20	в том	11	9
21	что он	6	9
22	вместе с	2	9
23	как мы	4	8
24	дома в	1	8
25	в большом	2	8
26	что они	4	8
27	с этим	1	8
28	том что	12	8
29	но не	2	7
30	то что	2	7
31	и здесь	2	7
32	из них	10	7
33	так как	4	7
34	с другой	5	7
35	другой стороны	5	7
36	предположить что	1	7
37	к этому	4	7
38	то же	6	6
39	мы уже	1	6
40	не все	1	6
41	во время	5	6
42	ничего не	3	6
43	возможно что	1	6
44	так в	4	6
45	в них	3	6
46	то и	2	6
47	друг друга	1	6
48	мы можем	4	6
49	связь с	1	6
50	в течение	3	6
51	а в	6	6
52	с ней	1	6
53	все же	3	5
54	он не	3	5
55	что она	1	5
56	здесь мы	3	5
57	в этой	7	5
58	тем не	2	5
59	не менее	3	5
60	могут быть	3	5
61	к нему	2	5
62	того что	1	5
63	один из	5	5
64	так что	1	5
65	не противоречит	1	5
66	до сих	2	5
67	в частности	3	5
68	или по	2	5
69	сих пор	2	5
70	одним из	1	4
71	мы здесь	1	4
72	и на	3	4
73	отношение к	3	4
74	не в	6	4
75	на этом	2	4
76	и с	3	4
77	можно найти	1	4
78	у нас	3	4
79	как это	3	4
80	но он	2	4
81	к ней	2	4
82	и его	8	4
83	тем что	4	4
84	что на	1	4
85	в дальнейшем	1	4
86	находится в	2	4
87	только в	3	4
88	в других	2	4
89	они не	1	4
90	в данном	1	4
91	в свою	2	4
92	не может	2	4
93	и другие	1	4
94	что иное	1	3
95	представление о	1	3
96	и ее	3	3
97	иное как	1	3
98	в чем	3	3
99	со стороны	2	3
100	целый ряд	1	3
101	и как	3	3
102	и к	1	3
103	в целом	3	3
104	представляет собой	1	3
105	из этих	1	3
106	на его	5	3
107	его в	3	3
108	дома и	1	3
109	было бы	2	3
110	должен был	1	3
111	для них	2	3
112	все равно	1	3
113	далеко не	1	3
114	как и	9	3
115	состоит в	1	3
116	должны были	8	3
117	одном из	4	3
118	и эти	1	3
119	в русской	1	3
120	потому что	5	3
121	а мы	2	3
122	к тому	6	3
123	о том	8	3
124	данном случае	1	3
125	на том	1	3
126	что у	2	3
127	можно только	1	3
128	этому же	1	3
129	от них	2	3
130	в его	5	3
131	и она	1	3
132	и у	3	3
133	за ним	1	3
134	прежде всего	5	3
135	у него	3	3
136	превращается в	1	3
137	если это	1	3
138	так же	3	3
139	но это	2	3
140	между прочим	2	3
141	и все	3	3
142	сказать что	1	3
143	не что	1	3
144	этим объясняется	1	3
145	ее в	2	3
146	все что	2	3
147	ту же	2	2
148	на самом	1	2
149	здесь и	2	2
150	в котором	4	2
