N	2gram	Losev_Dial_2	Myslijsy
1	потому что	14	33
2	то что	14	29
3	может быть	20	26
4	таким образом	4	24
5	в этом	8	23
6	в том	14	23
7	и в	19	23
8	и проч	1	18
9	и не	30	18
10	что в	7	17
11	при этом	4	15
12	только в	5	15
13	то же	12	14
14	в себе	15	14
15	как и	10	14
16	того что	6	14
17	так как	14	14
18	не было	3	12
19	а не	16	12
20	том что	10	12
21	что я	2	11
22	не в	8	11
23	по себе	18	11
24	но и	12	11
25	не может	9	11
26	не только	19	10
27	для меня	1	10
28	мы можем	1	10
29	тем что	2	10
30	что мы	2	10
31	и потому	5	10
32	между тем	2	9
33	не есть	47	9
34	мы не	1	8
35	то это	2	8
36	в своем	4	8
37	но в	2	8
38	было бы	3	8
39	стало быть	10	8
40	тогда когда	6	8
41	о том	5	8
42	сказать что	10	8
43	и т	17	7
44	мы говорим	3	7
45	поэзии и	4	7
46	очевидно что	2	7
47	как в	2	7
48	с этим	3	7
49	что это	10	7
50	на то	1	7
51	в нем	10	7
52	в силу	5	7
53	когда я	2	7
54	что такое	3	7
55	это не	10	7
56	по мере	1	7
57	и что	5	7
58	что и	5	7
59	вовсе не	13	7
60	с тем	2	7
61	могут быть	4	7
62	что если	3	6
63	независимо от	4	6
64	и к	7	6
65	в которой	2	6
66	известно что	1	6
67	того как	2	6
68	когда мы	3	6
69	мысль о	1	6
70	так и	10	6
71	тех пор	3	6
72	что не	6	6
73	до тех	1	6
74	вместе с	2	6
75	тем и	1	6
76	и то	7	5
77	есть нечто	8	5
78	говорить о	5	5
79	не то	5	5
80	бы и	2	5
81	как бы	14	5
82	так сказать	1	5
83	и мы	3	5
84	должно быть	7	5
85	по крайней	9	5
86	не менее	3	5
87	с ним	4	5
88	не имеет	1	5
89	образом в	1	5
90	есть только	4	5
91	внимание на	1	5
92	к нему	4	5
93	крайней мере	9	5
94	так что	7	5
95	есть в	2	5
96	уже в	4	5
97	только тогда	7	5
98	в его	1	5
99	допустим что	1	5
100	само по	2	5
101	поэзия и	2	5
102	что же	2	5
103	слова и	1	5
104	все это	4	5
105	тем более	1	5
106	а в	4	5
107	во всяком	2	5
108	сам по	3	4
109	только потому	2	4
110	есть не	7	4
111	и о	1	4
112	в истории	2	4
113	что все	1	4
114	и с	5	4
115	его в	3	4
116	и тем	1	4
117	мы имеем	3	4
118	между собою	3	4
119	точки зрения	12	4
120	в котором	1	4
121	сих пор	2	4
122	тем не	2	4
123	т п	2	4
124	видно что	1	4
125	и более	3	4
126	в то	6	4
127	это последнее	1	4
128	это слово	1	4
129	в каком	4	4
130	же самое	2	4
131	мере того	1	4
132	если же	1	4
133	и может	6	4
134	быть может	1	4
135	и та	6	4
136	можно сказать	5	4
137	и значением	1	4
138	из поэзии	1	4
139	что он	6	4
140	хотя бы	4	4
141	то и	1	4
142	в одном	4	4
143	природы а	1	4
144	от того	4	4
145	только на	1	4
146	до сих	2	4
147	а именно	5	4
148	как же	3	4
149	так же	2	4
150	в данном	3	4
151	в той	3	4
152	да и	6	4
153	и все	12	4
154	есть уже	2	4
155	только как	3	4
156	есть то	1	4
157	в таком	4	4
158	например в	2	3
159	человека и	2	3
160	самом деле	4	3
161	на самом	2	3
162	и есть	4	3
163	и до	1	3
164	что эти	2	3
165	мы уже	8	3
166	и значение	1	3
167	ответить на	1	3
168	поэзия как	1	3
169	еще не	4	3
170	и на	1	3
171	там где	1	3
172	по которому	1	3
173	в самом	5	3
174	все эти	2	3
175	и если	4	3
176	на его	2	3
177	т д	15	3
178	и по	4	3
179	на нее	1	3
180	в каждом	2	3
181	не будет	2	3
182	но уже	1	3
183	в них	1	3
184	все равно	5	3
185	не всегда	1	3
186	с точки	8	3
187	но это	7	3
188	не от	1	3
189	их в	2	3
190	говорим что	1	3
191	есть всегда	11	3
192	что есть	2	3
193	в науке	2	3
194	в нас	1	3
195	только не	2	3
196	никогда не	9	3
197	в разных	3	3
198	же время	5	3
199	связи с	4	3
200	так то	1	3
201	что поэзия	5	3
202	должны быть	3	3
203	к тому	2	3
204	как человек	1	3
205	что у	2	3
206	те же	1	3
207	мы в	2	3
208	слово и	1	3
209	из одного	1	3
210	в виду	5	3
211	и только	4	3
212	и следовательно	5	3
213	мысли не	1	3
214	с ними	2	3
215	пор не	1	3
216	то в	1	3
217	с нею	3	3
218	уже не	3	3
219	в поэзии	7	3
220	при помощи	1	3
221	и поэзии	3	3
222	и их	3	3
223	всяком случае	2	3
224	даже и	1	3
225	и из	3	3
226	нельзя сказать	4	3
227	именно в	2	3
228	все более	1	3
229	нет ничего	1	3
230	поэтический образ	7	3
231	это есть	8	3
232	в смысле	5	3
233	кроме того	3	3
234	что то	1	3
235	и другим	1	3
236	в этих	3	3
237	только что	5	3
238	и вместе	1	3
239	в искусстве	2	3
240	таком случае	3	2
241	самых разнообразных	1	2
242	и поэзия	2	2
243	этого последнего	2	2
244	меня то	1	2
245	можем судить	1	2
246	уже по	1	2
247	как мы	3	2
248	слов об	1	2
249	что иное	3	2
250	оно есть	3	2
251	я не	6	2
252	но даже	1	2
253	мы и	1	2
254	в ней	2	2
255	проявляется в	1	2
256	и говорить	2	2
257	иное как	3	2
258	в различных	1	2
259	к ним	1	2
260	еще дальше	1	2
261	и я	2	2
262	более и	2	2
263	несколько слов	1	2
264	и слова	3	2
265	что по	2	2
266	это можно	1	2
267	вопрос почему	1	2
268	так или	2	2
269	чем больше	1	2
270	из этих	1	2
271	бы только	2	2
