N	2gram	Medvedev_F_3	Komedia
1	и в	27	26
2	и не	30	14
3	и его	19	12
4	к тому	4	12
5	так и	21	12
6	может быть	25	11
7	в том	7	11
8	в этом	18	10
9	на протяжении	2	10
10	но и	10	10
11	столь же	3	9
12	том что	4	9
13	если бы	12	9
14	вместе с	6	9
15	что в	8	9
16	ясно что	3	8
17	было бы	6	8
18	и на	3	7
19	не только	9	7
20	что и	2	7
21	из них	2	7
22	еще не	6	6
23	в своем	2	6
24	о том	4	6
25	в нем	15	6
26	в доме	1	6
27	таким образом	18	6
28	в то	7	6
29	того чтобы	5	6
30	потому что	7	6
31	и здесь	1	6
32	в двух	1	6
33	то что	8	6
34	с его	2	5
35	что он	6	5
36	так что	1	5
37	в истории	5	5
38	независимо от	5	5
39	с этим	1	5
40	для того	4	5
41	ни в	8	5
42	с тем	7	5
43	и с	3	5
44	больше чем	1	5
45	один из	1	5
46	действующих лиц	2	5
47	в качестве	1	5
48	к этому	2	5
49	уже в	4	4
50	хотя и	1	4
51	в самом	11	4
52	что это	3	4
53	в целом	4	4
54	из этих	2	4
55	с их	1	4
56	в них	3	4
57	как и	14	4
58	в этих	3	4
59	место в	10	4
60	тому что	3	4
61	не менее	7	4
62	и новой	1	4
63	больше того	1	4
64	как мы	8	4
65	в в	1	4
66	можно было	1	4
67	еще в	3	4
68	его в	7	4
69	между тем	7	4
70	в его	7	4
71	в середине	1	4
72	только в	8	4
73	же в	1	4
74	в начале	1	4
75	так как	9	4
76	что для	1	4
77	прежде всего	4	4
78	в руках	1	4
79	мира в	1	4
80	в частности	1	4
81	как это	4	4
82	все же	6	4
83	и для	6	4
84	и от	11	4
85	одной из	2	4
86	точки зрения	16	4
87	становится в	5	3
88	тех же	1	3
89	в котором	2	3
90	то же	15	3
91	в их	1	3
92	той же	3	3
93	того же	3	3
94	это время	1	3
95	в ней	5	3
96	что его	1	3
97	во всех	3	3
98	но не	5	3
99	по отношению	3	3
100	как в	4	3
101	но в	6	3
102	со своей	1	3
103	так или	1	3
104	в этой	2	3
105	как он	2	3
106	друг другу	2	3
107	но все	1	3
108	человека в	2	3
109	в каждом	5	3
110	при всем	1	3
111	но если	2	3
112	того как	1	3
113	в самой	2	3
114	же время	7	3
115	связи с	5	3
116	но там	1	3
117	дело с	3	3
118	себя в	1	3
119	для всех	1	3
120	мы знаем	4	3
121	и их	5	3
122	друг друга	5	3
123	мы можем	4	3
124	тем что	5	3
125	в первую	1	3
126	даже не	1	3
127	или иначе	1	3
128	здесь в	1	3
129	не было	1	3
130	о чем	1	3
131	в связи	4	3
132	и столь	1	3
133	отношению к	3	3
134	да и	4	3
135	с этой	1	3
136	все это	7	3
137	мы найдем	1	3
138	для нас	3	3
139	интерес к	1	3
140	а в	1	3
141	в своей	6	3
142	жизни и	4	3
143	том числе	1	3
144	не может	24	3
145	как известно	1	2
146	также что	1	2
147	и т	11	2
148	одним из	3	2
149	а из	1	2
150	стали бы	1	2
151	в первом	1	2
152	мы имеем	1	2
153	мы не	4	2
154	говорить о	2	2
155	х годов	1	2
156	то это	1	2
157	в виду	3	2
158	и был	1	2
159	он был	4	2
160	бы то	4	2
161	в ее	4	2
162	отличие от	2	2
163	ведь мы	2	2
164	отнюдь не	8	2
165	и вовсе	1	2
166	в одной	5	2
167	что именно	5	2
