N	2gram	Bakhtin_Pr_3	Istorich
1	и в	53	26
2	то что	9	16
3	не только	4	15
4	может быть	12	14
5	что в	2	14
6	между двумя	1	12
7	но и	7	12
8	связь с	2	12
9	так и	6	10
10	таким образом	6	10
11	показывает что	1	10
12	и его	10	10
13	что он	4	10
14	его в	2	9
15	что и	3	9
16	так как	7	9
17	и не	15	9
18	то же	6	8
19	а в	2	8
20	мы имеем	1	7
21	в этом	8	7
22	он не	3	7
23	об этом	1	7
24	как и	11	7
25	в этих	5	7
26	во время	1	7
27	знаем что	1	7
28	их в	2	7
29	как в	7	7
30	в качестве	1	7
31	превращается в	1	7
32	героя в	1	7
33	и то	1	6
34	еще не	5	6
35	что они	1	6
36	как он	2	6
37	мы видели	2	6
38	не всегда	1	6
39	таким же	1	6
40	мы можем	5	6
41	могут быть	4	6
42	в дальнейшем	7	6
43	мы видим	2	6
44	потому что	5	6
45	а не	11	6
46	не может	2	6
47	вместе с	2	6
48	когда он	1	6
49	это и	1	5
50	мы уже	5	5
51	то это	1	5
52	но не	5	5
53	но в	5	5
54	уже не	1	5
55	в силу	1	5
56	и по	3	5
57	с собой	1	5
58	и с	6	5
59	это не	6	5
60	не в	2	5
61	ничего не	6	5
62	и у	7	5
63	как мы	5	5
64	и здесь	1	5
65	и что	1	5
66	в его	8	5
67	с ними	1	5
68	у него	1	5
69	тем что	2	5
70	до сих	5	5
71	и др	14	5
72	в некоторых	4	5
73	из которых	1	5
74	сих пор	5	5
75	мы должны	4	5
76	к этому	4	5
77	не просто	1	4
78	его на	1	4
79	он в	2	4
80	но он	2	4
81	в своей	3	4
82	но эта	1	4
83	даже в	1	4
84	того как	1	4
85	в могиле	2	4
86	здесь не	4	4
87	о том	2	4
88	и даже	2	4
89	дает ему	1	4
90	вовсе не	3	4
91	с другой	2	4
92	в тех	1	4
93	другой стороны	1	4
94	в античности	4	4
95	например в	5	3
96	из трех	1	3
97	что иное	1	3
98	и действительно	1	3
99	не сразу	1	3
100	из этих	1	3
101	видели что	2	3
102	относится к	1	3
103	в одной	2	3
104	перед нами	5	3
105	все эти	9	3
106	и если	3	3
107	на его	3	3
108	что она	1	3
109	связанные с	3	3
110	при этом	3	3
111	на земле	14	3
112	а затем	4	3
113	должен был	1	3
114	том что	5	3
115	по сравнению	4	3
116	и более	2	3
117	как это	2	3
118	меня не	1	3
119	на него	1	3
120	через него	1	3
