N	3gram	Vygotskiy__4	DiskursI
1	в том что	31	13
2	по отношению к	1	9
3	с одной стороны	9	9
4	о том что	3	5
5	в отличие от	2	4
6	к тому же	1	4
7	и т.п но	1	3
8	а с другой	2	3
9	не может быть	1	3
10	и как бы	1	3
11	в свою очередь	2	3
12	с другой стороны	8	3
13	по своей природе	1	2
14	по себе не	1	2
15	мы имеем дело	1	2
16	и того же	5	2
17	том что в	1	2
18	не говоря уже	1	2
19	подобно тому как	2	2
20	в том числе	2	2
21	то же самое	7	2
22	одной стороны и	2	2
23	и не только	2	2
24	говоря уже о	1	2
25	том числе и	2	2
26	мысли и ее	1	2
27	в данном случае	2	2
28	в том чтобы	2	2
29	не только в	1	2
30	по своему происхождению	1	2
31	состоит в том	3	2
32	едва ли не	1	2
33	можно сказать что	1	2
34	только в том	2	2
35	одного и того	5	2
36	в этом случае	3	1
37	на том что	1	1
38	и тому же	4	1
39	тому на что	1	1
40	прежде всего в	1	1
41	одним и тем	3	1
42	далеко не все	1	1
43	на самом деле	1	1
44	идти этим путем	1	1
45	и даже не	1	1
46	в этом смысле	8	1
47	при этом как	1	1
48	внимание на то	1	1
49	к которому он	1	1
50	значении этого слова	1	1
51	о том как	1	1
52	тем же словом	4	1
53	с точки зрения	11	1
54	до сих пор	1	1
55	том случае если	1	1
56	что он не	1	1
57	в первую очередь	4	1
58	только то что	1	1
59	что с помощью	1	1
60	лежат в основе	1	1
61	между собой и	2	1
62	здесь в области	1	1
63	следующим образом в	1	1
64	вместе с тем	3	1
65	одно и то	6	1
66	не совпадают с	1	1
67	в целом и	2	1
68	как мы видели	2	1
69	таким же образом	1	1
70	содержит в себе	2	1
71	далеко не всегда	1	1
72	и тем же	3	1
73	в равной мере	3	1
74	представляет собой не	1	1
75	в том случае	1	1
76	имеем дело с	1	1
77	потому что в	1	1
78	что к этому	1	1
79	одновременно с этим	1	1
80	равной мере и	1	1
81	одни и те	3	1
82	в связи с	3	1
83	том что он	1	1
84	в следующей главе	2	1
85	во всяком случае	3	1
86	в целом ряде	2	1
87	согласно которому в	1	1
88	особое внимание на	1	1
89	в свое время	2	1
90	том что хотя	1	1
91	в этом отношении	7	1
92	так например в	1	1
93	интересуют в первую	1	1
94	в этом же	1	1
95	к тому или	2	1
96	имея в виду	1	1
97	выступает в качестве	1	1
98	с самого начала	1	1
99	в данной главе	1	1
100	и те же	3	1
101	оно имеет свою	1	1
102	при этом он	1	1
103	к одному и	4	1
104	заключается в том	14	1
105	речь идет о	3	1
106	тому или иному	2	1
107	на то что	4	1
108	и то же	6	1
109	тех или иных	1	1
110	том что на	1	1
111	тем не менее	1	1
112	но все же	1	1
113	то что они	2	1
114	по мере его	1	1
115	может быть в	1	1
116	как и в	1	1
117	одному и тому	4	1
118	но и к	1	1
119	ситуации в которой	1	1
