N	3gram	Bakhtin_Pr_2	VerxiiNi
1	с одной стороны	1	7
2	с точки зрения	8	6
3	во всяком случае	1	6
4	более или менее	3	5
5	в том числе	1	5
6	до сих пор	7	5
7	по крайней мере	1	5
8	друг с другом	4	5
9	о том что	1	4
10	том числе и	1	4
11	но все же	2	4
12	к тому же	3	4
13	так или иначе	1	3
14	в конце концов	2	3
15	в связи с	1	3
16	тем не менее	2	3
17	в том что	1	3
18	то же самое	1	2
19	друг на друга	2	2
20	может быть даже	1	2
21	может быть и	2	2
22	то ни было	1	2
23	то что он	1	2
24	бы то ни	1	2
25	между этими двумя	1	2
26	то же время	5	2
27	этой точки зрения	1	2
28	той или иной	3	2
29	можно сказать что	1	2
30	на то что	2	2
31	в то же	5	2
32	каждая из этих	1	1
33	духе и в	1	1
34	а между тем	1	1
35	не может не	1	1
36	лишь то что	1	1
37	иметь в виду	1	1
38	в этих рамках	1	1
39	по отношению к	5	1
40	в самом деле	4	1
41	в настоящее время	2	1
42	о том как	1	1
43	непосредственно ни с	1	1
44	в котором они	1	1
45	а следовательно и	1	1
46	в таком случае	1	1
47	сами по себе	1	1
48	и только на	1	1
49	при этом не	1	1
50	том или ином	1	1
51	точки зрения того	1	1
52	его жизнь в	1	1
53	в том или	2	1
54	между тем с	1	1
55	но в то	3	1
56	на этот раз	1	1
57	смысле этого слова	1	1
58	но при этом	2	1
59	в отличие от	4	1
60	а не как	1	1
61	мы уже говорили	3	1
62	друг к другу	2	1
63	до настоящего времени	1	1
64	с другой стороны	3	1
65	как бы в	4	1
66	из этих трех	2	1
67	здесь таким образом	1	1
68	сих пор не	1	1
69	у него в	1	1
70	не может быть	4	1
71	но тем не	1	1
72	в то время	2	1
73	так и в	1	1
74	и это слово	1	1
75	в этом последнем	1	1
76	в одном из	1	1
77	не только не	1	1
78	и заставляет его	1	1
79	зрения того же	1	1
80	между собой поэтому	1	1
81	после того как	1	1
82	и что он	1	1
