N	3gram	Losev_Prob_5	PoTuStor
1	с точки зрения	8	6
2	на самом деле	1	4
3	с самого начала	1	4
4	в чем не	1	3
5	в этом смысле	3	3
6	до сих пор	2	3
7	по крайней мере	4	3
8	во всяком случае	2	3
9	не может быть	2	3
10	ни в чем	1	3
11	может быть это	1	3
12	можно сказать что	3	3
13	в большинстве случаев	1	3
14	из тех же	1	2
15	друг на друга	1	2
16	по аналогии с	1	2
17	в самом деле	1	2
18	о том что	9	2
19	и в этом	1	2
20	даже тогда когда	1	1
21	все что угодно	1	1
22	то что я	1	1
23	зависит от того	1	1
24	дело в том	2	1
25	в нем и	1	1
26	художественного творчества и	1	1
27	но даже и	2	1
28	во всем мире	1	1
29	бы то ни	2	1
30	в этом отношении	1	1
31	не сознавая этого	1	1
32	можно было бы	1	1
33	все же в	1	1
34	были в ходу	1	1
35	может быть только	3	1
36	с этой точки	1	1
37	вместе с тем	3	1
38	оно едва ли	1	1
39	не чем иным	2	1
40	в данном случае	2	1
41	хотя и с	1	1
42	то ни было	1	1
43	с одной стороны	3	1
44	ничего общего не	1	1
45	в связи с	7	1
46	а с другой	3	1
47	в том что	8	1
48	этой точки зрения	1	1
49	и таким образом	1	1
50	чем иным как	2	1
51	так и в	1	1
52	это и есть	1	1
53	связи с этим	1	1
54	науки в этом	1	1
55	то же мы	1	1
56	по его мнению	1	1
57	что иное как	3	1
58	в том смысле	1	1
59	не что иное	3	1
60	для того чтобы	2	1
61	на первый взгляд	1	1
62	и можно сказать	1	1
63	той или иной	1	1
