N	3gram	Voloshinov_1	Istorich
1	так же как	1	12
2	с другой стороны	2	4
3	не может быть	4	4
4	что иное как	2	3
5	в данном случае	2	3
6	в одном случае	1	3
7	на то что	1	3
8	не что иное	2	3
9	то же самое	1	2
10	в тех случаях	1	2
11	тех случаях когда	1	2
12	в связи с	1	2
13	тем не менее	1	2
14	там где нет	1	1
15	но так как	2	1
16	подобно тому как	1	1
17	то мы получим	1	1
18	что в этом	1	1
19	и не может	1	1
20	в зависимости от	2	1
21	есть одно и	1	1
22	и пр на	1	1
23	и тем что	1	1
24	может быть и	1	1
25	если бы мы	1	1
26	в этот момент	1	1
27	и то же	2	1
28	и вместе с	1	1
29	которое может стать	1	1
30	одно и то	3	1
31	мы уже видели	1	1
32	не мог бы	1	1
33	есть не что	2	1
34	мы не можем	1	1
35	таким образом мы	1	1
36	не может входить	1	1
37	уже видели как	1	1
38	ничего общего с	2	1
39	на эту связь	1	1
40	к тому что	1	1
41	в узком смысле	1	1
42	привела его к	1	1
43	как и в	1	1
44	только с помощью	1	1
