N	3gram	Losev_Prob_2	KFilosof
1	не может быть	3	11
2	может быть только	2	6
3	в едином и	1	5
4	на самом деле	2	3
5	в этом смысле	5	3
6	того или иного	5	3
7	между тем как	1	3
8	и в этом	3	3
9	для нас важно	1	2
10	имеем в виду	2	2
11	он может быть	1	2
12	вовсе не значит	1	2
13	бы то ни	2	2
14	то или иное	2	2
15	здесь мы имеем	1	2
16	то ни было	1	2
17	во всех отношениях	1	2
18	один и тот	2	2
19	и ни в	2	2
20	ни в каком	4	2
21	вовсе не есть	10	2
22	вопрос о том	2	2
23	в целом и	1	2
24	той или иной	1	2
25	в то же	4	2
26	тем не менее	12	2
27	в том что	4	2
28	и тот же	2	2
29	и только в	1	2
30	отношение к предмету	1	1
31	на то что	4	1
32	не может не	1	1
33	человека но не	1	1
34	уже не будет	1	1
35	того что в	1	1
36	но только не	1	1
37	самому своему смыслу	2	1
38	в настоящее время	16	1
39	мы ничего не	1	1
40	будет ли она	1	1
41	он не может	1	1
42	по самому своему	2	1
43	только в том	4	1
44	в зависимости от	1	1
45	хотя бы и	3	1
46	но можно ли	2	1
47	этот мир не	1	1
48	но это не	1	1
49	вовсе не относятся	1	1
50	несмотря на то	1	1
51	вместе с тем	1	1
52	и тем не	1	1
53	и то что	7	1
54	в данном контексте	1	1
55	ведь если бы	1	1
56	может быть и	2	1
57	и в то	1	1
58	ту или иную	1	1
59	если мы возьмем	2	1
60	не совпадает с	2	1
61	не потому что	1	1
62	при таком положении	1	1
63	значит ли это	1	1
64	едва ли кто-нибудь	2	1
65	в известном смысле	1	1
66	в том случае	2	1
67	в одном случае	1	1
68	при этом условии	1	1
69	с нашей точки	1	1
70	во всяком случае	10	1
71	а только в	1	1
72	для того чтобы	2	1
73	и в своих	1	1
74	бы не было	3	1
75	но где же	1	1
76	при всех своих	1	1
77	ввиду того что	1	1
78	в противоречие с	1	1
79	является вовсе не	1	1
80	мы не можем	1	1
81	здесь вовсе не	1	1
82	что может быть	1	1
83	не является только	1	1
84	само по себе	2	1
85	при условии своей	1	1
86	и тем самым	1	1
87	а не просто	2	1
88	но отнюдь не	1	1
89	и не знает	1	1
90	не менее в	1	1
91	нашей точки зрения	1	1
92	не относятся к	1	1
93	в истории философии	1	1
94	если бы не	3	1
95	в другом случае	1	1
96	когда мы говорим	2	1
97	в то или	1	1
98	ли это что	1	1
99	только в этом	1	1
100	и этот момент	1	1
101	это может быть	1	1
102	в ту или	1	1
103	и в его	1	1
104	но уже не	2	1
105	в себе в	2	1
106	том случае когда	1	1
107	и входит в	1	1
108	только тогда когда	3	1
109	то же самое	5	1
110	на том что	1	1
111	не есть просто	2	1
112	которой он не	1	1
