N	3gram	Berdyaev_M_1	Myshleni
1	для того чтобы	2	18
2	в том что	1	13
3	по сравнению с	1	7
4	по отношению к	2	5
5	в самом деле	1	4
6	вместе с тем	5	4
7	не может быть	17	4
8	о том что	1	4
9	до сих пор	2	3
10	и в конце	2	2
11	потому что он	1	2
12	нет и не	1	2
13	прежде всего в	2	2
14	по своему значению	2	2
15	в отличие от	1	2
16	то время как	2	2
17	в то время	2	2
18	и вместе с	4	2
19	не до конца	1	2
20	наедине с собой	1	2
21	по сравнению со	1	2
22	в себе в	1	2
23	это менее всего	1	1
24	должно быть поставлено	1	1
25	что иное как	1	1
26	и есть то	1	1
27	самое главное и	1	1
28	есть прежде всего	1	1
29	оно менее всего	1	1
30	потому что не	1	1
31	существует не только	1	1
32	и не может	2	1
33	в зависимости от	1	1
34	не может найти	1	1
35	от одного к	1	1
36	что он не	2	1
37	он знал что	1	1
38	заключает в себе	3	1
39	можно было бы	1	1
40	от нее к	1	1
41	есть то что	1	1
42	должны привести к	1	1
43	и ничего не	1	1
44	может быть так	1	1
45	не только в	2	1
46	в высшей степени	2	1
47	во всех этих	1	1
48	никогда не может	2	1
49	если в основе	1	1
50	потому что в	3	1
51	не только для	1	1
52	для него и	1	1
53	не могут быть	2	1
54	она все же	1	1
55	во всяком случае	1	1
56	в которой она	1	1
57	на этом пути	2	1
58	в ряду других	1	1
59	нельзя было бы	1	1
60	как бы не	1	1
61	друг к другу	1	1
62	одного к другому	1	1
63	менее всего напоминает	1	1
64	это и есть	4	1
65	зависимости от этого	1	1
66	это значит что	3	1
67	к учению о	2	1
68	может быть выражена	1	1
69	но и он	1	1
70	она не может	1	1
71	и ту же	1	1
72	не что иное	1	1
73	но также и	1	1
74	тем что он	2	1
75	одну и ту	1	1
76	но не может	1	1
77	что и в	1	1
78	своему значению и	1	1
79	должно привести к	2	1
80	в конце концов	2	1
