N	3gram	Trubetskoy_1	FransuaR
1	мы уже говорили	1	11
2	о том что	4	5
3	то же время	2	5
4	в то же	2	5
5	в самом деле	5	4
6	с одной стороны	2	4
7	все то что	1	4
8	мы уже сказали	1	3
9	о котором мы	1	3
10	до сих пор	8	3
11	вместо того чтобы	1	3
12	не только с	1	2
13	никак не может	1	2
14	с точки зрения	8	2
15	и то что	3	2
16	уже говорили что	1	2
17	в данном случае	3	2
18	во всех этих	2	2
19	каждый из них	1	2
20	одним из самых	1	2
21	с другой стороны	4	2
22	таким образом в	3	2
23	но и с	1	2
24	то есть в	1	2
25	начало и конец	4	2
26	в том что	15	2
27	и того же	3	1
28	а потому что	1	1
29	по отношению к	9	1
30	по этому вопросу	1	1
31	есть как бы	1	1
32	дело в том	1	1
33	более или менее	7	1
34	в настоящее время	2	1
35	свидетельствует о том	1	1
36	что же касается	2	1
37	таким образом здесь	2	1
38	целом ряде других	1	1
39	и все это	1	1
40	мы находим в	1	1
41	как и все	2	1
42	в лучшем случае	1	1
43	что он может	1	1
44	себя все что	1	1
45	является одним из	1	1
46	у него в	1	1
47	лишь тогда когда	2	1
48	между тем как	1	1
49	не во всех	1	1
50	а так как	1	1
51	в себе и	1	1
52	из того что	1	1
53	совершенно ясно что	1	1
54	никакой роли в	1	1
55	рано или поздно	1	1
56	не замечает что	1	1
57	никогда не было	1	1
58	и в целом	1	1
59	вместе с тем	2	1
60	только то что	2	1
61	в ту же	1	1
62	в этой области	4	1
63	все же они	1	1
64	в конце концов	4	1
65	смысле этого слова	1	1
66	в начале этой	2	1
67	мы видим что	1	1
68	а для этого	1	1
69	как и вообще	1	1
70	в нем не	1	1
71	все же не	3	1
72	в связи с	3	1
73	так и от	1	1
74	друг к другу	2	1
75	а то которое	1	1
76	в целом ряде	3	1
77	с этой целью	1	1
78	для того чтобы	7	1
79	не может быть	3	1
80	мы видели что	1	1
81	в широком смысле	1	1
82	если мы будем	1	1
83	в зависимости от	1	1
84	в то время	2	1
85	не только внешний	1	1
86	так же трудно	1	1
87	начале этой главы	1	1
88	заключается в том	2	1
89	та или иная	1	1
90	не забудем что	1	1
91	и сейчас в	1	1
92	что касается до	6	1
93	но все же	2	1
94	же трудно как	1	1
95	одного и того	3	1
96	за то что	1	1
97	бы при этом	1	1
98	так и у	1	1
99	и до сих	1	1
100	а с другой	2	1
101	что все они	1	1
102	том что он	2	1
103	и все что	2	1
104	нечего и говорить	3	1
105	в большей степени	1	1
106	во всех странах	1	1
107	таким образом все	1	1
