N	2gram	Voloshinov_1	KulturaY
1	и т	1	33
2	в том	4	30
3	и в	15	24
4	потому что	4	23
5	том что	5	21
6	что в	6	17
7	того чтобы	2	17
8	для того	1	16
9	и пр	9	15
10	было бы	6	15
11	т д	1	14
12	точки зрения	13	14
13	в этом	13	14
14	может быть	13	13
15	все же	5	12
16	таким образом	21	12
17	в его	9	12
18	и не	16	12
19	не в	4	11
20	только в	6	11
21	вовсе не	2	10
22	хотя бы	7	10
23	у нас	3	10
24	в самом	6	10
25	не только	5	10
26	прежде всего	11	9
27	отношению к	9	9
28	самом деле	7	9
29	того что	2	9
30	то что	10	9
31	с точки	10	9
32	так как	9	9
33	если бы	3	9
34	о том	1	9
35	то обстоятельство	1	8
36	как раз	2	8
37	а только	1	8
38	то же	7	8
39	по отношению	11	8
40	тем что	1	8
41	уже не	5	8
42	а не	2	8
43	обстоятельство что	1	8
44	бы в	2	7
45	не может	13	7
46	связи с	1	7
47	вместе с	4	7
48	с помощью	9	7
49	в области	3	7
50	это не	2	7
51	в качестве	2	7
52	с другой	1	7
53	так и	10	7
54	не менее	3	7
55	как бы	11	7
56	все эти	9	6
57	в которой	1	6
58	на себе	1	6
59	при этом	7	6
60	все это	5	6
61	в какой	1	6
62	что же	4	6
63	мы имеем	1	6
64	но и	4	6
65	зависимости от	2	6
66	тогда когда	1	6
67	что такое	3	6
68	только потому	1	6
69	именно в	3	6
70	однако не	1	6
71	этого рода	1	6
72	в ней	5	6
73	что он	8	6
74	и с	7	5
75	во всяком	4	5
76	и его	15	5
77	речи и	1	5
78	крайней мере	1	5
79	что это	3	5
80	с ним	12	5
81	а в	6	5
82	а потому	2	5
83	еще не	7	5
84	но не	5	5
85	между тем	2	5
86	например в	1	5
87	к тому	4	5
88	но уже	1	5
89	всяком случае	3	5
90	в виду	1	5
91	в зависимости	2	5
92	по крайней	1	5
93	так сказать	3	5
94	рядом с	2	5
95	этом отношении	2	5
96	и что	3	5
97	из области	1	4
98	на то	1	4
99	того же	1	4
100	что они	1	4
101	и является	1	4
102	учение о	2	4
103	сих пор	3	4
104	в нем	4	4
105	на язык	2	4
106	со стороны	2	4
107	в таких	3	4
108	что и	2	4
109	в этих	2	4
110	до сих	3	4
111	как в	3	4
112	из этих	4	4
113	это и	1	4
114	в целом	2	4
115	не на	1	4
116	с этим	6	4
117	один из	4	4
118	и потому	8	4
119	тем не	2	4
120	с ними	4	4
121	так же	1	4
122	слова и	2	4
123	и на	3	4
124	в науке	1	4
125	роль в	6	4
126	и тогда	1	4
127	же касается	1	4
128	с его	8	4
