N	3gram	Tiupa_Anal_2	Myshleni
1	в том что	6	19
2	по отношению к	4	10
3	с точки зрения	2	10
4	к тому что	1	7
5	можно сказать что	1	6
6	то же самое	1	6
7	можно было бы	2	5
8	заключается в том	1	5
9	и тем самым	2	5
10	друг с другом	1	5
11	в самом начале	3	4
12	на то что	2	4
13	те же самые	1	3
14	в этом отношении	3	3
15	в первую очередь	1	3
16	так же точно	1	3
17	не в состоянии	1	2
18	состоит в том	4	2
19	в этом смысле	2	2
20	в этом случае	4	2
21	до известной степени	1	2
22	только то что	1	2
23	на этот вопрос	1	2
24	несмотря на то	1	2
25	и то что	2	2
26	только частный случай	1	2
27	с другой стороны	2	2
28	том смысле что	1	2
29	не только не	2	2
30	в связи с	1	2
31	в том смысле	1	2
32	мы имеем дело	3	2
33	не может быть	1	2
34	могут быть поставлены	1	2
35	что иное как	1	1
36	на всем протяжении	1	1
37	не имеет места	1	1
38	к другому в	1	1
39	что один из	1	1
40	никак не может	1	1
41	внимание на то	1	1
42	в ответ на	2	1
43	чтобы прийти к	1	1
44	как раз и	1	1
45	и во всех	1	1
46	есть в сущности	1	1
47	сами по себе	1	1
48	самом деле не	1	1
49	в отличие от	2	1
50	точно так же	1	1
51	с другом в	1	1
52	с этой точки	1	1
53	то и другое	1	1
54	при переходе к	2	1
55	в равной мере	1	1
56	появляется и в	1	1
57	и тогда когда	1	1
58	едва ли не	2	1
59	в том или	2	1
60	не говорит о	1	1
61	приводит к тому	1	1
62	содержит в себе	3	1
63	не совпадает с	1	1
64	в данном случае	5	1
65	в целом все	1	1
66	как мы могли	1	1
67	и наоборот в	1	1
68	не только в	2	1
69	то что она	1	1
70	с одной стороны	4	1
71	на этот раз	1	1
72	и тот же	1	1
73	он состоит в	1	1
74	его в себя	1	1
75	и в этом	4	1
76	имеем дело с	1	1
77	что при таком	1	1
78	не может остаться	1	1
79	этой точки зрения	1	1
80	есть не что	1	1
81	не что иное	1	1
82	же самое что	1	1
83	как и в	3	1
84	в свою очередь	1	1
85	который в своей	1	1
86	но отнюдь не	1	1
87	в самом деле	1	1
88	той или иной	3	1
89	во второй половине	1	1
90	которые могут быть	1	1
91	ответ на вопрос	1	1
92	тех или иных	2	1
93	тем не менее	3	1
94	подобно тому как	3	1
95	из того же	1	1
