N	3gram	Vygotskiy__1	Dialekti
1	и т д	1	23
2	это значит что	1	21
3	с точки зрения	18	14
4	тем не менее	1	10
5	не только не	1	7
6	не может быть	5	6
7	в самом деле	2	5
8	сам по себе	3	5
9	по крайней мере	1	5
10	само по себе	1	5
11	о том что	6	5
12	на первый план	2	4
13	то время как	4	4
14	в то время	5	4
15	сама по себе	1	4
16	как раз и	1	3
17	с одной стороны	8	3
18	в том что	15	3
19	прежде всего от	1	3
20	то что мы	1	3
21	как и в	1	3
22	на то что	3	3
23	только тогда когда	2	3
24	хотя и не	1	2
25	в силу этого	3	2
26	как и все	1	2
27	из того что	5	2
28	точно так же	1	2
29	в одинаковой мере	1	2
30	с этой точки	1	2
31	в зависимости от	2	2
32	одно и то	2	2
33	так же как	5	2
34	и то же	2	2
35	и в этом	1	2
36	того что она	1	2
37	с другой стороны	9	2
38	что все решительно	1	2
39	во всяком случае	3	2
40	есть не только	1	2
41	этой точки зрения	1	2
42	мы не можем	1	2
43	той или иной	1	2
44	и что она	1	2
45	к тому что	3	2
46	таким образом что	3	1
47	том что в	2	1
48	и пр и	1	1
49	такой же мере	3	1
50	а следовательно и	1	1
51	в чистом виде	1	1
52	нас в данном	1	1
53	потому что в	1	1
54	всего от того	1	1
55	и той же	2	1
56	чем именно заключается	1	1
57	на самом деле	1	1
58	зависит прежде всего	1	1
59	то же самое	3	1
60	одной стороны и	1	1
61	же как и	4	1
62	же сколько и	1	1
63	то что является	1	1
64	что с точки	1	1
65	до сих пор	4	1
66	и не может	1	1
67	и в то	1	1
68	на точку зрения	1	1
69	представить себе что	1	1
70	в этом отношении	4	1
71	не то же	1	1
72	и в частности	2	1
73	ее в виде	1	1
74	внешний мир в	1	1
75	в данном случае	2	1
76	если бы мы	1	1
77	стать на точку	1	1
78	тот факт что	1	1
79	и в отношении	3	1
80	или по крайней	1	1
81	и как бы	1	1
82	столько же сколько	1	1
83	в такой же	3	1
84	не в силах	1	1
85	так как мы	1	1
86	ничего не может	2	1
87	как показывает самое	1	1
88	имели в виду	1	1
89	того кто его	1	1
90	я не могу	2	1
91	когда мы говорим	1	1
92	содержит в себе	1	1
93	и таким образом	2	1
94	то же время	2	1
95	и пр в	1	1
96	от того что	2	1
97	это потому что	1	1
98	не может сказать	2	1
99	в одном из	2	1
100	и никогда не	1	1
101	что у него	1	1
102	в конечном счете	1	1
103	в чем именно	1	1
104	в этом вопросе	3	1
105	речь идет о	2	1
106	говорим об отношении	1	1
107	и все прочие	1	1
108	в то же	2	1
109	мы говорим об	1	1
110	одной и той	2	1
111	пр и пр	1	1
112	независимо от своего	1	1
113	во всем его	1	1
