N	2gram	Vygotskiy__3	Morfolog
1	может быть	19	52
2	и т	14	49
3	т д	4	47
4	таким образом	12	20
5	представляет собой	2	17
6	не может	7	17
7	в этих	2	16
8	с этим	8	14
9	и в	38	13
10	действующих лиц	5	13
11	в этом	13	13
12	так как	6	12
13	перед нами	8	11
14	чаще всего	1	11
15	мы видим	12	11
16	видим что	8	10
17	заметить что	2	10
18	представляют собой	2	10
19	то же	10	9
20	мы имеем	1	9
21	так и	1	9
22	а не	7	9
23	и не	10	9
24	ход действия	1	8
25	а затем	1	8
26	при помощи	4	8
27	что и	4	8
28	с другой	7	8
29	по существу	2	8
30	в результате	1	8
31	имеем в	1	7
32	или же	1	7
33	в качестве	2	7
34	в тех	4	7
35	все же	8	7
36	но если	4	7
37	этот случай	2	6
38	но не	1	6
39	это не	1	6
40	подобно тому	1	6
41	не могут	2	6
42	и здесь	6	6
43	в форме	1	6
44	в том	25	6
45	а в	7	6
46	мы не	5	5
47	во всех	4	5
48	не все	1	5
49	в море	2	5
50	тому как	1	5
51	то что	35	5
52	далеко не	3	5
53	потому что	14	5
54	или в	5	5
55	образом мы	4	5
56	этот момент	1	5
57	вслед за	1	5
58	этот элемент	1	5
59	один из	6	5
60	мы увидим	12	5
61	если мы	6	5
62	наряду с	3	5
63	как бы	14	5
64	это явление	1	5
65	и другие	2	5
66	увидим ниже	2	4
67	показать что	7	4
68	то это	2	4
69	что его	2	4
70	то мы	1	4
71	как в	4	4
72	хотя и	1	4
73	и как	8	4
74	не только	12	4
75	на его	1	4
76	на этом	5	4
77	его в	3	4
78	было бы	12	4
79	вовсе не	8	4
80	как и	8	4
81	несмотря на	5	4
82	точки зрения	16	4
83	с точки	9	4
84	ничего не	2	4
85	тем что	3	4
86	очень часто	2	4
87	в других	1	4
88	как мы	7	4
89	могла бы	3	4
90	раньше чем	1	4
91	и затем	2	4
92	в некоторых	1	4
93	другой стороны	5	4
94	там где	6	4
95	так же	2	4
96	а если	1	4
97	что в	20	4
98	самом деле	21	3
99	на самом	2	3
100	в первом	1	3
101	момент когда	1	3
102	и для	4	3
103	между собой	2	3
104	независимо от	1	3
105	целый ряд	2	3
106	но в	3	3
107	к чему	6	3
108	в целом	4	3
