N	2gram	Vygotskiy__1	Problema
1	то есть	26	39
2	то что	32	38
3	вовсе не	6	37
4	и не	16	37
5	и в	31	35
6	не есть	3	33
7	не только	13	24
8	сказать что	7	24
9	том что	16	19
10	что такое	2	18
11	у нас	4	18
12	о том	7	18
13	может быть	22	18
14	в этом	12	17
15	и вообще	1	16
16	настоящее время	2	16
17	но и	2	16
18	в настоящее	2	16
19	что мы	8	14
20	только в	14	14
21	не менее	2	13
22	потому что	10	13
23	не может	17	13
24	и что	8	13
25	во всяком	8	13
26	тем не	2	12
27	того что	10	12
28	в том	30	12
29	хотя бы	1	12
30	не будет	3	11
31	никак не	4	11
32	и даже	6	11
33	так что	5	11
34	прежде всего	4	11
35	что в	23	11
36	в таком	3	11
37	таком случае	2	10
38	и то	2	10
39	еще не	1	10
40	всяком случае	6	10
41	ничего не	2	10
42	и с	2	10
43	а не	13	10
44	едва ли	1	9
45	в этой	3	9
46	пока еще	1	9
47	для себя	1	9
48	если мы	12	9
49	только на	3	9
50	что же	2	9
51	для нас	5	9
52	значение и	1	8
53	все же	5	8
54	по себе	9	8
55	есть только	2	8
56	ясно что	19	8
57	в виду	4	8
58	было бы	6	8
59	уже не	2	8
60	при помощи	20	8
61	как раз	2	8
62	только о	2	8
63	смысле слова	3	7
64	есть нечто	2	7
65	совсем не	3	7
66	бы и	2	7
67	и значения	1	7
68	мы не	12	7
69	тем самым	2	7
70	не является	5	7
71	в языкознании	1	7
72	в конце	3	7
73	так и	3	7
74	казалось бы	2	7
75	в его	6	7
76	конце концов	3	7
77	так как	18	7
78	и т	26	6
79	есть не	2	6
80	с другой	5	6
81	но как	2	6
82	а только	2	6
83	относится к	1	6
84	но в	3	6
85	на то	10	6
86	т д	8	6
87	что все	3	6
88	был бы	5	6
89	можно ли	2	6
90	мы можем	4	6
91	как будто	5	6
92	когда мы	3	6
93	же самое	2	6
94	можно сказать	1	6
95	ни в	9	6
96	в области	11	6
97	о чем	2	6
98	настоящей работы	2	6
99	но это	3	6
100	при условии	1	6
101	и для	5	6
102	не существует	2	6
103	в то	5	6
104	то же	5	5
105	между собой	1	5
106	по своему	1	5
107	отнюдь не	6	5
108	с этим	3	5
109	в самом	11	5
110	в себе	4	5
111	этом смысле	2	5
112	как и	16	5
113	и без	2	5
114	представление о	3	5
115	и более	1	5
116	для меня	1	5
117	связи с	1	5
118	будто бы	2	5
119	указывает на	4	5
120	и это	3	5
121	как мы	2	5
122	языка и	1	5
123	и на	1	5
124	без всякой	1	5
125	с одной	5	5
126	содержания и	1	5
127	же это	1	5
128	одной стороны	6	5
129	еще и	1	5
130	другой стороны	5	5
131	в частности	3	5
132	так же	12	5
133	в связи	2	5
134	и все	5	5
135	самом деле	9	4
136	на самом	2	4
137	и есть	5	4
138	этой теории	6	4
139	и значение	1	4
140	что если	1	4
141	но не	3	4
142	сама по	2	4
143	в своем	3	4
144	и той	3	4
145	и как	2	4
146	более или	2	4
147	что она	6	4
148	их в	2	4
149	таким образом	20	4
150	заключается в	7	4
151	и тем	2	4
152	далеко не	2	4
153	которой он	1	4
154	между собою	1	4
155	как таковой	1	4
156	или менее	2	4
157	в этих	4	4
158	но если	1	4
159	сама собой	1	4
160	значение слова	1	4
161	есть прежде	1	4
162	для каждого	1	4
163	до сих	3	4
164	но только	3	4
165	что на	3	4
166	в каком	2	4
167	стороны и	3	4
168	не могут	3	4
169	все еще	1	4
170	что при	3	4
171	и о	4	4
172	без всякого	2	4
173	если бы	6	4
174	и здесь	2	4
175	и только	3	4
176	тех пор	1	4
177	тот же	2	4
178	что он	7	4
179	есть в	7	4
180	не можем	3	4
181	то и	2	4
182	представить себе	3	4
183	случае не	2	4
184	и самый	1	4
185	и следовательно	2	4
186	эта теория	5	4
187	мы говорим	1	4
188	в область	2	4
189	как бы	5	4
190	слова и	1	4
191	сих пор	3	4
192	все это	8	4
193	значения слова	1	4
194	в результате	4	4
195	а в	6	4
196	до тех	2	4
197	гораздо более	2	4
198	это и	3	3
199	и этот	1	3
200	в их	1	3
201	вопрос о	3	3
202	что иное	1	3
203	это отношение	2	3
204	но даже	2	3
205	то это	1	3
206	для нашей	1	3
207	большей частью	2	3
208	мы еще	1	3
209	только тогда	7	3
210	нет и	1	3
211	что они	2	3
212	всей этой	1	3
213	соотношение между	1	3
214	хотя и	3	3
215	могли бы	1	3
216	не было	3	3
217	не являются	1	3
218	и к	3	3
219	только то	2	3
220	в целом	5	3
221	из этих	6	3
222	и тот	2	3
223	только один	1	3
224	быть только	1	3
225	теории и	1	3
226	при этом	19	3
227	по самому	5	3
228	и по	3	3
229	введение в	1	3
230	его в	2	3
231	все равно	1	3
232	с тем	3	3
233	в слове	3	3
234	несмотря на	5	3
235	и того	1	3
236	нас не	1	3
237	никто не	1	3
238	оказывается что	5	3
239	должны были	1	3
240	тому что	4	3
241	этой области	2	3
242	иной раз	1	3
243	чистом виде	3	3
244	при всех	1	3
245	или что	1	3
246	в таких	1	3
247	с которой	1	3
248	как о	1	3
249	тогда когда	5	3
250	одна из	4	3
251	в науке	2	3
252	в основе	2	3
253	мы все	2	3
254	только не	3	3
255	только и	1	3
256	не знаем	2	3
257	как только	1	3
258	анализа и	1	3
259	оно не	1	3
260	если же	2	3
261	она не	5	3
262	значительной мере	1	3
263	то или	2	3
264	с самого	1	3
265	это только	2	3
266	иное как	1	3
267	но мы	3	3
268	в значительной	1	3
269	нас в	2	3
270	том или	1	3
271	которые мы	1	3
272	говорить об	1	3
273	в свете	1	3
274	и наконец	1	3
275	один из	4	3
276	никак нельзя	2	3
277	по этому	2	3
278	и всякий	2	3
279	уже в	3	3
280	в нашей	1	3
281	а это	1	3
282	и их	2	3
283	уже и	2	3
284	для того	6	3
285	нашего исследования	3	3
286	что для	2	3
287	мы скажем	1	3
288	и если	4	3
289	слова то	2	3
290	относятся к	1	3
291	тому как	7	3
292	к тому	4	3
293	и от	2	3
294	то не	1	3
295	бы в	2	3
296	мы должны	1	3
297	скажем что	1	3
298	тех или	2	3
299	только как	1	3
300	одновременно и	1	3
301	не что	1	3
302	в своих	4	3
303	точно так	3	3
304	все что	3	3
305	значения этого	1	2
306	то на	2	2
307	речь идет	3	2
308	зачем же	1	2
309	мере в	1	2
310	предмета с	2	2
311	от самого	1	2
312	из самых	1	2
313	по преимуществу	1	2
314	ведь и	1	2
315	в зависимости	5	2
316	той же	3	2
317	от всякой	1	2
318	самое же	3	2
319	и само	1	2
320	это совершенно	1	2
321	бы что	2	2
322	совпадает с	4	2
323	из которых	3	2
324	зависимости от	6	2
325	в ней	1	2
326	но при	1	2
327	столько же	1	2
328	представляет собой	2	2
329	бы то	1	2
330	во всех	1	2
331	впасть в	1	2
332	в голове	2	2
333	не то	2	2
334	есть по	1	2
335	или иное	2	2
336	учение о	1	2
337	один и	1	2
338	в той	1	2
339	независимо от	2	2
340	перед нами	1	2
341	отношение между	1	2
342	с понятием	1	2
343	и свою	1	2
344	и хотя	1	2
345	идет речь	1	2
346	роль в	3	2
347	во многих	1	2
348	человек не	1	2
349	будет рассматриваться	1	2
350	что без	1	2
351	время и	1	2
352	он не	3	2
353	в понимании	1	2
354	в корне	1	2
355	одной и	4	2
356	подобно тому	5	2
357	в нее	1	2
358	и ее	1	2
359	но все	1	2
360	русском языке	2	2
361	и понятие	1	2
362	как они	2	2
363	который он	1	2
364	то чтобы	2	2
365	об этом	1	2
366	к другу	1	2
367	знает что	1	2
368	и мы	1	2
369	отношений это	1	2
370	или хотя	1	2
371	в них	2	2
372	и вы	1	2
373	она и	1	2
374	должно быть	1	2
375	точки зрения	15	2
376	и при	1	2
377	в такой	2	2
378	одним и	1	2
379	прийти к	1	2
380	в условиях	1	2
381	языка от	1	2
382	свой смысл	1	2
383	мысли и	2	2
384	бы мы	2	2
385	не в	11	2
386	всякий акт	1	2
387	оказалось бы	1	2
388	даже в	2	2
389	же мы	1	2
390	что с	2	2
391	самого начала	1	2
392	с и	5	2
393	того чтобы	7	2
394	та или	1	2
395	или как	2	2
396	или иная	1	2
397	как на	3	2
398	смысла то	1	2
399	отношение и	2	2
400	точном смысле	1	2
401	ли это	2	2
402	отличается от	2	2
403	числе и	1	2
404	что оно	3	2
405	что может	1	2
406	значение как	1	2
407	утверждать что	5	2
408	на это	2	2
409	эта последняя	1	2
410	это движение	1	2
411	совершенно правильно	4	2
412	на нем	1	2
413	только при	3	2
414	определенным образом	1	2
415	мысль о	1	2
416	такое в	1	2
417	нет никакой	3	2
418	речи или	1	2
419	том случае	2	2
420	здесь как	1	2
421	для всякого	1	2
422	во все	1	2
423	можно только	1	2
424	по тому	3	2
425	говорят что	1	2
426	сводится к	1	2
427	о нем	1	2
428	при такой	1	2
429	и поэтому	2	2
430	а также	1	2
431	к нему	2	2
432	свести все	1	2
433	которого оно	1	2
434	этому поводу	2	2
435	что и	13	2
436	вообще и	1	2
437	если это	1	2
438	в него	2	2
439	друг к	1	2
440	содержится в	1	2
441	о двух	1	2
442	нашей темы	1	2
443	как нечто	1	2
444	и действительно	1	2
445	в разные	2	2
446	этих теорий	1	2
447	или его	3	2
448	сам собой	1	2
449	или в	1	2
450	в качестве	2	2
451	же и	1	2
452	для всех	4	2
453	конечно не	1	2
454	является не	1	2
455	внутри самого	1	2
456	мышления и	3	2
457	это обстоятельство	3	2
458	не так	1	2
459	структуры и	1	2
460	сами по	1	2
461	случае когда	1	2
462	только с	1	2
463	само по	5	2
464	как такового	1	2
465	в состоянии	3	2
466	или ином	1	2
467	отсутствует и	1	2
468	самого же	1	2
469	имеет и	1	2
470	на чем	1	2
471	и др	1	2
472	если даже	1	2
473	о предмете	1	2
474	и многие	1	2
475	совершенно не	5	2
476	вместе с	8	2
477	нас такое	1	2
478	от ее	1	2
479	ни от	1	2
480	из отдельных	2	2
481	что всякое	5	2
482	на эту	1	2
483	в тех	1	2
484	думается что	3	2
485	л в	1	2
486	основана на	1	2
487	она должна	2	2
488	учению о	2	2
489	при таком	1	2
490	составляющих его	3	2
491	или не	2	2
492	но вот	1	2
493	в системе	1	2
494	по поводу	2	2
495	о своем	1	2
496	системы а	1	2
497	мы считаем	2	2
498	бы его	1	2
499	из этого	2	2
500	в действительности	1	2
501	а может	1	2
502	случае если	1	2
503	это в	2	2
504	том числе	1	2
505	слова это	1	2
506	ни его	1	1
507	этой теорией	2	1
508	что отнюдь	1	1
509	говоря о	1	1
510	как говорят	1	1
511	для построения	1	1
512	же как	4	1
513	в движение	1	1
514	противоречие с	3	1
515	дело обстоит	1	1
516	тем же	3	1
517	ту же	2	1
518	что эти	3	1
519	должна быть	3	1
520	собственном смысле	3	1
521	и больше	1	1
522	с таким	11	1
523	на тех	1	1
524	и была	1	1
525	что изучение	1	1
526	мы имеем	4	1
527	и входит	1	1
528	которую мы	1	1
529	что самый	1	1
530	именно к	1	1
531	до такой	1	1
532	время как	5	1
533	оно есть	2	1
534	я не	1	1
535	ему в	1	1
536	первого взгляда	1	1
537	и был	1	1
538	который может	1	1
539	одного человека	1	1
540	столь же	4	1
541	время в	1	1
542	так если	1	1
543	основанные на	1	1
544	с его	1	1
545	только после	1	1
546	тем как	1	1
547	без которого	1	1
548	то мы	1	1
549	а следовательно	1	1
550	в ту	1	1
551	он говорит	1	1
552	то он	1	1
553	с самой	1	1
554	отношение к	2	1
555	цветами и	1	1
556	предметом своего	1	1
557	же вопрос	1	1
558	меньше всего	1	1
559	если она	2	1
560	остается одной	1	1
561	как в	9	1
562	что именно	1	1
563	теории с	1	1
564	последнее время	2	1
565	с такими	1	1
566	с их	1	1
567	туда и	1	1
568	эмоции и	1	1
569	виду и	1	1
570	звук в	1	1
571	как уже	1	1
572	чего мы	2	1
573	вносит в	1	1
574	утверждают что	1	1
575	есть ли	2	1
576	или иную	1	1
577	вещи но	1	1
578	потом уже	1	1
579	что это	6	1
580	кажется совершенно	1	1
581	мы получаем	2	1
582	формы в	4	1
583	и общую	1	1
584	еще далеко	1	1
585	очень важным	1	1
586	думать что	1	1
587	может считаться	2	1
588	в известном	2	1
589	человек то	1	1
590	остановиться на	2	1
591	им в	3	1
592	бы только	1	1
593	и те	1	1
594	выводу что	1	1
595	а вовсе	1	1
596	к выводу	1	1
597	не следует	1	1
598	из тысячи	1	1
599	в первых	1	1
600	в нем	2	1
601	все те	1	1
602	возникающих в	1	1
603	именно то	1	1
604	и еще	1	1
605	на таком	1	1
606	что нужно	1	1
607	в силу	3	1
608	проблемы не	1	1
609	из виду	2	1
610	значения но	1	1
611	для понимания	1	1
612	что ни	1	1
613	людей и	1	1
614	тут не	1	1
615	подход к	1	1
616	могла бы	1	1
617	пока мы	1	1
618	как отношение	1	1
619	себе либо	1	1
620	и чтобы	1	1
621	времени и	1	1
622	и называется	1	1
623	это не	1	1
624	все предметы	1	1
625	мы находимся	1	1
626	если при	2	1
627	на почве	2	1
628	он есть	1	1
629	но их	1	1
630	о психологизме	1	1
631	ни разу	1	1
632	его формой	1	1
633	то как	1	1
634	теории все	1	1
635	ту или	2	1
636	из которой	1	1
637	мы хотели	1	1
638	значит не	1	1
639	с такой	1	1
640	такой же	2	1
641	мере не	1	1
642	и тогда	2	1
643	понятия и	1	1
644	но я	1	1
645	что определение	1	1
646	другим и	1	1
647	из сферы	1	1
648	даже при	1	1
649	о той	1	1
650	уже к	1	1
651	и понятия	2	1
652	в которых	3	1
653	вещей как	1	1
654	мышления который	1	1
655	и представление	1	1
656	единство и	1	1
657	совершенно новое	1	1
658	может вызвать	1	1
659	образом и	1	1
660	простое и	1	1
661	является уже	1	1
662	оба они	1	1
663	ни было	1	1
664	не могли	1	1
665	и наоборот	1	1
666	тому чтобы	3	1
667	как можно	1	1
668	нас к	1	1
669	и очень	2	1
670	что есть	2	1
671	случае в	3	1
672	существует для	1	1
673	всякое отношение	2	1
674	что эта	3	1
675	из тех	1	1
676	из нас	2	1
677	имеет свое	1	1
678	только из	4	1
679	если в	1	1
680	соответствующую им	1	1
681	что каждое	1	1
682	но вместе	1	1
683	из предыдущего	1	1
684	существует между	1	1
685	и отношений	1	1
686	их значение	1	1
687	следовательно и	1	1
688	мы испытываем	1	1
689	никогда не	8	1
690	теоретической мысли	1	1
691	понятия а	1	1
692	этих двух	2	1
693	в противоречие	2	1
694	во всей	1	1
695	исследования мы	2	1
696	как не	1	1
697	это слово	1	1
698	и его	7	1
699	и теперь	2	1
700	что речь	2	1
701	этом отношении	2	1
702	не потому	1	1
703	и об	1	1
704	есть у	1	1
705	обстоятельство что	1	1
706	в основу	2	1
707	такого же	1	1
708	лежит в	1	1
709	или совсем	1	1
710	нашего рассмотрения	1	1
711	должны быть	3	1
712	содержанием и	1	1
713	в каждом	3	1
714	когда они	1	1
715	тот и	1	1
716	которой она	1	1
717	отказаться от	2	1
718	всегда в	1	1
719	мы его	1	1
720	такое что	1	1
721	совершенно ясно	19	1
722	как система	1	1
723	в собственном	3	1
724	характер и	1	1
725	что само	2	1
726	то время	5	1
727	от того	3	1
728	литературы и	1	1
729	выражения и	2	1
730	и когда	3	1
731	что у	3	1
732	нами теории	1	1
733	и специфическое	1	1
734	на нее	1	1
735	особенно в	1	1
736	каждого из	3	1
737	целое и	1	1
738	здесь нет	1	1
739	при одном	1	1
740	со всем	1	1
741	формы то	2	1
742	поэтому в	1	1
743	она есть	1	1
744	с ним	2	1
745	точности и	1	1
746	смысле и	1	1
747	понимания как	1	1
748	находится в	1	1
749	в состав	1	1
750	вот почему	1	1
751	не означает	2	1
752	и та	1	1
753	мы рискуем	2	1
754	совершенно неверно	1	1
755	как ее	1	1
756	одного из	1	1
757	ли она	1	1
758	может не	1	1
759	как форма	1	1
760	сводится на	1	1
761	и во	2	1
762	тогда есть	1	1
763	между тем	4	1
764	теперь уже	1	1
765	и всякая	1	1
766	к установлению	1	1
767	ее элементов	1	1
768	что бы	1	1
769	ясного и	1	1
770	не знаю	1	1
771	вещи как	1	1
772	своему содержанию	1	1
773	все больше	1	1
774	что здесь	2	1
775	но с	1	1
776	форма еще	1	1
777	одной из	1	1
778	дело с	3	1
779	именно о	1	1
780	что даже	2	1
781	в какой	5	1
782	представляет собою	1	1
783	в вопросе	1	1
784	тем или	2	1
785	близкое к	1	1
786	то в	1	1
787	и творчество	1	1
788	буквальном смысле	1	1
789	которое мы	1	1
790	и так	4	1
791	существу дела	2	1
792	путей для	1	1
793	нужно и	1	1
794	но то	1	1
795	здесь с	1	1
796	не мешает	1	1
797	без этого	1	1
798	рассматриваться как	3	1
799	нами и	1	1
800	может выражаться	1	1
801	собой если	1	1
802	тем чтобы	1	1
803	оно в	1	1
804	от других	2	1
805	же предмет	1	1
806	в данной	1	1
807	но для	1	1
808	предмет и	1	1
809	звука в	1	1
810	который как	1	1
811	в известной	1	1
812	слова в	3	1
813	в одном	2	1
814	содержание и	1	1
815	от тех	1	1
816	и искусства	1	1
817	предыдущего мы	1	1
818	к ним	2	1
819	или это	1	1
820	но что	2	1
821	речь и	2	1
822	красками но	1	1
823	не обладает	2	1
824	рассказа и	1	1
825	быть для	1	1
826	с общим	1	1
827	случае так	1	1
828	этой возможности	1	1
829	со стороны	4	1
830	в головах	1	1
831	понять значение	1	1
832	и чем	1	1
833	именно в	1	1
834	здесь в	1	1
835	которых мы	1	1
836	том как	1	1
837	являются только	1	1
838	в последнее	4	1
839	им слов	1	1
840	может показаться	2	1
841	а с	1	1
842	она является	1	1
843	могут иметь	1	1
844	не обязателен	1	1
845	себя и	2	1
846	больше и	1	1
847	говорит о	2	1
848	и стороны	1	1
849	и опять	1	1
850	до конца	6	1
851	это опять	1	1
852	слов и	1	1
853	все время	4	1
854	воды и	1	1
855	слова что	1	1
856	и уже	1	1
857	вероятно не	1	1
858	для этой	1	1
859	такой степени	2	1
860	в буквальном	1	1
861	художественное значение	1	1
862	или словом	1	1
863	с первого	1	1
864	и потому	2	1
865	как это	4	1
866	чрезвычайно важно	1	1
867	вопросе о	1	1
868	знаем о	1	1
869	можем употребить	1	1
870	решение вопроса	1	1
871	в пределах	1	1
872	нарушение этой	1	1
873	этих работ	1	1
874	а если	1	1
