N	3gram	Bakhtin_KF_1	Dialekti
1	с точки зрения	9	8
2	не потому что	1	6
3	в том что	2	6
4	пространства и времени	1	4
5	и та же	1	4
6	то или иное	2	4
7	одна и та	1	4
8	то же время	2	4
9	в том смысле	1	4
10	только тогда когда	1	4
11	и может быть	2	3
12	не может не	1	3
13	в то же	2	3
14	может быть и	1	3
15	той или другой	1	3
16	ни в каком	2	3
17	не может быть	11	3
18	не значит что	1	3
19	может быть в	3	3
20	и говорить о	1	2
21	как бы ни	1	2
22	тогда когда оно	1	2
23	как это было	1	2
24	в зависимости от	1	2
25	может быть только	7	2
26	тем не менее	2	2
27	при этом условии	1	2
28	это не значит	1	2
29	во всяком случае	1	2
30	вовсе не есть	2	2
31	не должно быть	1	2
32	само по себе	1	2
33	времени и пространства	1	2
34	но это не	1	2
35	в нем и	3	2
36	то же самое	1	2
37	и то что	1	1
38	такова же и	1	1
39	мы говорим о	1	1
40	того что в	1	1
41	и это нисколько	1	1
42	но только не	1	1
43	зависит от того	1	1
44	самого по себе	1	1
45	равно как и	1	1
46	на самом деле	3	1
47	это нисколько не	1	1
48	в этом смысле	3	1
49	уже не в	1	1
50	будет ли она	1	1
51	если он не	1	1
52	для которой все	2	1
53	не было и	1	1
54	не отличаются от	1	1
55	бы ни была	1	1
56	и в то	1	1
57	бы то ни	2	1
58	бы оно было	1	1
59	совершенно иной чем	1	1
60	а скорее наоборот	1	1
61	и познания и	1	1
62	со всех сторон	1	1
63	вместе с тем	1	1
64	ту или иную	1	1
65	это может быть	1	1
66	но не потому	1	1
67	в искусстве в	1	1
68	бы и не	2	1
69	не в том	1	1
70	в нем я	2	1
71	не есть просто	1	1
72	в самом своем	1	1
73	на своем месте	2	1
74	и не быть	2	1
75	утверждение себя в	1	1
76	мы имеем не	1	1
77	отсюда следует что	1	1
78	не содержит в	1	1
79	и его самого	1	1
80	и в этом	3	1
81	мы будем говорить	1	1
82	а не просто	1	1
83	мы никогда не	1	1
84	я не могу	1	1
85	когда мы говорим	1	1
86	с ним в	1	1
87	он вступает в	1	1
88	и пр и	1	1
89	и всякий другой	1	1
90	в каком плане	1	1
91	того или иного	3	1
92	и как бы	1	1
93	пространство и время	1	1
94	это и не	1	1
95	что и в	1	1
96	вопрос о том	2	1
97	и пространства и	1	1
98	той или иной	2	1
99	не менее в	1	1
100	вовсе не значит	2	1
101	в другом случае	1	1
102	но все эти	3	1
103	не зависит от	1	1
104	ничем не отличаются	1	1
105	смысле не есть	1	1
106	к тому что	1	1
107	и пр все	1	1
108	дело не в	1	1
109	во всех своих	3	1
110	в целом есть	1	1
111	по себе а	1	1
112	на задний план	1	1
113	совершенно не зависит	1	1
114	не в этом	1	1
115	независимо от того	1	1
116	значит что я	1	1
